anno	CAS-DAC-18	CAS-DAC-7	CAS-DAC-37	CAS-DAC-30	CAS-DAC-20	CAS-DAC-1	CAS-IPMN-1	CAS-DAC-6	CAS-DAC-36	CAS-DAC-2	CAS-DAC-15	CAS-DAC-19	CAS-DAC-28	CAS-DAC-33	CAS-DAC-12	CAS-DAC-14	CAS-DAC-25	CAS-DAC-8	CAS-DAC-31	CAS-DAC-27	CAS-DAC-11	CAS-DAC-9	CAS-DAC-5	CAS-DAC-4	CAS-DAC-38	CAS-DAC-29	CAS-DAC-34	CAS-DAC-23	CAS-DAC-32	CAS-DAC-42	CAS-DAC-41	CAS-DAC-39	CAS-DAC-35	CAS-DAC-3	CAS-DAC-26	CAS-DAC-24	CAS-DAC-22	CAS-DAC-21	CAS-DAC-13	CAS-DAC-16
Class2	0.743133	0.396912	0.713368	0.893445	1.52501	0.729026	0.570164	1.46982	1.14706	1.31384	2.271	1.67566	1.29596	2.73192	0.717807	0.628811	0.741505	2.16032	0.52643	0.582446	0.690413	0.529552	0.410196	0.675712	0.300419	0.679595	0.632922	0.494733	2.36818	0.473685	0.344546	0.908647	0.651419	1.31683	0.773962	0.721029	0.898659	0.873076	1.00373	0.185051
Class2	3.40915	0.45858	4.48763	4.69379	1.85846	2.96419	2.93031	6.54882	5.17225	3.47412	7.50376	7.02896	1.37576	2.71034	2.04515	3.11677	4.62667	2.43883	3.36196	2.43048	1.29035	0.724027	2.1729	1.22147	2.79937	0.546384	0.750917	2.47057	1.00449	3.48112	0.75489	3.50692	4.8423	1.00281	0.347714	3.69286	6.11717	4.99582	3.85678	4.46119
Class2	0	0.0841622	0.0123528	0.0222874	0.0422462	0.00664903	0.0063271	4.77559	0.0164006	2.02447	0.904784	0.714206	0	1.8685	0.440236	0.20108	2.21028	3.82288	0.97022	0.34797	0.203658	0.163058	0.160966	0.0228665	0.0203511	0.0210709	2.18498	0.209461	0.00664386	0.00657237	0	0	0.133407	0.277662	0	0.35193	0.0135923	0.0393852	0.746079	0
Class2	2.12964	3.35835	1.67438	1.63428	3.84755	1.73711	0.933849	1.35606	2.57477	14.3354	2.52111	2.48682	3.19132	11.98	2.44079	2.37574	1.78971	15.1432	2.81135	1.99246	1.90931	1.60167	1.84474	2.27516	3.20534	2.1782	3.73155	2.62327	1.56629	2.54793	2.95117	2.23175	4.30589	1.76039	1.64602	2.22878	0.22581	0.971855	2.9861	2.58556
Class2	0.963661	0.279599	0.0576422	1.10658	0.0355123	0.106336	0.333327	7.76523	1.24422	8.03057	7.54316	8.41059	0.777215	3.70244	1.33524	1.56258	0.251318	3.05668	0.660896	0.355449	1.27037	1.06859	0.234868	0.194235	0.545024	3.0229	0.969485	0.0578601	0.271588	0.251411	1.64858	0.168048	3.09585	0.545401	3.04194	0.648068	1.62921	1.66155	1.8972	1.58454
Class2	77.3184	62.5004	59.2469	94.9374	86.5464	163.864	196.086	158.132	153.263	262.279	142.155	114.567	203.413	85.3833	149.778	43.9629	146.049	229.909	74.7812	58.8888	74.6224	19.4756	32.1072	64.5349	19.9981	102.666	71.5373	86.9391	18.8127	89.686	102.268	59.6791	35.5986	184.31	89.9589	49.4444	65.8344	151.265	197.199	123.064
Class2	2.22488	1.07527	1.51978	2.21998	2.04368	1.0199	1.76545	3.73459	2.7661	1.69556	4.82874	4.83383	2.54871	3.80584	2.58657	0.989551	3.73661	2.86067	1.11212	1.19974	2.12745	4.55138	2.54948	3.13124	4.24851	3.27041	2.03382	1.25635	1.30163	0.811428	0.924774	2.27552	2.6251	1.75184	2.43225	1.03116	1.03066	1.95242	1.90938	1.69793
Class2	1.37483	3.06207	12.0364	1.2897	9.58369	6.29732	1.56857	16.0353	13.2999	13.2489	21.9072	22.8089	2.98606	11.3488	6.66696	5.619	5.8996	6.44413	3.39327	3.40677	5.28813	3.07024	2.71461	6.69132	3.98822	18.1091	3.87861	21.2334	1.28547	3.80923	24.0528	4.81115	5.44735	6.68689	19.897	1.53202	3.42138	2.71713	2.40528	14.7063
Class2	1.22244	1.31474	1.39294	1.04424	1.31648	1.28027	1.13299	3.53669	1.70683	2.67825	3.4412	4.17827	0.89744	7.10303	1.97166	3.08061	2.24478	2.37222	1.50161	1.32653	1.2318	0.331219	1.04642	1.0134	1.77534	0.803895	1.2588	0.564682	0.332294	0.783706	1.37191	0.857098	4.34625	2.30256	2.15745	1.51163	4.44358	1.95506	1.73048	0.590752
Class2	2.14368	1.77828	3.58877	0.585654	3.4507	0.344955	1.55373	4.68743	1.83862	5.51864	4.66495	5.45617	3.13776	3.9005	3.47276	0.801415	2.65542	7.70355	0.254233	0.597158	2.9679	2.42971	2.12827	0.561677	2.38011	2.6414	0.48718	3.23739	0.0146359	2.06929	2.78613	7.96985	2.96537	3.61554	1.7438	0.166373	0.985373	0.738886	0.143259	2.4606
Class2	0.0679281	0.135371	0.111639	0.233295	0.204147	0.0746626	0.182654	7.65836	0.166858	5.92369	5.83577	5.46878	0.422214	0.293564	0.284498	5.37668	0.121268	5.13698	1.7882	1.38912	1.1985	0.58962	0.52507	0.16788	0.190914	0.0874648	4.09067	0.27389	0.12778	0.93451	0.252842	2.29193	3.82673	1.13821	0.171985	0.803187	0.685366	0.102726	1.36847	0.0959005
Class2	21.4073	29.0398	31.0721	46.6945	16.1027	26.2358	21.0717	47.1783	26.9303	43.5224	31.0048	27.2621	25.4797	59.1183	30.6272	13.0915	19.6152	33.7418	9.76665	15.2404	28.4751	23.3782	26.2268	17.7975	11.4797	33.4624	17.5236	3.29785	27.1363	8.71445	18.65	20.3048	21.2619	20.8952	24.6418	15.8194	37.8854	12.3137	14.7698	21.5198
Class2	0.0447461	0.316399	1.41984	0.0503762	0.278936	0.126272	0.042977	5.59157	0.0412916	2.31358	5.43289	5.51439	0.064918	0.0876989	1.28084	0.61654	0.93311	1.69617	0.359538	0.532773	0.827346	0.272586	0.906516	1.12146	2.92434	0.373072	1.21817	0.0490863	0.203918	0.155908	0.176421	0.202374	0.437312	0.952744	0.626737	0.211456	0.0481655	0.254559	0.357846	0.862606
Class2	0.0157392	0.0584707	0	0.301399	0.975837	0.390397	0.0237659	0.390393	1.12641	4.67603	0.800895	1.50043	2.19547	6.70737	1.05401	0.844127	0.472837	3.27543	1.25717	0.300086	1.68156	0.656455	1.07451	0.98601	0.387966	0.405571	1.80418	0.956137	0	0.169128	0.758244	0	0.0583744	1.38883	0.642791	0.0141426	0	0.274095	0.323353	0.968327
Class2	3.6191	0.00520807	0.27945	1.11575	0.118036	0.103678	0.754384	15.4845	9.48065	2.23202	10.6524	6.09365	2.77408	0.913002	4.05978	0.727817	0.125144	1.26724	0.352987	3.89053	3.53548	0.623431	1.66954	1.82165	0.074172	0.089872	0.324579	0.0536034	0.00298868	0.198794	0.0841089	1.27171	1.41398	1.20846	0.0427863	1.51168	4.09118	1.65496	2.05807	0.126223
Class2	2.925	2.2476	0.989901	0	2.05327	1.38327	2.68494	3.04303	3.3517	1.89132	3.50129	3.40398	2.6727	2.20231	1.89253	7.72952	2.016	2.1887	1.15541	3.00405	1.23017	1.94448	1.52403	2.86482	1.26205	1.46453	1.63095	2.35518	2.59604	2.63962	1.83582	0.0137153	0.0231936	2.36138	2.07549	4.69094	1.91274	0	2.6681	0
Class2	0.113202	0.0110952	0.13576	0.0360605	0.265027	0	0.287058	24.7708	0.185506	1.3732	61.5486	30.8971	2.65996	12.3462	0.698832	1.63769	4.70716	1.29161	0.415807	0.763102	0.700491	0.891934	0.15001	0.0377263	0.0236834	0.202664	0.0778351	0.832554	0.252587	10.2637	2.22852	0	0.469145	1.4904	1.64591	1.7963	8.30729	0.587792	14.9708	0.125848
Class2	0.637398	0.352347	0.691305	1.33497	0.169628	0.993903	4.2365	1.27983	7.61785	10.1833	1.28811	0.610085	0.658348	19.4053	6.35248	2.94356	6.14471	14.8311	6.3252	2.89841	5.10987	2.08979	2.89508	0.485339	0.902143	0.53845	7.41852	0.0493153	4.35483	8.37557	0.563282	0.532893	5.22717	3.63664	1.46256	5.50504	4.58001	7.98924	2.41814	2.2234
Class2	21.2889	26.5069	20.6814	30.5647	28.1574	33.198	27.5242	29.7443	30.9397	95.1864	27.7267	34.2702	28.0414	71.6384	26.7001	34.3173	36.0096	87.7073	31.1799	34.1818	23.2791	28.7499	26.2523	29.4988	32.7275	26.6455	26.0192	20.6491	30.8207	23.0087	31.761	41.3836	37.9055	35.8299	35.1517	36.0614	31.7055	30.9864	35.166	37.0993
Class2	6.90789	9.01564	5.78677	4.08557	6.19159	6.90324	7.45945	26.6135	8.88932	9.08181	29.3953	31.3939	6.9629	10.1091	8.36763	4.44894	6.8146	7.71521	5.11734	6.38972	6.99396	6.49108	7.35123	10.6219	7.23729	7.70576	9.16845	5.91452	6.67228	6.55452	6.93817	8.72648	20.6314	8.91324	7.71855	7.03964	9.38103	4.43871	6.87624	8.81549
Class2	13.3416	18.4636	23.5196	8.553	18.4236	22.3789	12.383	31.1291	18.6945	30.9101	48.2709	39.9465	19.4967	15.3621	14.2542	46.1053	13.8137	24.6864	11.7019	10.4432	12.7927	8.39616	8.84793	14.4609	8.52543	18.3408	16.5968	12.622	11.5713	24.6145	15.9172	14.3917	15.3347	13.5857	16.8137	10.0079	13.6303	13.4174	17.2541	31.3618
Class2	0.662959	0.505184	0.670064	1.50506	1.70555	1.06423	0	2.43868	2.99632	1.43654	1.783	2.71095	3.21436	3.43891	2.28284	1.10504	1.37207	2.06798	1.86348	1.64609	2.23311	0.627744	1.47783	1.61338	2.87999	1.89031	5.20271	1.21934	0.78417	1.94073	1.15065	1.65826	2.13999	1.54489	1.44039	1.45388	0.113741	0.674729	1.62728	1.54089
Class2	3.13024	0	0.285792	16.7215	0	0	0.341811	17.5105	1.7325	8.58075	14.1188	14.1064	0.173588	9.97578	0.411816	0	0.736874	25.9941	0	0.935411	0.47768	0.032293	0.061117	0	0.0436658	0.21854	0.0623185	0	0	4.16497	0.0712089	0.0888845	0.429124	0.432791	0	0.884411	7.31298	0.315085	3.27982	0
Class2	0.31565	0.0938616	0.199989	0.105181	0.220128	0.814493	0.627516	1.71775	0.568665	3.08725	1.45593	1.90163	1.55306	0.55569	4.46016	0.0698788	2.64573	0.893589	0.271572	0.575589	2.96806	1.04088	2.01388	0.426174	0.0228698	0.0853966	0.0524387	0.0767345	0.33712	1.30957	0.121941	0.23503	0.571058	4.26905	1.07653	0.632083	0.603873	0.921004	0.38341	2.49774
Class2	14.1762	24.359	17.4739	25.4856	17.2998	16.4963	18.756	41.9647	27.0599	41.5945	50.8458	48.2134	19.8567	30.6679	40.9061	25.0351	78.7024	71.7463	18.4956	21.7371	34.4979	29.339	31.9788	19.2956	52.1676	12.2841	16.8991	10.6774	18.3263	25.0617	13.2548	30.6221	28.5877	38.4825	12.641	29.4957	33.6465	30.5411	35.7912	32.9135
Class2	0.628491	0.489768	0.608662	0.817163	0.763512	0.396088	0.387277	1.51488	0.772393	0.846881	1.54852	1.51385	0.843843	2.87882	0.83121	0.974164	1.01861	0.746173	1.00171	0.965474	0.719942	0.697452	0.803925	0.723974	1.12276	0.586087	1.15718	0.629196	0.618707	0.67901	0.871473	0.369455	0.497124	0.595095	0.572205	1.57021	1.41147	0.829951	0.682269	0.861102
Class2	9.83254	11.4979	9.48693	7.80855	7.74959	6.29585	16.434	19.9581	18.0062	9.47848	16.0481	13.0365	17.9125	10.8199	12.1086	13.4321	7.09678	7.64216	10.1889	8.06727	12.3701	3.58251	7.27044	6.64977	7.7512	13.137	12.5824	7.92979	5.20215	6.33532	11.1966	4.66153	5.4056	6.88193	9.09168	5.41639	9.62495	5.87028	6.22556	7.24074
Class2	6.67164	4.24886	5.12514	3.91587	5.73535	5.74046	5.04373	7.46465	7.6729	19.4285	6.28337	9.11313	6.15706	16.6156	5.39401	6.64288	4.76677	14.0915	5.60926	3.61544	5.44904	3.92681	4.20801	6.16576	5.85194	8.17138	4.50255	3.54165	3.33621	5.02266	6.39429	7.98832	6.18411	6.14465	7.18044	2.26642	7.00082	4.99619	4.7178	8.20128
Class2	4.36958	7.04061	17.2673	3.02451	16.17	11.6768	2.04643	9.82499	18.2811	20.8868	15.605	17.402	2.26217	16.2477	7.78397	10.458	6.0472	12.8295	6.35706	4.12984	3.74691	2.05035	1.73887	9.54832	3.2374	19.3584	1.6712	24.0879	2.7713	6.14885	22.27	4.81041	4.91281	5.82375	16.6065	2.03342	5.04567	4.41919	4.21308	15.7347
Class2	0.452623	0.249236	1.27421	2.11018	1.77624	0.42419	0.301508	5.51659	2.85609	2.18526	4.53864	5.02707	0.387066	1.50831	2.54324	2.24205	1.27	1.21075	1.12288	1.45246	1.60971	0.654949	0.831787	1.23682	3.84595	1.72455	1.75657	0.6377	1.74E-31	0.586018	1.71722	0.322166	3.58619	2.65435	0.897171	0.642404	0.1322	0.391143	2.93519	0.254373
Class2	37.8054	39.108	27.1501	22.9455	28.2369	41.0711	33.4524	193.656	41.0364	39.7919	181.311	189.122	32.9681	39.1514	31.3204	24.5625	32.1522	37.6609	28.5929	35.4063	30.4121	33.2428	30.2215	45.537	26.7039	36.7358	53.1228	29.7908	34.4241	28.3494	27.6829	38.2088	122.695	37.9099	34.0437	33.2005	32.4503	24.842	29.2803	46.3289
Class2	5.08694	6.25486	10.161	4.9604	8.80631	4.71613	5.55671	9.60295	9.87828	15.2723	11.6023	10.6986	5.27087	13.3795	8.05543	10.1069	8.14457	8.9171	5.30901	6.07185	7.39815	3.61402	5.84209	7.39004	7.2467	7.84172	7.13087	6.23699	2.85607	4.04449	9.43223	6.56316	6.37475	6.14454	6.46046	3.87367	6.01886	5.13935	5.38336	4.90008
Class2	1.46275	4.22339	3.145	8.94518	4.96526	4.98544	9.77902	7.83732	4.75919	13.6825	5.60051	3.2558	16.1968	27.8455	5.07786	17.2731	14.0904	12.0573	8.76529	5.16347	5.08324	8.0836	5.22369	3.19812	2.35324	0.598714	6.32707	6.39416	12.8594	15.9643	1.72788	3.06202	7.7191	13.3533	8.63645	4.10301	17.6098	11.4054	9.62269	14.1894
Class3	0.164098	0.147981	0.278931	0.578716	0.506384	0.150564	0.216583	0.106189	0.245065	0.181996	0.561618	0.320985	0.191914	0.223813	0.168197	0.297085	0.174406	0.164043	0.794227	1.07453	0.766645	3.68478	2.03805	0.661532	0.875805	0.504847	1.03697	0.695172	0.739854	0.255603	0.36448	0.348327	0.649288	0.372441	0.343477	0.151014	0.38055	0.773965	0.237923	0.0910286
Class3	1.83423	0.297791	2.82788	3.8845	4.01543	0.656269	1.25992	1.08453	1.0252	0.157096	1.34555	1.16234	2.05463	0	2.65372	2.88085	1.0819	0.509242	1.65434	2.32711	3.6076	3.09447	4.46058	2.42753	1.34225	1.88979	2.45848	1.01038	2.70938	0	0.526732	0.689193	1.9311	1.93854	3.19885	2.35964	1.41082	1.9896	3.88352	2.07418
Class3	7.34884	0.106102	5.23662	6.16425	1.06679	1.14165	8.86691	6.74478	1.94558	0.766022	1.41672	2.45982	3.37615	8.76369	5.88756	7.25527	7.38416	2.68699	7.13217	8.94618	8.45692	9.74223	13.0718	11.0344	16.6776	6.61332	7.66108	1.79876	11.8991	6.51624	5.08615	0.984323	7.36554	9.0082	7.00136	7.56184	13.0728	5.77381	7.04837	5.58145
Class3	0.42889	0.153741	0.584123	0.736176	0.651786	0.309718	0.437328	0.962383	0.614031	0.338264	1.17604	1.1115	2.46178	0.480868	1.08267	1.35386	0.700994	0.168535	1.02453	0.831678	1.49724	1.92499	1.83635	1.10404	0.280162	1.14349	1.7366	0.675638	0.374478	0.457434	0.628645	0.842091	0.470129	0.812575	0.744435	0.31137	1.25225	1.07777	0.543708	0.868581
Class3	29.4427	41.1298	17.5278	19.139	22.6731	21.9405	40.689	23.3895	16.7201	27.2547	29.4466	18.9254	21.4528	35.9549	22.4351	12.2234	23.6414	21.7845	242.743	191.693	22.3555	39.1983	37.0836	31.8276	38.15	33.7617	342.136	52.1851	107.585	18.8665	65.5283	41.903	38.6518	63.9609	24.4371	37.8543	23.4013	22.3502	26.2079	16.297
Class3	847.222	631.174	450.157	535.141	664.035	706.477	765.112	356.975	763.563	631.316	315.427	287.406	680.041	525.404	798.571	430.427	829.314	902.707	551.402	430.415	776.852	473.727	1424.92	662.35	970.526	837.573	816.709	288.063	307.689	276.99	139.368	178.139	431.546	666.401	583.104	245.43	257.134	355.482	478.649	564.987
Class3	3.10965	4.57336	1.8612	3.17659	3.75206	5.88904	2.92481	3.44439	3.11717	5.21988	2.88128	3.50345	2.72295	6.4949	6.62189	3.56228	3.49681	4.37371	6.88986	6.05151	6.02254	5.52568	5.82037	4.65152	2.93371	5.35563	10.566	3.81375	3.73086	2.02236	4.10979	3.97255	2.8891	4.73474	4.30716	2.53225	3.18961	5.14699	3.94636	3.63831
Class3	2.14691	0.15623	5.20056	3.03486	3.44467	2.36611	3.26622	2.61586	2.43331	1.71207	3.98671	2.75359	5.60515	7.84233	2.83061	8.92119	2.07855	1.30925	3.49664	2.35058	5.47661	4.32836	9.56214	3.03079	5.93301	3.67141	5.63122	1.33808	7.69867	1.47025	1.89184	1.60475	3.67033	1.78769	1.39229	0.815874	4.11603	2.41669	2.03898	1.35867
Class3	56.7945	57.114	60.2327	37.867	42.3049	60.2909	55.436	33.4047	38.2698	58.2816	30.7319	29.5838	49.5165	30.1669	67.8237	36.8258	43.1141	79.1675	37.1423	21.5696	68.0193	25.9643	95.8216	76.4112	76.9662	67.5951	69.5894	22.7218	23.4416	12.2362	10.7249	15.9435	32.0034	44.2749	30.9395	28.3752	27.1212	21.0171	25.6673	38.1049
Class3	2.11948	3.13038	2.45887	2.71445	0.842023	2.15135	0.427895	0.07578	0.763577	0.92981	0.443951	1.04968	2.42828	1.51852	1.98454	4.44196	1.09365	0.843817	4.12363	2.96851	3.48347	3.25085	5.0763	4.34399	1.97532	1.88921	4.64367	1.29475	1.20807	1.63134	3.27134	1.8651	1.80502	4.41088	1.61883	3.51595	2.64487	5.68062	0.234342	1.60488
Class3	57.1531	84.5026	62.0854	30.7012	41.2216	68.644	42.4376	52.9817	70.8966	71.5098	49.6939	55.0867	36.8411	82.328	85.2613	65.8947	66.519	91.588	36.3642	30.4316	85.6639	46.9636	162.206	107.417	65.0088	63.7145	81.549	16.3334	33.115	16.8843	13.0696	31.5945	36.1517	63.7654	32.5883	17.53	49.8854	32.5864	27.2987	42.7479
Class3	12.8123	13.9171	11.6549	6.23148	7.89037	15.3791	14.689	36.5572	16.0409	13.2278	28.7667	34.4985	14.4895	14.0351	16.6415	6.99653	14.7323	14.5161	23.0593	37.751	19.0114	35.4976	30.8637	22.8075	16.775	17.3704	54.5741	7.69357	12.0445	12.7191	15.7725	16.8992	19.2784	25.9881	19.0437	19.3347	14.4476	13.4169	17.4412	6.3237
Class3	1.90833	2.18725	3.86322	2.33944	1.55308	0.0382072	0.0849206	0.418554	0.0314196	0.123729	0.140583	0.311566	0.48202	0.063734	0.0697331	0.125855	0.0515686	0.304852	1.62612	0.276704	0.822749	2.96389	2.71676	2.04074	0.227688	0.201332	5.64622	0.806965	1.93868	0.221615	0.125265	0.106906	0.635175	0.0537169	0.178113	0.129241	0.413603	0.0832991	0.0366051	1.00231
Class3	4.34466	1.39721	2.74598	2.69336	1.34896	2.5578	1.07191	2.88062	0.761613	0.423827	1.31573	2.10338	2.53502	0.238161	1.55566	0	0.70829	0.59187	3.48526	2.92605	2.19322	2.3362	5.61742	3.29488	2.44075	0.63783	0.998845	0.934268	3.37754	1.00539	0.698431	0.573831	2.48145	1.14093	0.853026	2.93564	1.05824	5.2876	0.297736	1.02931
Class3	0.266864	0.262167	1.0319	0.188858	0.583022	0.114277	0.988404	1.33364	0.168334	0.296491	0.761602	1.48079	0.439308	0.751777	0.501639	1.20932	0.130399	0.201675	1.47182	0.813043	0.756895	0.328765	0.135559	1.71055	1.33556	1.59509	2.20209	0.207928	0.757142	0.229424	0.76406	0.685501	1.97676	0.597251	1.07322	0.645998	0.872303	0.734683	0.225838	1.54063
Class3	2.49749	1.78666	2.19625	5.06595	2.51815	1.29305	2.45764	1.57859	2.41531	2.37524	1.57636	2.0907	3.10415	2.09208	2.63096	3.49779	1.91152	2.34516	3.3167	3.52706	3.60828	3.41199	3.7602	4.46396	5.79201	3.93816	3.78999	4.00847	2.26773	3.01729	3.04505	3.80658	2.94521	2.94566	2.62671	2.59287	3.25581	2.85627	1.97509	2.15488
Class3	0.619751	1.78654	1.12382	0.661608	0.789041	1.05338	0.652161	0.637811	0.611852	1.89802	0.536393	0.737859	1.04148	1.09993	1.58487	0.636186	0.73912	1.95176	2.24039	1.1677	1.74084	1.2661	2.58146	1.20245	1.38722	1.07282	2.56469	0.705259	1.23514	0.372865	0.413012	0.976295	0.996954	1.5721	1.33589	0.808261	1.18406	0.882084	2.32392	0.820647
Class3	14.6031	14.0429	10.8684	13.3585	14.9704	4.54518	12.8884	12.3092	17.2674	14.7866	9.14254	8.12053	12.4338	10.3869	14.4701	6.84347	11.0395	7.6176	16.061	17.588	20.403	20.7773	27.6881	18.0496	24.5162	8.31769	17.3064	7.71721	8.15686	11.7589	7.93524	20.1268	12.1044	11.1378	8.51589	15.0355	19.4336	13.42	5.314	3.6434
Class3	1.96813	5.44465	2.38759	2.4165	0.820851	2.67316	1.5999	2.97739	2.13766	4.42737	0.554128	0.668723	1.98671	2.33373	2.65663	0.506103	0.48823	2.81161	2.85195	4.32391	3.8285	4.24877	3.36416	6.092	1.35839	2.53521	2.93951	0.523666	2.66509	0.57063	1.75503	2.8402	2.51565	2.39959	2.1728	3.20513	0.857083	2.83475	0.479787	3.18425
Class3	129.264	132.153	97.7804	214.65	46.2095	145.125	118.712	7.28494	78.9975	180.638	9.91012	6.89569	110.34	175.778	104.756	9.82142	60.96	303.038	83.0343	140.141	173.087	469.863	281.494	158.26	124.396	162.769	62.7509	50.1759	145.675	38.2826	62.657	58.7242	113.518	80.5629	86.2627	238.389	2.61871	129.756	7.77168	165.61
Class3	7.69449	10.4435	7.80835	0.525734	2.20032	3.27384	3.41589	3.69999	2.09689	1.29304	3.01754	4.384	4.16179	5.6965	6.26404	3.89514	1.67358	0.58418	4.93062	2.35	9.40176	11.8074	7.72661	6.46275	5.38285	4.77847	1.83993	2.32813	5.44534	2.03739	3.8931	0.255011	3.00455	2.5127	6.38882	5.41119	3.28261	3.88552	0.61539	7.30715
Class3	12.4486	12.9999	4.38837	0.678395	0.60489	1.15898	0.427377	7.23377	20.2781	3.76257	7.20668	7.592	0.377378	0.325957	4.09267	8.03786	1.40817	6.77042	10.3812	17.6707	4.46892	7.8756	3.3431	4.56453	7.97664	8.11352	16.348	1.42436	7.24719	0.187744	6.05366	7.88712	0.663328	8.0339	6.62591	16.8667	5.931	4.98346	2.16572	0.542101
Class3	0.252063	0.354905	0.479187	0.912166	0.443138	0.182365	0.105204	0.220748	0.449869	0.613316	0.120775	0.0901788	0.166792	0.517988	0.418171	0.0212545	0.246136	0.57871	0.549997	0.461127	0.69439	2.69184	1.87347	1.27918	0.229613	0.824772	0.604368	0.196174	0.741589	0.208423	0.389772	0.332604	0.670479	0.408306	0.274314	0.650193	0.639136	0.282936	0.242434	0.293873
Class3	1.1132	1.84948	1.04165	1.94892	1.34701	1.38267	1.40316	1.22046	1.63815	1.71782	1.30113	1.22526	1.65954	1.8112	1.81266	1.00333	1.11941	1.60936	3.44657	3.99761	2.20876	2.54216	3.054	2.7942	3.30408	1.90167	4.7134	0.80093	2.53887	2.56468	2.17884	2.92865	3.16048	2.0294	2.51829	2.23551	1.05571	2.50967	1.48026	2.49796
Class3	0	0.0601939	0.0040665	0	0.0341401	0	0	0.00693429	0.0331805	0	0.00390474	0	0.0164824	0.0482515	0.034999	0.0340027	0.0200628	0	0.763254	0.351473	0.739582	3.94493	2.97195	0.124303	1.8197	0.126808	0.828466	0.0100081	0.15498	0.0550228	0	0.0229815	0	0.00471029	0.152358	0.0167884	0.00447792	0.198341	0.14607	0
Class3	0.0257286	0.0787335	2.30146	0.638211	2.61263	1.45539	0.411759	1.08468	1.67111	0.186977	1.66331	2.05741	0.026114	0.731118	1.44367	1.96457	1.1018	0.102547	2.80594	2.511	1.66948	3.07249	2.59543	0.295447	1.36004	2.25427	3.15487	2.90234	0	0.0247923	3.02771	0.107618	2.62163	2.12696	2.91594	1.89595	2.11415	1.73251	2.08949	0.788385
Class3	1.9365	0.654639	0.756732	1.40617	0.71115	0.702764	1.38519	2.13647	1.57751	1.1203	1.4985	1.33848	0.91283	1.12957	1.34253	1.7511	1.06435	0.66657	3.53895	2.07167	1.61688	1.80689	2.53874	2.39311	2.73677	0.641131	2.39728	1.1964	1.93676	2.02965	0.838885	2.33543	2.91593	2.47572	1.16151	0.949515	0.865933	2.19992	1.55001	1.50733
Class3	374.906	326.971	270.959	319.014	220.205	275.944	410.586	363.615	407.871	648.175	344.229	393.221	322.839	346.855	453.239	378.125	414.414	485.128	411.299	337.217	425.993	172.142	757.267	648.189	555.292	437.861	581.24	145.923	263.065	146.137	172.464	262.999	218.704	430.417	278.891	220	76.6085	233.772	313.962	311.975
Class3	1.65995	4.5655	1.56473	8.41342	1.24891	0.59159	1.95701	0.25496	1.30191	0.399561	0.316844	0.226999	1.01867	1.57417	3.5191	4.10755	0.846886	0.366266	2.46234	2.89532	4.24776	4.03052	5.34102	3.65762	2.88474	1.34227	1.85691	1.01422	3.76563	1.33656	0.279057	0.0862892	3.35754	3.34327	1.34379	7.24035	0.0503241	1.19949	1.54073	0.782909
Class3	3.82304	3.46388	1.50628	3.50574	0.147736	0.00923837	1.03134	1.88333	0.189902	0.0171993	0.967645	1.79684	0.786198	0.213131	0.652437	0.0698959	0	0.0362997	0.323805	4.03072	1.1694	13.8269	1.24931	7.63504	10.0349	3.21745	2.48332	0.0461813	2.08956	0.082246	1.2627	0.714155	3.03637	0.538673	2.48086	12.3716	0.363571	0.114976	0.0266635	0.0461537
Class3	3.52203	4.40009	3.21852	2.54924	3.99022	4.70783	4.38491	4.3765	4.4533	4.62075	4.28237	4.0659	5.45151	5.44411	3.88193	2.66822	3.54008	5.26175	12.1921	11.2791	4.46653	7.03776	5.27577	5.6993	3.8833	4.79639	18.7347	4.894	4.95075	4.12513	4.98627	7.6994	6.74462	5.50494	5.58212	4.37103	6.5621	2.98115	5.11806	6.06901
Class3	379.258	38.0635	112.232	4.26373	85.5345	71.6919	1012.35	8.77258	10.4774	98.0536	4.71462	31.8973	59.0932	4.76036	566.611	92.9118	208.435	301.907	873.652	815.74	836.534	4348.24	1420.52	249.794	35.4052	1957.17	1501.39	20.1637	116.915	5.47403	190.996	10.8331	55.5826	147.062	575.139	81.5116	218.597	259.79	122.877	4.68248
Class3	11.4727	20.004	9.59821	21.95	12.7543	19.4518	11.0953	10.6191	13.8363	13.503	8.99984	9.9118	11.3154	15.6983	18.2346	9.96981	13.0517	14.3866	19.5622	21.2228	19.6984	17.5775	24.5336	16.4317	18.1181	15.5891	34.9056	6.44749	14.7225	11.2553	8.50916	14.0659	17.5535	12.3557	13.8912	12.2932	9.06158	18.0466	17.2813	12.7675
Class3	11.4619	17.216	12.9984	21.9608	15.2632	14.4047	11.0164	0.93255	9.4788	13.0313	1.9794	2.45142	7.7014	5.4799	10.1792	4.80072	5.36554	10.4558	11.7475	12.3439	12.5238	27.3666	31.4676	19.1226	11.9927	11.6428	8.29451	20.4511	22.7366	6.45102	13.2793	12.9615	9.01772	11.7218	14.6718	14.7952	0.132865	9.98195	2.94611	14.9313
