anno	CAS-DAC-18	CAS-DAC-7	CAS-DAC-37	CAS-DAC-30	CAS-DAC-20	CAS-DAC-1	CAS-IPMN-1	CAS-DAC-6	CAS-DAC-36	CAS-DAC-2	CAS-DAC-15	CAS-DAC-19	CAS-DAC-28	CAS-DAC-33	CAS-DAC-12	CAS-DAC-14	CAS-DAC-25	CAS-DAC-8	CAS-DAC-31	CAS-DAC-27	CAS-DAC-11	CAS-DAC-9	CAS-DAC-5	CAS-DAC-4	CAS-DAC-38	CAS-DAC-29	CAS-DAC-34	CAS-DAC-23	CAS-DAC-32	CAS-DAC-42	CAS-DAC-41	CAS-DAC-39	CAS-DAC-35	CAS-DAC-3	CAS-DAC-26	CAS-DAC-24	CAS-DAC-22	CAS-DAC-21	CAS-DAC-13	CAS-DAC-16
Class1	1.8587	1.72656	4.66488	1.94193	4.03104	1.58715	1.56868	2.50777	1.22901	1.38269	2.08704	2.02809	1.4342	1.5211	1.33777	1.4768	1.0889	1.20289	1.09424	1.09928	1.30264	0.396472	1.14258	1.40646	0.973638	2.69245	1.66996	3.31215	0.66973	2.13406	2.93137	1.60501	0.578561	0.612113	1.59241	0.878324	1.72625	1.1842	0.584027	1.68008
Class1	0.920013	1.67198	0.660534	1.50144	1.05302	1.04373	0.435141	0.527235	0.643825	0.834278	0.227853	0.419104	0.732148	0.53586	0.886189	0.573406	0.939182	0.888279	0.420804	0.619792	0.823627	0.766968	0.580675	0.584137	0.88542	0.538477	0.37071	0.635371	0.461036	0.346054	0.228933	0.862901	0.490495	0.460412	0.42386	0.892004	0.15483	0.24151	0.525574	0.776994
Class1	48.6564	18.8298	22.5085	43.6425	31.2712	35.7776	57.0596	36.3678	40.7473	24.5015	23.1134	21.5462	25.9856	21.3949	23.7258	19.2736	21.2731	25.2148	23.7762	24.237	22.5454	24.2792	16.7224	23.3432	10.9893	29.0606	19.9951	27.6902	26.0392	22.2759	16.8906	41.664	18.1618	24.6934	17.7204	25.0632	8.63357	28.2865	33.4369	33.5861
Class1	1.22151	2.49999	1.2378	3.75771	0.43952	1.85872	0.393981	0.116116	0.55084	0.110039	0.100127	0.0237535	1.05439	0.515201	0.440634	0.842415	0.416633	0.224518	0.128983	0.173283	0.647518	0.482666	0.419416	0.43069	0.0219824	0.742814	0.126102	0.364395	0.314772	0.789506	0.146864	0.0603178	0.303834	0.352005	0.265129	0.125073	0.0176207	0.151824	0.161085	0.728286
Class1	42.8943	43.6632	45.1529	104.279	41.3205	56.5778	44.0736	31.7871	35.1781	39.1842	21.0903	26.3293	32.1159	18.5862	35.4358	34.0239	18.4797	36.5226	20.8881	28.1326	37.5209	22.1863	30.4036	35.9437	37.5754	32.5623	29.3494	41.2262	35.1542	35.2686	23.7294	46.6855	31.0737	26.5259	23.6449	54.6522	26.3755	19.0606	38.4037	43.7651
Class1	13.4862	17.7454	22.9257	22.4242	18.5229	12.8818	10.8823	8.47945	8.89503	8.02368	10.3008	9.23581	10.0084	12.4237	11.9902	10.2812	8.53965	15.0311	6.62104	6.91572	10.114	10.7151	11.9083	10.138	8.20646	13.5851	7.71126	17.671	7.00738	8.84765	11.7306	9.44551	8.56566	7.10762	8.03926	6.47071	6.82721	9.34371	8.22223	11.8472
Class1	10.837	13.1201	9.85393	12.8187	6.7688	3.72419	9.5533	5.52375	7.3702	6.01801	6.71448	7.3639	7.18307	5.45842	6.62218	8.13539	2.13991	6.8407	5.98538	5.8106	7.44545	4.03325	8.74621	8.23527	5.77387	10.2907	10.0206	6.51361	8.23925	4.98504	9.07678	5.51681	1.72669	4.98362	7.22515	5.77978	0.893989	5.85359	4.71503	3.72903
Class1	0.0526265	1.593726	2.69202	1.82292	0.002066005	1.297777	0	0	0.00201976	0	0.001917945	0	0.003652235	0.00188854	0	0.02970935	0.1616595	0.0135145	0	0	0	0.0169308	0.027624485	1.1588675	0	1.1102825	0	0	0.00245571	2.92416	1.209539	0.01128855	0	0.0445355	1.2842145	0.001832265	0	0.21205615	0	0
Class1	1.28047	0.337023	2.46929	4.14778	1.30641	2.05922	1.99204	2.99303	0.0556486	0.00659496	1.26389	1.31514	0.148164	2.11678	0.387949	0.631087	0.169208	0.0144281	0.932336	0.713989	0.724826	0.341021	0.729901	2.19522	0.200816	0.813236	1.24912	0.541871	2.12237	0.157875	0.740728	2.00524	1.75976	0.168745	0.711765	0.0903562	0.61084	1.25272	0.00682006	2.05201
Class1	1.2094	1.0141	0.711662	3.46075	2.01614	0.760169	0.432604	0.0630601	0.626513	0.530682	0.348636	0.0992367	0.134435	1.12238	0.583339	0.38812	0.528807	1.28349	0.426758	0.568872	0.644858	1.08408	0.851769	0.428763	0.138927	0.367705	0.625695	1.16733	0.31022	0.356807	0.728102	0.688254	0.52328	0.229222	0.417884	0.180806	0.40735	0.57769	0.389356	1.08077
Class1	7.3174	4.48999	3.17092	13.0017	11.8844	2.74375	10.2032	3.4394	2.86128	0.855714	1.73976	3.07743	4.06567	3.12492	2.59906	3.86435	2.49511	2.22622	3.87081	3.12149	3.61356	2.2867	4.79096	2.92395	0.666204	1.88763	3.14601	3.03824	1.26675	4.31654	1.12987	3.22351	1.20357	3.08844	5.21803	2.57776	6.83306	10.8777	2.70925	15.887
Class1	68.2126	88.9181	85.3352	54.7805	102.521	156.848	111.48	42.3709	61.0839	62.2461	87.2372	65.6861	61.6411	61.5039	48.6512	66.7983	42.7736	85.8763	72.6247	26.0963	54.2082	24.493	42.3804	60.8911	24.5539	75.1161	79.2144	148.472	116.905	41.0814	55.6419	61.419	30.4138	41.4976	51.9324	15.6551	31.9558	45.44	38.5714	112.571
Class1	69.3405	89.6386	43.1942	50.4	19.1046	90.5925	100.892	24.2439	36.7346	30.3216	14.1268	11.3686	64.8656	28.6425	57.0247	31.7931	17.7976	35.2234	43.3803	73.8957	45.3518	20.5318	30.462	58.7107	21.5649	18.7036	23.1648	30.4168	70.4266	29.6647	11.6061	43.0131	67.0152	34.9035	22.8043	88.8458	14.9083	41.735	6.7082	8.64343
Class1	32.9395	41.9601	28.0468	87.2096	34.6125	36.4266	23.8187	12.6896	21.8143	33.7943	13.2419	14.3881	24.5615	24.8987	20.275	25.8947	17.3027	49.601	30.4353	23.1715	18.9868	16.1933	19.174	30.1757	14.3724	34.5888	37.1707	31.4695	21.0066	17.518	13.0025	31.233	20.3749	16.1806	22.3362	20.3608	12.3106	21.6416	31.3127	26.6281
Class1	70.1731	139.137	45.1599	47.1182	127.993	101.341	118.645	74.0771	35.4521	131.273	46.3617	55.8054	83.1501	37.1846	37.8839	84.7964	100.076	114.648	61.1682	46.2674	29.6998	13.8111	15.6809	38.674	13.991	46.8431	71.1371	107.162	52.4294	118.938	52.6554	111.706	68.5961	31.7862	73.8987	45.2572	13.5853	59.1153	45.872	107.591
Class1	6.51586	6.57482	5.91631	6.65432	8.54174	5.80338	6.44172	3.80796	8.93305	8.85583	2.87679	3.19028	6.48071	5.91913	6.4213	5.84189	6.38765	7.67406	0	0	7.40106	0	7.57008	6.71509	4.70399	4.88967	5.31704	3.50785	0	3.95692	4.08614	5.76548	0	0	5.26155	9.97802	3.37124	0	0	0
Class1	6.84223	3.69652	8.12425	7.69943	13.106	6.2997	6.69156	6.59842	2.98148	3.73138	6.21406	4.80277	3.99093	5.2273	3.17933	8.14775	2.98398	5.74965	3.92983	2.59333	5.16107	3.26995	5.53809	3.88529	1.4539	3.62578	5.06983	7.65192	2.2957	1.66886	1.5985	0.746168	2.90321	2.87541	3.18946	3.99223	3.67873	6.40029	6.58747	7.45957
Class1	4.51712	7.59106	6.52883	5.7349	17.8642	6.6786	8.49133	0.953638	2.37884	2.68086	1.16319	1.7966	3.48247	2.79876	2.15911	2.77983	2.45053	4.60404	4.23816	6.68857	3.86464	10.9634	5.39825	7.54248	7.18427	3.24996	4.35981	14.0954	8.30685	2.12362	3.50045	5.01467	2.95729	2.61236	4.69903	5.86372	2.01689	3.07303	6.58575	8.96803
Class1	1.72514	0.115575	0	3.20261	3.07196	1.58227	0.0176741	0.0178418	1.76833	0.995226	0.0269879	0.0426357	0.0189253	0.21939	0.233384	0.00882196	0.133185	0.813641	0.0286374	0.578864	0.121983	0.117565	0.0203687	0.0071368	0.0141987	0.138592	0.0389332	1.69771	0.714227	0.0188738	0.00950057	0.313914	1.39126	0.166703	0.00779193	0.879997	0.401133	0.00314173	0.0398519	0.00530503
Class1	1.48842	4.92193	3.52416	2.66668	4.175	4.56245	3.17664	2.99696	0.914807	2.81453	2.72263	1.88578	2.59172	0.920767	3.36658	1.13861	1.41929	2.00364	1.53027	2.48756	1.9015	2.86043	2.23739	3.44486	0.769374	1.97007	2.05527	3.35112	2.16477	1.33908	2.35575	3.42876	1.89229	2.7023	3.21294	1.52625	1.48282	1.64072	3.53614	1.55602
Class1	48.0914	34.7344	54.4344	58.0559	39.6869	48.0148	48.0309	5.09701	42.1322	55.3985	11.0511	5.69508	29.2017	18.6873	40.1404	9.04088	35.0823	42.3335	28.4932	20.6938	33.923	29.1081	42.235	26.058	34.0138	25.0593	20.677	42.7308	42.6959	28.0655	11.655	40.4638	18.4666	21.2088	22.5782	17.5515	0.641551	25.2607	3.59886	27.4119
Class1	2.86959	13.8607	6.63901	2.53401	3.19212	2.84796	8.25732	1.6542	2.39588	1.13199	2.70264	1.92942	6.5908	3.11364	1.87488	2.3799	3.51425	1.47444	4.02773	2.3505	1.91237	1.7166	2.22171	3.19625	2.05906	2.23109	4.36355	2.5623	5.81285	1.37922	1.84326	2.74362	2.56518	1.63896	0.944892	2.8572	2.18893	2.39964	1.39187	1.74252
Class1	69.5481	91.3439	116.909	161.281	79.8533	68.6634	69.0234	15.1313	10.486	5.65311	8.54438	30.5811	29.3495	10.8041	12.9051	4.28041	4.58686	12.3069	55.6938	39.5977	23.7245	34.1287	28.6121	86.032	55.2125	35.881	68.7758	43.9686	72.7747	1.9198	15.4349	55.5266	60.0631	12.7987	24.2729	81.0182	14.7505	73.9893	8.38627	98.1627
Class1	8.22505	5.14991	6.01508	15.2518	6.3448	6.28897	10.117	4.06107	6.12588	4.06529	4.13935	4.14036	4.65537	4.37595	4.76503	6.39162	3.21471	3.95266	5.09028	6.76907	5.48638	7.37462	5.53233	6.50583	9.53503	3.89838	4.06336	5.5809	5.59297	1.80781	3.57876	10.4362	6.30471	5.47862	3.19922	5.70526	1.35634	6.80634	5.20435	6.44763
Class1	24.1239	30.5332	28.3482	31.7192	23.7073	31.6811	28.8274	8.82053	20.6437	12.5531	10.8522	11.5898	14.7724	10.1358	6.30957	8.39945	14.1603	15.7415	13.5084	26.8319	8.40002	16.5453	7.34205	30.5039	10.9492	20.5964	8.44976	49.3228	20.4294	18.2847	31.5122	25.304	24.2606	14.2993	19.5252	37.7183	6.03595	17.6637	21.0135	32.3652
Class1	3.73681	5.15506	5.40209	7.5108	2.63932	6.78204	3.34207	1.09164	2.87615	3.7094	1.77645	1.422	3.48669	2.90389	2.23233	5.22463	2.53755	3.53601	2.44763	3.79825	2.39683	2.01576	2.26005	1.86875	2.11833	4.24785	3.39102	4.62586	4.59236	2.83446	4.56991	2.7016	2.65846	2.94528	2.83729	3.72635	2.92048	2.61906	1.98749	3.77845
Class1	11.529	2.11164	13.1202	16.2783	8.87218	11.7269	10.4002	2.74069	2.37379	15.3005	3.18435	4.05592	4.20504	2.12141	6.70435	2.39192	10.1307	12.5054	6.91606	4.83039	4.58316	3.06156	5.36807	15.3271	0.987839	8.8032	4.3075	13.1365	2.61327	0.390563	3.11976	3.36034	2.59654	3.93866	2.7995	2.90498	0.583396	2.01038	5.93742	1.90915
Class1	12.476	8.94244	4.4053	15.5896	10.6145	15.1902	10.9299	1.3578	9.33445	5.75792	0.713469	0.460574	6.94624	6.1061	7.30527	1.98135	7.70921	7.07326	7.27453	5.97639	6.84235	10.7274	10.9947	6.82174	3.90129	2.60425	5.40678	9.98148	4.59556	3.7499	1.43908	5.53823	6.92437	12.1784	3.01581	8.71831	2.7785	8.98795	13.1868	16.1463
Class1	39.1818	6.52619	37.37	17.5277	34.9984	31.883	22.9927	4.52818	0	31.3762	1.24754	1.20149	3.02074	4.1952	0.33391	0	20.9271	43.531	3.97003	10.3644	2.27988	11.289	2.86877	19.9805	11.8856	24.9158	0.727245	49.0031	71.5842	0	31.1335	59.4017	0.215957	10.0394	36.3906	30.5218	0	19.974	34.7391	0
Class1	34.9727	45.3476	25.786	57.2584	52.1119	61.4484	36.3064	14.378	48.5566	52.1109	11.8831	16.5324	12.7168	30.8387	15.9161	12.149	27.2278	34.3418	20.3678	21.5805	17.0779	10.6842	15.7536	27.3975	36.7422	25.5603	28.2425	30.6376	13.9421	12.5185	15.2421	26.8612	21.0598	17.6181	23.5942	24.8743	14.45	17.723	20.6186	56.675
Class1	7.65143	5.80047	7.10777	4.75586	4.33048	7.44481	3.93714	2.78965	3.73773	3.73855	3.68325	3.49666	2.29556	5.17467	3.69635	3.00363	4.35271	3.15	1.52064	3.89655	3.42761	5.05838	3.00014	3.01743	1.90256	4.22766	3.18602	4.23019	6.44912	3.92771	3.3321	3.89224	3.09264	2.89447	5.08304	4.20484	3.24272	1.78279	3.52208	6.22949
Class1	303.331	405.753	312.792	313.133	204.837	345.257	339.019	56.4277	127.783	77.1979	67.3145	87.4112	268.855	78.2407	250.238	151.671	98.027	167.962	143.098	88.2367	298.138	312.572	367.279	285.611	131.49	338.169	165.648	144.439	160.073	144.356	152.816	98.2073	134.252	97.0488	165.738	177.276	156.061	111.155	141.345	314.862
Class1	20.4817	16.4442	15.6156	25.065	17.9015	21.8956	17.1019	4.6782	11.1142	13.5462	4.69565	4.93759	15.0956	14.6218	5.36651	11.0998	10.0015	17.4672	15.2438	10.6148	5.12648	4.28645	5.18388	12.2337	14.1052	22.7787	12.8541	18.7227	15.2054	10.4854	18.0358	17.9029	17.6129	4.55722	16.1712	11.1125	7.88474	15.5331	11.427	29.4365
Class1	24.5239	15.066	23.681	20.6569	6.53384	10.1922	4.53178	6.96268	4.88252	8.69209	4.46759	8.58877	13.9129	4.30297	7.77813	6.74233	6.69711	6.27414	4.06009	4.23136	13.5113	13.0154	17.0858	12.0235	13.4791	8.39342	6.03862	2.95566	5.92677	4.26978	1.8784	3.33629	6.35579	5.15426	3.71807	3.99708	2.92371	3.42465	1.78379	2.83632
Class1	28.8512	33.9806	23.8062	32.031	46.5775	19.6259	31.8646	18.1938	22.7389	29.0397	25.5615	26.7354	29.1821	46.3942	17.0988	14.0302	41.0274	36.6056	11.0478	11.7535	13.0857	9.50593	10.8189	13.5082	15.0456	22.5335	10.9885	32.6325	21.8095	21.0216	16.807	16.007	15.6675	18.004	21.7339	15.5212	11.6782	8.35236	24.2335	28.7984
Class1	1.09623	2.61966	3.53816	2.19167	1.16713	1.81746	1.08735	0.0973679	0.435719	0.567538	0.198969	0.136661	1.41983	1.18735	0.365803	0.618271	0.428235	1.13742	0.142555	0.586934	0.721114	5.78917	1.61947	0.934368	0.0916757	3.38399	1.12895	0.669116	4.25012	0.348754	0.604861	0.230957	0.145543	0.181122	2.44706	0.583751	0.0552311	0.486096	0.074183	0.107444
Class1	15.0197	16.607	12.7376	21.0727	7.33484	7.28674	0.114015	0.516693	1.22771	0.288574	0.716835	0.853417	2.00932	0.370749	1.15701	3.14092	0.583784	0.848891	0.677232	3.03954	1.87947	15.7729	6.74279	20.3217	1.77812	9.40489	6.97007	2.26199	5.46805	0.649947	6.81945	0.213522	1.04846	0.325158	13.6462	5.72295	0.393023	0.509052	0.460327	2.85732
Class1	13.1722	3.73805	10.9112	13.2607	19.1264	9.10884	9.47846	6.7056	7.78723	7.16033	2.79279	6.28099	11.2354	5.82693	5.73954	4.04457	11.1901	5.68464	6.90396	9.24128	5.79525	5.09344	5.90848	12.4994	6.27946	6.62687	10.6347	7.11211	7.91051	3.11996	6.03694	7.53746	18.9414	8.27368	6.64203	5.46793	1.4282	11.4205	4.37538	13.2937
Class1	63.3824	67.8555	44.7238	92.1686	46.4316	119.99	66.1496	50.1272	59.2876	55.2533	22.6814	45.4904	44.918	39.5952	39.0064	32.4445	58.7615	44.1435	44.6725	58.4576	34.6414	27.0588	24.2274	67.8593	39.4366	42.4135	40.7681	35.8253	63.4656	28.6052	35.7924	57.3068	52.9003	66.5246	53.9108	84.514	18.5345	41.9565	67.2325	81.0477
Class1	0.488505	4.06316	2.24003	1.44367	0.993812	0.531505	0.730022	0.586823	0.117516	0.0852822	0.188534	0.0730236	0.485806	0.1188	0.128995	0.132007	0.0295411	0.462891	0.48987	0.268376	0.15992	0.0440949	0.383101	1.06112	0.0572006	0.13563	3.51934	0.223307	0.0171598	0.0509029	0.0854456	0.243767	0.434116	0.165735	0.0560817	0.14747	0.117838	0.21769	0.11356	0.14233
Class1	57.3194	63.4789	66.7935	56.6482	29.1277	114.85	66.1763	3.41503	44.4259	56.0953	9.65118	5.26645	33.7091	39.7079	31.9179	43.2134	20.8549	63.871	22.2605	20.8327	39.9982	53.6351	58.8655	22.8736	44.9266	47.74	18.1725	37.9463	69.4466	42.5427	28.359	27.1009	47.1619	28.3048	26.0368	27.8743	1.21876	30.1344	10.335	51.374
Class1	4.25156	12.6198	9.37572	28.3842	27.717	5.60708	5.93439	1.99149	20.3503	7.53713	1.12108	0.345445	2.0209	11.0097	3.12987	0.981603	1.7546	8.63842	12.3942	3.41659	1.60188	1.27947	1.24218	2.7157	0.143382	6.58341	10.2655	20.3277	0.0328781	0.130391	9.12349	0.88004	2.90879	2.41635	6.28356	0.515262	1.08778	9.05046	1.05209	6.24896
Class1	11.7073	6.94868	9.61055	6.22736	8.21583	17.6271	2.5568	1.45349	7.3489	4.7246	1.47392	1.08776	2.66274	3.98813	5.2331	0.34876	3.42329	4.88302	5.115	2.99604	3.7032	3.66232	4.80701	21.6026	3.30725	3.91561	2.09463	3.61655	1.21223	6.81737	2.02216	9.87157	3.3089	4.58648	1.09846	2.73036	0.461086	6.52324	3.13052	3.7438
Class1	9.87348	12.2315	7.72261	13.3015	8.91115	6.52346	8.59911	8.21838	6.65935	8.6316	6.77473	7.75611	5.19298	7.99987	8.90061	11.1745	6.11127	9.27644	5.71352	5.7045	9.0161	4.05063	5.02825	12.3762	4.54794	9.12177	8.03917	4.03487	4.72377	4.08892	2.45291	2.68962	5.12666	4.05117	8.60242	4.4942	3.87797	3.03643	3.8542	7.03565
Class1	3.02945	11.5665	14.5435	0.483598	13.3145	24.8375	1.09097	0.528461	2.65227	4.87995	0.803157	0.73867	2.49307	1.04551	2.76838	0.284787	0.352638	2.93283	3.09553	1.98231	2.59535	9.38822	10.8939	8.22478	6.81834	0.952761	7.24312	14.4116	0.931456	0.677076	2.25764	1.90249	1.82088	2.19555	0.482846	1.82384	0.851105	0.848072	0.543155	1.0068
Class1	5.58035	4.85784	3.42196	7.61875	6.43442	6.49096	6.10371	0.203856	1.21061	0.381745	0.258948	0.537944	4.38811	5.47411	1.92303	3.58219	4.28037	1.85156	2.74024	0.923669	3.65728	8.05502	4.38124	2.52625	2.35342	0.878057	2.23318	3.48311	2.66385	2.41028	0.191785	0.59405	0.740608	1.56973	1.34967	2.87289	1.94428	2.56638	3.96048	3.96418
Class1	3.50713	2.46673	4.69696	5.72483	4.17113	4.02934	1.50546	1.35978	0.0579914	1.06473	0.428536	0.575339	0.679049	3.26462	1.07712	0.877511	0.207634	1.68512	0.63887	0.98423	0.971351	0.55992	0.695359	0.827188	0.0960468	3.91493	0.241134	3.53912	0.0313936	1.2928	4.71763	2.03464	1.18553	0.843253	2.83578	1.95791	0.229162	0.41531	0.103552	1.9902
Class1	15.2229	14.8226	5.88779	23.7803	10.7737	15.9884	8.43378	5.97848	11.2314	11.9504	8.23839	7.23681	11.4062	11.3809	3.94136	5.67671	8.88419	9.70854	10.0474	11.8107	7.59666	7.49008	5.89904	6.97795	10.3044	11.1491	9.92619	6.58432	5.39864	9.23431	3.81117	13.1727	10.0068	5.2001	6.49088	10.2582	7.08232	11.0612	9.62523	12.3849
Class1	14.5353	60.5674	69.6558	65.959	18.0594	23.9748	54.6647	26.857	18.9574	11.3081	20.8588	26.0367	25.2409	14.0601	14.4184	28.8801	19.3328	18.5853	29.3063	29.1344	13.5271	14.3033	18.0315	33.4102	21.6287	21.6389	33.7668	23.6089	20.0802	22.4089	24.4625	12.3768	20.5899	22.0104	16.8238	33.7855	5.8973	32.2137	40.9662	39.9764
Class1	7.38638	6.89281	6.82497	7.07883	5.99311	13.6212	9.02193	2.44462	10.1038	9.3059	1.40585	1.75493	2.7591	5.47832	4.85083	2.70155	4.50459	8.10191	3.40082	4.93882	4.16566	5.41644	3.31041	3.83046	0.710292	4.00844	1.42626	4.50439	3.39183	3.32498	3.0517	4.44262	1.28023	4.72942	2.97998	3.63977	2.91379	6.97702	13.4496	5.70253
Class1	16.12	15.688	12.9725	20.8296	36.2429	30.5548	18.6245	26.297	14.7454	24.4307	23.9402	18.1065	17.3371	16.6399	19.0369	15.3352	19.5665	26.543	10.3118	5.72628	17.6479	6.71589	21.1033	20.841	23.7267	17.1099	17.206	13.3527	10.5094	5.0317	2.98535	13.1789	10.5726	8.38006	7.23541	5.3771	5.78303	4.38624	6.13109	10.5922
Class1	3.68104	0.941953	1.46893	3.62942	5.44787	4.72084	5.32204	0.353473	1.03447	0.397624	1.12788	0.219973	6.80558	4.19308	0.670789	0.241088	1.73515	0.431029	1.28653	1.62238	1.30017	3.97308	2.89796	2.43666	2.62875	1.85711	2.19504	2.13071	3.15948	0.494676	1.9347	1.3974	3.42038	0.587266	2.41405	1.91058	1.7503	1.32534	0.319004	6.22079
Class1	9.3982395	8.416	7.8782355	9.632896	10.5565835	7.96005	16.1987195	3.757362	7.62605	5.4691655	2.79721	1.8806105	8.7201935	5.536818	8.0135585	11.168767	5.8214425	7.4309535	7.79299	5.030321	6.0639	4.281831	3.541125	6.0900345	1.86803	5.0816	5.398488	9.477151	3.252525	7.5322	6.3111065	9.15405	5.8176	6.2635315	5.4820095	6.62095	3.111835	7.76075	10.39435	7.922388
Class1	241.163	125.361	149.257	479.283	242.827	445.425	321.97	16.2946	147.888	93.7425	10.5442	25.4174	196.4	106.335	147.178	279.876	84.8579	85.8311	241.852	149.304	188.148	212.791	245.787	191.237	134.721	107.891	76.9223	205.507	282.706	107.325	107.191	56.093	186.834	99.5398	148.544	219.626	40.3165	304.623	50.1617	447.247
Class1	28.395	12.6992	12.7165	32.7518	8.0879	19.8674	30.5562	2.68299	5.69912	7.22235	3.18253	5.23851	12.4058	4.56816	7.57159	8.66153	7.84086	12.8815	14.244	9.59447	7.40789	11.8712	9.42305	10.8856	11.1334	9.9233	12.5285	19.0565	15.8753	6.85678	5.15924	9.77196	11.3682	12.1371	7.71602	14.3149	3.69181	12.3495	9.3101	14.8713
Class1	159.017	146.043	151.017	160.801	95.4892	115.503	145.501	74.3541	124.932	90.489	55.5133	58.0896	107.853	58.1739	90.6307	122.755	88.3631	126.945	63.1083	56.7742	107.436	63.5517	137.544	130.866	171.479	129.141	119.108	41.3177	155.123	28.9397	37.3992	51.5615	79.607	59.0536	69.4046	58.316	101.533	66.8991	48.1807	86.7625
Class1	13.9243	5.42712	23.4491	6.12306	12.4462	7.4076	5.51392	0.584189	3.55585	1.89498	0.876845	1.43482	18.1721	1.10158	3.60107	3.05715	3.9558	3.71604	3.93321	3.56253	5.459	3.59105	1.90191	2.64175	0.543705	8.79706	3.90279	8.98944	2.78077	4.18003	2.84436	0.77723	4.27495	1.41406	2.77253	3.10677	2.41234	6.07415	1.14437	1.02879
Class1	2.436211	0.1964735	3.2596709	2.051013	2.927595	3.5426985	3.1215685	1.2817415	1.03232	0.191963	0.94168	1.413395	1.7578085	1.3538095	1.066165	1.40427495	2.3228985	0.260103	1.89102735	1.905325	1.326299	1.587683	1.35073895	2.019785	1.161755	2.1327486	2.1174765	3.046645	1.598735	1.08516	1.640599	1.6840545	3.009367	1.22877	1.860712	1.5213103	0.743487	1.36947965	1.07135	2.661505
Class1	15.7925	16.8914	16.1473	21.5684	14.0996	17.6226	12.2857	11.1465	19.3786	13.0569	8.08429	11.49	15.3735	10.7885	15.3153	12.6512	12.2903	13.1768	6.83616	5.96704	10.8038	5.08924	12.528	17.5074	10.4538	14.0948	14.5134	8.0644	10.5968	5.39774	4.07527	4.63594	5.45192	7.57904	7.07019	6.3749	4.05335	4.23162	4.17504	8.68925
Class1	28.0117	33.4151	9.33568	59.4739	16.1973	18.4123	25.2091	15.5408	11.0908	15.1554	22.4752	17.9108	18.7421	13.9988	16.7791	12.0028	7.20608	19.6121	22.5437	11.102	15.0644	9.02104	15.377	18.8537	4.98393	20.045	20.9829	22.7529	5.56476	19.5007	11.2835	11.6791	8.96312	7.39838	6.63037	7.61387	8.13475	20.7605	10.5267	27.2797
Class1	16.7291	21.9846	19.3776	18.1823	9.8773	23.0136	13.6591	10.3543	12.9807	10.1668	11.637	10.6638	18.3762	10.8446	8.99219	22.9892	10.9351	12.9067	12.5817	7.64469	10.527	6.77562	11.2979	16.2336	11.0354	14.2974	16.4323	10.2544	10.3698	10.7631	5.97736	13.2205	11.4782	5.83593	5.28663	10.1719	10.409	4.65195	8.36498	13.1967
Class1	20.2922	31.0988	22.6908	30.1688	15.8541	12.1084	11.0136	9.66619	8.81905	14.9328	12.8197	13.0338	19.1588	7.88357	6.22991	16.5037	7.96616	15.9637	9.38878	12.03	6.43409	9.4392	7.95049	12.9367	16.7393	12.4813	29.4209	11.9193	19.9938	25.5074	11.7521	13.2558	13.2818	6.66806	10.2773	23.0063	14.3866	4.53223	4.81882	25.6413
Class1	5.29041	5.081	6.78964	1.35733	4.18997	8.47397	1.02962	1.34702	2.20539	0.989769	2.09905	2.81605	2.3077	4.47345	3.54501	2.1584	0.694494	0.402264	5.22393	1.35638	5.05744	5.0003	4.95533	2.52772	0.872705	1.45641	1.32703	9.26955	1.39363	1.48036	1.11915	0.754093	1.26233	0.458145	3.23941	2.20348	2.03984	3.02039	0.320226	4.25664
Class1	2.17982	3.50773	4.47429	4.9069	5.66879	3.89644	1.78129	1.21277	3.65443	3.69874	1.7569	0.730631	1.12398	4.6338	1.60968	3.28984	1.25491	3.97351	2.52105	2.45778	1.40935	1.048	1.67426	2.96152	1.52151	4.24313	3.11269	4.85324	1.25758	2.15094	5.31663	2.62351	0.805304	1.28253	3.65812	1.7782	1.12618	1.60427	2.21086	3.88771
Class1	3.5931	9.73303	7.886	5.68933	7.75683	5.11166	4.61774	1.44081	4.8158	6.7391	4.70324	2.92468	6.30557	5.68266	4.78551	1.84655	5.25213	6.99904	2.33914	2.95627	4.00873	3.47081	3.60556	3.63017	2.53844	5.09509	4.11409	6.86019	4.04273	4.39777	6.00637	4.74541	3.82277	3.42892	4.72444	2.62133	4.15307	2.95076	2.59343	4.69342
Class1	12.1135	23.5415	9.93961	24.1477	8.64581	37.4995	12.3851	4.03436	9.55505	4.56411	4.41068	7.16001	9.70128	7.26887	11.8083	11.7323	8.17707	6.55896	10.5857	12.5232	11.2221	10.2849	12.1044	12.7285	8.9373	8.15808	8.40744	15.2883	12.4692	12.9358	7.76996	15.0872	10.6786	10.4421	9.95718	10.783	3.32264	9.92912	8.73525	18.1867
Class1	2.65668	2.358	2.71338	4.47067	3.57662	1.97061	3.59791	0.947827	1.97309	1.33759	0.707473	0.579707	2.05668	2.10995	2.08139	1.76822	0.899229	1.76922	2.29431	2.87406	2.03668	2.42877	1.32426	2.42955	1.3847	1.62594	2.14307	2.55708	4.90333	1.67474	1.41363	2.65129	1.48861	2.17222	1.94932	3.00029	1.52623	2.61756	1.82084	2.73959
