TF	CAS-DAC-18	CAS-DAC-7	CAS-DAC-37	CAS-DAC-30	CAS-DAC-20	CAS-DAC-1	CAS-IPMN-1	CAS-DAC-6	CAS-DAC-36	CAS-DAC-2	CAS-DAC-15	CAS-DAC-19	CAS-DAC-28	CAS-DAC-33	CAS-DAC-12	CAS-DAC-14	CAS-DAC-25	CAS-DAC-8	CAS-DAC-31	CAS-DAC-27	CAS-DAC-11	CAS-DAC-9	CAS-DAC-5	CAS-DAC-4	CAS-DAC-38	CAS-DAC-29	CAS-DAC-34	CAS-DAC-23	CAS-DAC-32	CAS-DAC-42	CAS-DAC-41	CAS-DAC-39	CAS-DAC-35	CAS-DAC-3	CAS-DAC-26	CAS-DAC-24	CAS-DAC-22	CAS-DAC-21	CAS-DAC-13	CAS-DAC-16
MAFF (10g)	0.823406227	0.833341344	0.836849875	0.810999348	0.76661746	0.795399773	0.845157747	0.845384325	0.759030519	0.854584778	0.825898589	0.831322737	0.85626695	0.732884754	0.861176147	0.853609805	0.860558207	0.826901026	0.852044354	0.788348381	0.846936043	0.752823647	0.817528923	0.818792269	0.773339284	0.782560335	0.769535514	0.815929143	0.802883724	0.810738439	0.795406639	0.763205053	0.773078376	0.807353497	0.751910467	0.804483504	0.81376635	0.839280442	0.842967489	0.807813519
PRDM1 (371g)	0.601199408	0.613819376	0.589849571	0.579338491	0.576274664	0.582304125	0.629020452	0.583582312	0.592334175	0.621636537	0.586046491	0.576394781	0.628898836	0.60722812	0.62715967	0.588627226	0.623450847	0.636480448	0.597901157	0.578994818	0.610110553	0.57177112	0.591867199	0.578330895	0.565620606	0.562908323	0.55710017	0.595027157	0.588683818	0.636326414	0.576632017	0.600098492	0.559404505	0.629033382	0.554629058	0.612744694	0.602216374	0.606864396	0.622015065	0.591518654
HOXC8 (157g)	0.418790139	0.429487312	0.380901038	0.341421669	0.360032825	0.410488478	0.387626935	0.412362692	0.393436383	0.423832144	0.420813797	0.419150125	0.436708574	0.436900655	0.458480928	0.408932933	0.436382433	0.427917702	0.386689388	0.363925863	0.466674022	0.477912713	0.468506479	0.39336254	0.38712146	0.356013638	0.343490161	0.366973659	0.398766289	0.437449205	0.353924048	0.351328982	0.37531312	0.458287529	0.398895075	0.388741617	0.462295288	0.427403436	0.41341496	0.438405652
FOXC1 (24g)	0.412482111	0.460587326	0.381767703	0.375052951	0.482125479	0.403675082	0.468887744	0.441768275	0.481713321	0.49436144	0.442503864	0.411798042	0.496239052	0.452979564	0.495852653	0.523598947	0.502149522	0.502933768	0.461895357	0.428438949	0.461463163	0.395142824	0.425324861	0.398915221	0.325565287	0.483250329	0.396376438	0.518741771	0.493405461	0.514997996	0.543926384	0.379340546	0.3665808	0.514580113	0.502335566	0.402344152	0.429309062	0.477709085	0.524972809	0.457593451
SIX1 (10g)	0.397267328	0.435847437	0.343527069	0.244869374	0.381296989	0.324109993	0.45588932	0.464341378	0.369034296	0.421415085	0.431521851	0.430079989	0.43919805	0.42794466	0.412702118	0.383727557	0.395228123	0.456170826	0.34978887	0.386240516	0.388856466	0.373998421	0.38320574	0.414295032	0.332088297	0.512602561	0.34655498	0.410415737	0.427512101	0.362772495	0.507638436	0.389227231	0.340712005	0.385025233	0.461244808	0.355000172	0.353606372	0.397658691	0.429283532	0.412297024
KLF11 (316g)	0.4998408	0.49684214	0.554650009	0.457910723	0.583676143	0.573613855	0.496983773	0.530498674	0.527704668	0.573881969	0.525386723	0.529480017	0.491865234	0.556006609	0.505652571	0.470306985	0.524643206	0.552345459	0.470496487	0.471170834	0.482181292	0.443912364	0.458916205	0.513062704	0.442341669	0.515770194	0.436642546	0.600673161	0.453813476	0.51065978	0.52487948	0.542023621	0.456167433	0.494427578	0.524722038	0.46381406	0.517707158	0.496559314	0.514220359	0.542650318
TFAP2A (14g)	0.571914163	0.629576947	0.524703863	0.47413366	0.602736971	0.602643777	0.602109135	0.531345187	0.557871245	0.588973636	0.613601471	0.545319436	0.616696505	0.657996321	0.589204169	0.480053955	0.602055181	0.596703863	0.415911711	0.504407112	0.558763948	0.465059473	0.473755978	0.472578786	0.364350705	0.596988351	0.365150215	0.678719804	0.580517474	0.641280196	0.629007971	0.409711833	0.367082771	0.546977315	0.607744942	0.536	0.602702636	0.458619252	0.600377682	0.507335377
MYB (31g)	0.561479607	0.60140212	0.574869119	0.485415826	0.485369281	0.555446457	0.509504094	0.530207858	0.530974746	0.541055114	0.536241007	0.535768905	0.535549478	0.460188309	0.5493313	0.434692602	0.489084034	0.552334576	0.571364928	0.57750225	0.571759454	0.612362415	0.600205242	0.589920962	0.623661824	0.618344585	0.624171606	0.480342396	0.614370509	0.497748097	0.583222881	0.528257391	0.514431239	0.534246211	0.578328982	0.579448284	0.525079016	0.506013201	0.407020351	0.50889014
IRF8 (229g)	0.593745081	0.599615128	0.58680682	0.558484923	0.567703715	0.572723661	0.555295987	0.505934545	0.51343652	0.519078483	0.51021254	0.505785611	0.550308668	0.502561632	0.540044016	0.4965209	0.49625445	0.536484407	0.586543391	0.565960918	0.56253695	0.58911907	0.591141609	0.607865096	0.587401044	0.579037489	0.602314063	0.557345111	0.578253849	0.516069899	0.54959451	0.515573856	0.527581004	0.519353089	0.557990692	0.550681757	0.519081504	0.551232178	0.482996017	0.534477878
SRF (1090g)	0.598164026	0.613484659	0.578403717	0.570251666	0.570598242	0.604905504	0.6090459	0.59440625	0.598445839	0.594801103	0.576766412	0.581116336	0.596825346	0.576839875	0.610396616	0.550942731	0.589153124	0.589448805	0.636286957	0.652034889	0.61651592	0.637334468	0.625741388	0.625417904	0.618922129	0.580669935	0.658277176	0.557074399	0.618274834	0.587830667	0.570828835	0.637141163	0.627820253	0.631488996	0.587131171	0.626130876	0.590961165	0.590310011	0.597148372	0.574033711
ATOH1 (131g)	0.324629584	0.341180427	0.301900923	0.324053801	0.280591719	0.338097308	0.291667895	0.262456158	0.274604952	0.298099392	0.276529665	0.271579727	0.287423738	0.268447135	0.34055833	0.304688783	0.275279681	0.309780824	0.303083014	0.31242658	0.384196726	0.529061212	0.47471453	0.351037671	0.323716437	0.334608405	0.310357659	0.282878006	0.34482196	0.298275706	0.294491543	0.270591319	0.320118588	0.333003162	0.332794217	0.323082235	0.283211159	0.308789257	0.277410706	0.28520745
SRF (17g)	0.574431297	0.610409757	0.529242093	0.449003583	0.54628601	0.605816504	0.586251752	0.570924751	0.604709599	0.594230357	0.555710863	0.557149032	0.559997091	0.603913758	0.589010936	0.462589431	0.55234975	0.572419477	0.752004751	0.777617084	0.572318482	0.586914279	0.570302621	0.628988798	0.588388807	0.571502442	0.806271386	0.558300375	0.555654306	0.572657825	0.572265964	0.605998295	0.585544787	0.58428437	0.567676751	0.563527877	0.592347811	0.486496968	0.571530721	0.490863992
MYC (934g)	0.584782491	0.590767276	0.564154532	0.610069744	0.565977527	0.596263514	0.560706619	0.532414219	0.570903378	0.573990215	0.513496438	0.521102953	0.568776095	0.548292613	0.585289713	0.544833539	0.566809991	0.576323696	0.600336858	0.596590806	0.59507954	0.620416824	0.625580609	0.608975507	0.590809411	0.566306793	0.602833036	0.531229333	0.576411308	0.561955354	0.533364208	0.566906182	0.583192647	0.585839147	0.555699306	0.589874151	0.532099682	0.60628057	0.557212243	0.579865523
SP2 (388g)	0.68924344	0.691555507	0.698360469	0.642598178	0.669964864	0.691369946	0.674426923	0.707209288	0.669281068	0.695533315	0.706347641	0.70452108	0.66970472	0.666400667	0.709501812	0.668611078	0.691724214	0.692955189	0.694579337	0.676900705	0.707808818	0.691281738	0.719757663	0.709515617	0.693829744	0.695229247	0.726827969	0.635648352	0.655384107	0.62118682	0.632071964	0.651038763	0.67763219	0.681655717	0.665080228	0.656952497	0.689742571	0.644907914	0.642804535	0.661967293
MLX (36g)	0.680643844	0.671061021	0.663192416	0.688917141	0.627314099	0.66136748	0.638322891	0.582540173	0.643436912	0.621713302	0.579592787	0.589482948	0.617674008	0.604489037	0.636381511	0.598176209	0.633000798	0.632745001	0.655822042	0.640021838	0.651481138	0.672017394	0.677051239	0.661919161	0.679737102	0.608270625	0.668331253	0.585651727	0.680777469	0.613094488	0.576639674	0.670098921	0.640760594	0.621392602	0.586041149	0.654331169	0.580081473	0.647063877	0.583908875	0.631887892
NFIL3 (20g)	0.601133281	0.632466774	0.61281294	0.626065456	0.573780006	0.616824067	0.595648889	0.503255606	0.569755143	0.574741578	0.537274632	0.499817988	0.596442186	0.543590096	0.565493321	0.547855352	0.569020227	0.58394519	0.72510045	0.693935231	0.584226794	0.649445379	0.599890106	0.598657234	0.564583262	0.594749133	0.698104331	0.608279817	0.669294962	0.591661802	0.627167829	0.644647824	0.617411312	0.646038669	0.620883272	0.592001786	0.621611319	0.621724647	0.599649713	0.607335417
CREB3L1 (545g)	0.689653761	0.691253121	0.700914993	0.664519213	0.667662492	0.680463021	0.661579481	0.663111335	0.611149577	0.636615111	0.686446955	0.674755274	0.658377295	0.641312317	0.657229303	0.643496647	0.624965012	0.654422401	0.666390139	0.648919354	0.670183839	0.678544225	0.67733463	0.698823581	0.661552401	0.702703525	0.698881975	0.651437878	0.671544232	0.610968106	0.658170797	0.586010923	0.659877192	0.613366248	0.67316079	0.650643203	0.644038237	0.634703758	0.596690779	0.64717651
KLF3 (509g)	0.743181311	0.732036339	0.728582888	0.738654893	0.730312839	0.742387085	0.735396602	0.686492729	0.667796773	0.68937717	0.698337779	0.691439798	0.714439976	0.683026652	0.719299209	0.680716574	0.692207262	0.715462438	0.721887341	0.698005239	0.726772376	0.733234335	0.732731751	0.735727495	0.693860356	0.715341526	0.708085752	0.724010768	0.696310422	0.675854871	0.696664098	0.669432026	0.692632579	0.695762547	0.693050896	0.709274141	0.678000806	0.716251861	0.701656869	0.717058302
IRF3 (86g)	0.541276208	0.535042212	0.521356719	0.505490767	0.538104779	0.539925829	0.583125147	0.546072575	0.581185628	0.539454357	0.543696004	0.538889231	0.581319305	0.59320376	0.548937427	0.573251451	0.58091187	0.548669272	0.587871885	0.596144656	0.540226002	0.578454453	0.526252342	0.539838579	0.537373157	0.523344265	0.534074454	0.553861067	0.567858741	0.62870984	0.57583294	0.620860512	0.606829219	0.601360465	0.580896661	0.587173882	0.63347739	0.606792398	0.623662128	0.600400711
SIX5 (379g)	0.433566299	0.420042862	0.411676104	0.43709124	0.437410872	0.441182785	0.454059435	0.475747795	0.455921997	0.460511705	0.486108675	0.477492376	0.444155251	0.490402054	0.447233038	0.488516556	0.477089992	0.4594218	0.472495147	0.490101321	0.447911567	0.490093247	0.438587932	0.436747388	0.438227933	0.426581003	0.421314784	0.470620291	0.477689623	0.509764735	0.479678607	0.489164994	0.490076183	0.482070708	0.489721322	0.503086778	0.549699267	0.502135038	0.535221706	0.481219518
NFE2 (320g)	0.383512396	0.367540078	0.346420547	0.366751969	0.403907145	0.386205498	0.413595414	0.407054374	0.43031507	0.409016404	0.428256749	0.394608592	0.400611142	0.456633861	0.435462716	0.46423475	0.465868221	0.41995732	0.446669949	0.450566033	0.406951143	0.423277395	0.381753357	0.369563266	0.342859962	0.354236571	0.369585386	0.473442217	0.431575523	0.479703277	0.431943336	0.39586731	0.436156485	0.496552405	0.419329045	0.480117067	0.467505595	0.468280041	0.510148904	0.44402586
MAFK (64g)	0.671790628	0.651397248	0.638641445	0.674561479	0.678668315	0.692763328	0.694010103	0.656866939	0.646125322	0.630615864	0.65188736	0.63877902	0.647876182	0.646147893	0.632826741	0.651739037	0.668935942	0.67336307	0.703065348	0.661476784	0.624098237	0.626866939	0.606343508	0.628401763	0.591066208	0.588570507	0.613242691	0.717329106	0.700051591	0.70724742	0.647676268	0.678077171	0.679868874	0.646382201	0.644437876	0.671371453	0.710297721	0.73025043	0.694719475	0.703513543
ESRRA (37g)	0.695267531	0.718941951	0.661486997	0.721902646	0.659464289	0.719679338	0.696504559	0.597228388	0.667993469	0.656696763	0.588164276	0.579142884	0.666488975	0.618144569	0.674390355	0.668641702	0.665825884	0.68743116	0.738021163	0.727718166	0.696599286	0.756764186	0.708973285	0.687561178	0.659741041	0.655236846	0.646796821	0.679370044	0.76133339	0.722981796	0.688103539	0.746726797	0.72452901	0.732995039	0.69946154	0.749574191	0.682503478	0.764988753	0.710717384	0.722513731
RARA (375g)	0.510938859	0.498721365	0.467399249	0.529884578	0.552671766	0.551774533	0.520644695	0.471958281	0.534909563	0.522832059	0.480251796	0.466967969	0.494335883	0.53134177	0.523996848	0.545513373	0.559651231	0.535692022	0.559796041	0.539608399	0.505556019	0.507256478	0.490260974	0.490152135	0.442782552	0.453546934	0.466774209	0.610513141	0.535422797	0.558868215	0.510034395	0.511911742	0.53696936	0.578319937	0.516557178	0.548468549	0.510926807	0.586685579	0.595718537	0.579045103
ESRRA (1319g)	0.680169006	0.683119687	0.644540856	0.691246609	0.646111497	0.688211938	0.679530219	0.606519764	0.658662396	0.640937871	0.595780031	0.594150853	0.65546732	0.621426107	0.653744286	0.65137707	0.646342975	0.660277131	0.702463634	0.706568163	0.665770367	0.709386127	0.677820158	0.674521796	0.650349289	0.642323689	0.653418679	0.661314995	0.71442758	0.683927654	0.665772002	0.71042857	0.695107779	0.69328146	0.673301725	0.709326609	0.647676033	0.717014011	0.676323097	0.701530417
PAX8 (47g)	0.418486035	0.429980019	0.46404071	0.404022748	0.426934655	0.402622934	0.388541414	0.384764694	0.410887251	0.431627032	0.404242155	0.389151364	0.390119679	0.407597614	0.395648727	0.395022687	0.385453631	0.411152002	0.421762508	0.43722629	0.401593185	0.397633626	0.401506885	0.440243863	0.446521819	0.430181873	0.374347265	0.506930325	0.349023348	0.477882345	0.512084919	0.520704676	0.435675816	0.414592299	0.446969409	0.436680699	0.459948045	0.426501692	0.409962818	0.395737952
TGIF2 (16g)	0.315304914	0.377523778	0.329842393	0.355191773	0.36587491	0.345487244	0.346491605	0.3552862	0.360350925	0.390971054	0.353414827	0.341139306	0.354676716	0.374150156	0.324146723	0.374158741	0.349813721	0.371686468	0.35334186	0.342263846	0.314892868	0.302467122	0.290281736	0.338126223	0.365449988	0.390091165	0.362994884	0.375673866	0.367866463	0.385309721	0.414243038	0.423685747	0.362252344	0.325687601	0.384047832	0.348633383	0.367849294	0.373875459	0.375163101	0.370965388
ELF4 (36g)	0.617212048	0.623734857	0.585203129	0.665189156	0.621111989	0.630824619	0.644505912	0.576857292	0.643133392	0.605693571	0.565665243	0.554675539	0.635262879	0.638288531	0.614791526	0.672586255	0.653727947	0.640844586	0.642896685	0.621434598	0.594144552	0.58605642	0.584137947	0.574182883	0.584447193	0.541209955	0.575813108	0.637555502	0.652844113	0.667539047	0.563468066	0.64342164	0.621222707	0.649644748	0.593335166	0.644505912	0.656868135	0.677158139	0.692725454	0.705771074
TEAD4 (65g)	0.516280473	0.495105857	0.490898027	0.520844953	0.501902308	0.493026283	0.516877358	0.558530223	0.518494452	0.545523624	0.540322043	0.544433567	0.531689429	0.514063319	0.563061895	0.545656971	0.539020325	0.540545346	0.522798588	0.542848223	0.544496008	0.541365534	0.531469301	0.525149089	0.540632127	0.490230235	0.491592276	0.504210476	0.559862632	0.530132659	0.491536186	0.573798424	0.528500749	0.596052513	0.508769665	0.590994862	0.589377768	0.547280414	0.584127505	0.55106598
SOX9 (29g)	0.74588422	0.758807851	0.753564956	0.693035928	0.722590886	0.752013172	0.756287092	0.751548822	0.700162286	0.712164323	0.736277378	0.76861607	0.743718831	0.715827006	0.739295656	0.688186309	0.699581848	0.723152371	0.779082908	0.771456663	0.740589204	0.728762482	0.728736422	0.75265047	0.711427522	0.72663263	0.69779552	0.758684656	0.764868098	0.7499923	0.759916606	0.712223552	0.731937123	0.745055023	0.754249636	0.782352314	0.73961312	0.776204409	0.72655208	0.796019853
SMAD3 (399g)	0.558083099	0.526735593	0.495508779	0.578235429	0.535225503	0.570735642	0.592896298	0.536297075	0.560801621	0.558429128	0.536406256	0.523228565	0.567427267	0.577162461	0.581161847	0.589842386	0.61013058	0.580035859	0.580411537	0.565758865	0.555589565	0.528938561	0.525884126	0.516256717	0.459902017	0.456912636	0.463284342	0.576315528	0.542339495	0.623709064	0.506705351	0.532116652	0.535186784	0.599965292	0.524792671	0.593105938	0.575550219	0.639085012	0.651002419	0.610655553
PPARD (266g)	0.454298823	0.419584965	0.400250618	0.413641123	0.426669139	0.459071344	0.482894105	0.425182983	0.467487511	0.466166455	0.437199048	0.420191198	0.450153368	0.485177895	0.468589824	0.423482771	0.491471726	0.489969165	0.554115261	0.539081313	0.458726041	0.480259545	0.445346473	0.442924927	0.427240737	0.402887262	0.528601662	0.468061453	0.474414919	0.500448555	0.447167515	0.472294406	0.507653819	0.505360395	0.440213025	0.498640794	0.497045006	0.491742031	0.517782438	0.454827975
ZBTB7A (859g)	0.66848322	0.631773237	0.6321373	0.630273763	0.614674394	0.648070517	0.674511249	0.655033237	0.652520694	0.658885122	0.655845009	0.656405511	0.658906528	0.626389852	0.662056468	0.603586783	0.65787197	0.664016496	0.648658929	0.666928503	0.670027235	0.694582942	0.670919691	0.671280707	0.653161796	0.638046609	0.606111676	0.628758235	0.682189909	0.655142488	0.661440641	0.69209271	0.656520855	0.689192146	0.655271582	0.690178458	0.644820875	0.672732018	0.648644027	0.655350948
ETV5 (453g)	0.629904151	0.624723292	0.627545815	0.642946025	0.632744219	0.6126278	0.641137449	0.642723474	0.620450492	0.643606753	0.639581437	0.639787059	0.605959418	0.618131403	0.635388362	0.594032917	0.615705656	0.644462636	0.622469614	0.629769019	0.636429859	0.652353203	0.630785583	0.64230315	0.639316715	0.606892718	0.602977293	0.629836739	0.647610521	0.615740901	0.611536898	0.642375179	0.634728557	0.655371805	0.623932512	0.669207537	0.620011546	0.638933484	0.649755078	0.662179473
