gene	TCGA.HV.A7OP.01	TCGA.2L.AAQM.01	TCGA.3A.A9IO.01	TCGA.3A.A9IL.01	TCGA.3A.A9IR.01	TCGA.3A.A9IJ.01	TCGA.3A.A9IN.01	TCGA.3A.A9IV.01	TCGA.3A.A9IS.01	TCGA.Q3.A5QY.01	TCGA.IB.7889.01	TCGA.IB.AAUM.01	TCGA.3A.A9I5.01	TCGA.F2.6880.01	TCGA.3A.A9I9.01	TCGA.2J.AABV.01	TCGA.IB.A6UG.01	TCGA.LB.A8F3.01	TCGA.FB.AAQ3.01	TCGA.FB.AAQ6.01	TCGA.HZ.7289.01	TCGA.US.A776.01	TCGA.FB.AAPP.01	TCGA.HZ.A49H.01	TCGA.IB.7887.01	TCGA.F2.A8YN.01	TCGA.3E.AAAZ.01	TCGA.HZ.A8P0.01	TCGA.HZ.A49I.01	TCGA.S4.A8RP.01	TCGA.RB.A7B8.01	TCGA.HZ.7924.01	TCGA.F2.6879.01	TCGA.IB.7644.01	TCGA.HZ.8638.01	TCGA.HV.A5A4.01	TCGA.FB.A78T.01	TCGA.H8.A6C1.01	TCGA.IB.A5SP.01	TCGA.US.A77G.01	TCGA.YY.A8LH.01	TCGA.HZ.A8P1.01	TCGA.IB.AAUU.01	TCGA.Q3.AA2A.01	TCGA.S4.A8RM.01	TCGA.2L.AAQA.01	TCGA.2L.AAQI.01	TCGA.2L.AAQJ.01	TCGA.HV.AA8X.01	TCGA.2J.AAB1.01	TCGA.2J.AABA.01	TCGA.FB.AAPQ.01	TCGA.FB.AAPU.01	TCGA.FB.AAPY.01	TCGA.US.A779.01	TCGA.FB.AAQ0.01	TCGA.IB.7649.01	TCGA.F2.A44H.01	TCGA.3A.A9I7.01	TCGA.IB.7647.01	TCGA.IB.7652.01	TCGA.IB.7888.01	TCGA.2J.AABF.01	TCGA.IB.7897.01	TCGA.HZ.8519.01	TCGA.HZ.7920.01	TCGA.IB.8126.01	TCGA.HZ.7918.01	TCGA.IB.AAUT.01	TCGA.HZ.8317.01	TCGA.2J.AAB9.01	TCGA.F2.7273.01	TCGA.IB.AAUR.01	TCGA.HZ.8002.01	TCGA.3A.A9IX.01	TCGA.HZ.A49G.01	TCGA.F2.7276.01	TCGA.HZ.8637.01	TCGA.IB.7891.01	TCGA.XD.AAUG.01	TCGA.2J.AAB8.01	TCGA.IB.A5ST.01	TCGA.HZ.A77P.01	TCGA.IB.7645.01	TCGA.FB.A4P5.01	TCGA.XN.A8T5.01	TCGA.IB.AAUP.01	TCGA.2J.AABT.01	TCGA.2J.AABP.01	TCGA.IB.7651.01	TCGA.HZ.7922.01	TCGA.IB.7886.01	TCGA.IB.7893.01	TCGA.HZ.8315.01	TCGA.H6.A45N.01	TCGA.US.A774.01	TCGA.HZ.A77Q.01	TCGA.FB.A7DR.01	TCGA.HZ.7925.01	TCGA.IB.AAUS.01	TCGA.FB.AAPS.01	TCGA.IB.7890.01	TCGA.IB.7646.01	TCGA.IB.A5SO.01	TCGA.HZ.8636.01	TCGA.IB.A7M4.01	TCGA.OE.A75W.01	TCGA.HV.A7OL.01	TCGA.2L.AAQL.01	TCGA.HZ.A9TJ.01	TCGA.2J.AABE.01	TCGA.2J.AAB4.01	TCGA.2J.AABH.01	TCGA.F2.A44G.01	TCGA.S4.A8RO.01	TCGA.3A.A9J0.01	TCGA.IB.A5SQ.01	TCGA.HZ.A4BK.01	TCGA.HZ.A77O.01	TCGA.FB.AAQ1.01	TCGA.IB.8127.01	TCGA.HZ.7919.01	TCGA.PZ.A5RE.01	TCGA.YB.A89D.01	TCGA.IB.7885.01	TCGA.HZ.8005.01	TCGA.H6.8124.01	TCGA.FB.A545.01	TCGA.HV.A5A3.01	TCGA.HV.A5A6.01	TCGA.HZ.A4BH.01	TCGA.M8.A5N4.01	TCGA.FB.A5VM.01	TCGA.IB.A5SS.01	TCGA.US.A77E.01	TCGA.IB.A6UF.01	TCGA.LB.A7SX.01	TCGA.IB.A7LX.01	TCGA.XN.A8T3.01	TCGA.YH.A8SY.01	TCGA.3A.A9IC.01	TCGA.F2.A7TX.01	TCGA.IB.AAUN.01	TCGA.IB.AAUO.01	TCGA.2L.AAQE.01	TCGA.3A.A9IB.01	TCGA.3A.A9IH.01	TCGA.3A.A9IU.01	TCGA.XD.AAUL.01	TCGA.2J.AAB6.01	TCGA.2J.AABI.01	TCGA.2J.AABO.01	TCGA.2J.AABU.01	TCGA.3A.A9IZ.01	TCGA.FB.AAPZ.01	TCGA.FB.AAQ2.01	TCGA.XD.AAUI.01	TCGA.IB.AAUQ.01
LMO2	97.0378	1049.8516	349.153	438.0703	296.0706	1447.0009	984.9885	107.7592	218.537	558.4304	732.5917	431.5412	442.9772	254.0657	390.3683	437.7953	318.3171	264.9746	408.5012	223.4742	33.4553	87.7021	70.9442	429.4819	121.5731	233.3019	347.4196	359.0509	286.6181	341.4505	389.4863	409.4763	299.47	160.4294	572.513	429.3391	283.3958	283.944	360.9375	186.6728	195.7888	222.1557	323.3916	237.9236	312.2661	210.3358	469.333	480.6931	395.5046	289.2683	185.3765	188.4625	208.0044	522.7519	434.2722	87.6279	707.9646	298.6577	278.5292	430.2143	405.2478	700.6054	435.8997	880.3759	552.0532	1000.7052	671.0627	400.818	502.9904	530.1389	394.4266	463.6061	482.4166	550.0891	422.2563	349.0153	490.288	504.0026	469.6044	450	176.7333	491.481	581.2883	404.158	747.4124	722.8844	591.7928	234.0426	493.4245	237.3065	171.3062	220.7533	198.6507	350.6248	548.714	479.5789	508.2256	485.2354	258.8641	572.2685	525.5172	345.8984	211.1675	430.0659	335.5763	340.35	339.1261	648.1824	658.4873	269.196	320.6413	372.0539	330.5749	209.1611	238.0244	190.6522	569.0633	518.8042	253.5338	352.2358	203.0694	314.1092	314.1711	361.2539	360.8291	81.9319	122.7508	215.7456	134.7084	321.7345	591.3127	164.2734	478.8732	282.0002	184.2795	248.628	203.1775	115.7205	304.8523	252.3364	243.4568	253.2982	272.063	397.9282	323.4476	407.1349	423.1923	264.9385	214.553	410.5263	405.2975	250	150.655	121.1896	267.9218	272.685	445.7652	528.699
LOXL2	275.7916	771.3234	165.4778	681.4969	213.2431	768.2671	579.0647	1039.8709	150.7678	1273.1895	909.1801	757.6129	1559.2677	274.931	1859.8244	308.6614	656.4471	1094.802	1744.2775	974.4319	1150.4966	316.5556	221.8327	684.8656	4071.0554	1596.3825	3408.3134	1974.6603	1496.834	3030.9794	7270.9259	795.7506	2270.8363	4122.3405	1008.9736	3629.7313	677.3408	1217.9903	320.7978	196.5769	449.7145	590.994	1330.9629	1190.8435	749.1684	4342.8795	1075.1322	1588.0743	1953.3002	1050.5366	765.1041	2255.8693	1082.6367	1029.5829	339.0548	2110.4526	1732.3962	3683.4004	4416.6272	1831.9969	1160.8322	1074.1662	1219.0804	755.5728	624.0917	907.3635	489.1964	1039.9673	1536.8541	2003.7008	1636.3558	1329.988	1727.3805	1109.7718	1163.8224	1536.0394	1299.2666	827.227	1611.0732	2423.9054	3004.8602	1530.9873	1926.6258	1460.1414	2122.2517	1136.9905	1178.5872	1747.4468	3528.727	3895.9055	5186.1542	2529.4405	10542.8298	1582.5786	1060.0156	2686.5979	2974.5593	4491.9439	3565.9649	4046.3449	8970.469	12581.3553	5647.9036	1743.4522	4093.1888	1205.1281	2876.8073	1903.0807	833.0382	373.9361	3079.1429	1396.1448	1030.7361	4101.5232	1382.1098	4435.5374	4484.7233	1082.864	2371.881	662.7929	1880.3937	2839.1745	5748.4487	2941.1459	6276.6636	10442.3329	10251.5959	5893.1794	3773.316	3315.7869	1263.1341	3491.5968	1721.904	10337.1326	3946.6419	913.4235	472.6244	1774.2852	3257.6635	13230.8353	9051.916	670.0967	3386.054	1470.1062	931.3485	2377.398	1461.1403	3351.7399	4139.3888	2784.8947	4040.7547	3704.6635	6754.2031	4001.1004	1543.4323	1571.9451	1459.2868	3289.6939
LRATD1	150.1532	603.5608	350.1875	539.9471	385.5803	86.1817	242.4942	92.6056	87.2331	62.7569	81.5822	208.6022	192.6771	239.3372	199.4334	127.5591	168.5524	97.4619	181.723	225.3521	741.7669	814.3067	488.2629	88.1131	131.383	117.4235	286.8362	294.5547	152.3862	255.6908	516.129	559.3516	204.3581	247.2393	157.2039	537.3455	186.4336	170.7974	53.303	291.1912	1843.6777	387.4251	165.7435	262.4369	212.0582	169.7165	831.2928	231.1881	218.7162	480	814.1537	219.8729	660.8083	207.4756	203.5336	310.2501	253.9142	200.2237	597.2105	466.8061	142.062	130.4348	156.6404	139.8627	187.445	271.7229	229.1768	303.0675	311.0048	145.7882	169.3462	253.3599	163.2101	103.3868	113.1189	120.3501	192.9002	365.0336	120.9392	264.8649	124.0893	170.3801	482.7454	121.8295	157.6176	189.5113	377.5154	519.3992	94.687	405.3761	84.7966	261.8149	126.6867	290.4203	338.2697	223.1579	195.0646	200.2052	154.6909	176.3841	281.3793	164.4939	114.2132	216.5827	233.1556	378.8993	137.5372	203.3272	120.313	184.4279	273.1617	164.5623	137.6307	205.8499	288.4533	281.4893	285.757	246.3838	123.4455	88.9333	698.8279	223.0056	179.7619	281.6033	87.2703	103.9241	92.681	219.5307	218.0252	315.3105	97.4322	94.1987	310.3808	134.7376	586.8996	103.595	57.5206	163.9374	165.0844	90.5374	174.321	71.2401	165.2614	174.6162	313.7164	115.6908	161.0686	123.0228	124.7401	179.5322	64.9492	105.7692	147.3799	597.7695	173.063	76.7799	156.0178	200.2551
LRFN4	1218.5904	84.273	129.3159	559.7863	641.7158	232.4777	204.388	102.708	229.8955	560.5578	98.4755	291.7563	920.1681	98.1896	1342.7762	543.3071	910.9343	1168.0203	301.8704	569.9531	57.5013	139.6374	122.4135	223.8847	363.6682	1407.0217	694.8392	1042.5775	1123.3668	984.648	767.0251	161.0973	333.9223	491.7178	134.7462	1505.1048	712.4428	1211.7457	1176.7274	1072.1132	793.7383	555.0898	834.2565	977.6496	603.7422	1020.7118	586.9092	963.8614	1097.9036	372.1951	646.9391	303.3349	1013.3645	647.8873	967.2885	1047.9822	100.0681	328.8591	516.9062	79.195	142.8571	82.0033	896.9611	57.1016	557.3259	48.5779	105.6684	25.7669	309.8086	224.7993	735.2626	175.3826	364.743	105.8824	265.4416	491.7943	195.9143	199.4877	182.6954	299.3243	508.5781	475.3167	570.1687	128.4823	675.5039	280.0954	402.1551	389.2365	1034.1925	338.5827	99.3576	175.5478	143.5532	276.7891	555.7288	491.3684	454.7591	247.6342	246.6269	540.4214	657.931	286.4551	124.3655	437.8148	361.4437	1511.5394	1115.1936	967.9606	976.0878	528.0823	284.8774	795.4545	681.6202	541.3907	766.5192	913.1238	686.6991	600.2893	1460.8642	1111.1666	841.8053	178.6422	792.4368	377.184	523.9574	937.9043	625.6996	1109.7653	527.9325	541.7559	663.7869	1095.9219	1476.7866	686.5927	1336.2445	1368.8993	674.0114	824.7385	748.4177	841.1215	884.9383	740.5453	713.8842	1495.305	1050.5097	829.5878	1105.0237	591.3884	687.7339	901.1696	1369.3759	596.9551	582.9694	321.1896	197.6828	858.0735	788.0139	1004.4643
LRRC20	716.0368	332.9377	544.1614	383.3785	1423.5488	1556.59	448.6143	407.4646	274.8751	262.1964	695.0968	212.9032	525.2101	257.7478	446.4589	226.7717	673.1359	514.2132	279.3427	356.8075	179.2995	228.8094	274.0393	279.3017	249.4526	557.2465	305.9088	344.4229	294.87	338.8036	243.7276	249.1272	399.8822	334.6626	324.8458	179.4734	203.0795	269.9353	477.1889	406.6636	408.3343	195.2096	315.7222	180.2451	250.7277	709.8331	298.799	298.0198	472.4443	410.7317	277.4385	108.5903	286.0999	238.3532	412.609	156.9013	238.2573	416.1074	303.4658	367.4856	295.7858	201.4309	321.4317	300.6867	296.0629	258.8733	172.2257	297.7505	341.5072	274.2449	468.3816	207.5848	209.1975	301.2478	361.8173	304.1575	281.6477	368.8761	303.2057	238.5135	293.302	297.9467	449.3865	249.4802	340.6573	568.534	352.8757	575.7196	218.8322	427.6405	340.4711	342.808	267.991	295.7213	367.1083	381.8947	209.7532	478.3947	393.4735	252.8172	256.5517	377.6698	202.5381	281.6738	345.0144	349.4801	790.9633	336.414	563.4012	229.1029	427.9328	533.2492	471.6899	210.8168	472.5188	535.5162	570.5337	280.135	300.0335	310.2673	360.2927	357.2843	268.406	330.9353	350.0881	409.6593	225.3178	380.0151	338.7178	270.3426	241.4207	373.3487	420.4486	603.4728	348.0349	329.0948	519.5408	672.7405	275.8439	338.2009	516.5432	284.0809	680.1574	307.9148	692.7711	548.6244	660.1491	257.9086	376.2994	392.3977	747.8229	616.9872	387.5546	466.171	217.958	649.6045	288.7568	721.9388
LRRC61	1722.1655	1423.1454	645.0278	800.0011	1288.94	1137.9173	1052.5404	1062.9999	866.8787	233.4771	365.8838	364.8746	422.569	493.4029	287.8187	743.3071	573.8296	811.1675	283.8482	556.8075	601.6728	285.1543	535.559	319.7562	358.4129	231.7569	196.7091	228.7287	602.9432	390.1535	281.362	192.5187	145.4653	401.227	167.6419	495.4326	553.4748	349.1379	508.663	457.7818	623.0846	453.2934	487.0047	366.9791	443.2432	320.933	485.852	311.3861	602.5502	429.2683	399.5616	253.9757	281.5944	942.5785	461.4772	425.7058	288.6317	498.8814	437.4472	156.299	272.4622	124.3808	471.3387	174.9187	361.4446	205.9077	204.4751	143.1493	444.378	148.3369	368.7031	247.505	320.1082	174.3316	243.7979	354.4858	251.1721	352.8658	241.8784	402.027	240.658	191.7868	270.3221	172.1414	273.107	190.1073	354.6357	223.4043	1203.051	278.0342	163.5974	241.8491	120.6897	301.7796	406.0795	360	316.0987	270.4367	278.9457	481.1367	267.5862	207.0266	209.6447	233.6304	192.9564	520.4159	511.9166	518.1762	875.8269	142.0438	250.9635	367.8451	386.324	401.766	363.5924	579.3504	421.0382	401.6393	227.5162	856.8574	279.2204	203.2005	188.0079	369.4758	510.5312	1135.8344	156.116	442.8463	253.8437	244.6467	260.1392	263.6416	618.675	519.9734	417.0306	516.0476	503.3051	279.1988	509.4937	307.243	254.321	390.5013	484.5419	605.992	621.4087	331.7545	427.0642	412.5659	387.9418	2114.0351	795.3556	352.5641	338.4279	251.3011	226.6474	633.7832	541.8524	501.9133
LTBP1	84.7804	2069.4362	282.9432	1058.9827	331.186	383.0297	1303.1178	938.9645	49.0686	1341.2967	2609.3943	2260.9319	1466.3866	805.155	2111.0482	491.3386	1458.4611	1789.3401	3940.084	1640.3756	594.8772	560.9995	342.2014	2119.7007	6178.8561	4257.6312	6238.9678	3815.2484	2443.6804	3256.7496	4712.6643	3056.6085	7907.8327	8774.2331	3617.9029	2687.8023	1480.233	3663.2543	1484.3619	1465.5408	1164.1495	1167.0659	2489.1351	1624.3691	1340.9563	2721.4961	1826.3176	2014.8515	2293.0625	3117.561	4449.6634	1653.0854	809.8656	1458.8299	1053.9414	2010.7048	5418.6521	7733.7808	4180.4734	6110.298	4004.2407	4903.6874	2868.0783	3603.1803	2713.339	4103.424	2397.4365	4229.4479	3250.5981	4050.9749	3608.7889	5983.7658	2489.6303	4142.246	2939.0505	2549.2341	5062.2907	2162.0237	4404.8461	7081.0811	4030.0823	4716.0332	6771.089	5224.5322	4116.2157	5365.9118	4575.5042	7450.5632	2405.576	10796.6332	9395.2891	8446.6373	9429.5352	3709.9583	1964.926	4709.4737	6998.8249	10189.4881	8715.4063	5376.2861	6669.6552	6246.6691	6942.6396	3571.0965	4851.1754	1293.9386	1961.7676	1378.3118	2090.6002	2273.274	3352.5513	2811.4478	1813.5889	3809.0508	1971.7699	3365.7248	5440.1663	2170.6847	1734.88	895.3285	5358.2853	6481.8189	2362.0554	4577.5951	3330.704	3351.8758	6110.3542	2888.7207	2324.3048	4738.758	3659.2273	2887.421	1532.0814	6156.1818	6140.1747	2049.2534	2666.8213	1727.0832	2828.0591	2394.2757	5306.1728	2087.0712	2029.792	1495.305	2841.9833	5339.5143	2124.8669	2572.4956	7618.711	3213.4503	1450.2903	4493.5897	2978.1659	2880.2974	2465.6046	1761.2843	3258.5438	2943.8776
LTC4S	19.0807	22.1009	27.7305	86.472	43.006	49.6981	81.3337	8.7442	4.3844	96.0288	16.3	47.1326	33.4154	50.1258	62.187	135.3386	19.9364	46.4569	42.5397	39.2582	1.563	17.1093	4.4931	169.4154	145.4813	63.7383	34.2895	24.1628	51.0741	30.4976	67.9211	20.1397	2.3557	24.1626	15.6982	21.7625	35.1769	41.4009	57.2424	42.2958	43.1353	11.3473	30.1917	40.8291	5.7963	7.0099	30.9876	39.9653	77.1601	53.0976	37.401	35.8886	10.4716	67.6544	63.2466	16.4776	15.228	22.1365	37.5232	2.0335	29.3772	16.5272	39.2416	7.1232	37.5786	2.0747	23.8028	2.728	65.5383	32.3028	54.5874	30.2595	86.8665	8.5383	54.877	32.6751	23.6135	25.9846	5.4251	106.3581	13.7814	74.1415	85.5406	10.578	43.1596	54.5352	45.909	39.9687	55.6707	3.7089	4.3983	1.861	1.0532	10.7611	55.2611	48.16	65.7227	60.0068	9.6297	75.7374	85.6966	25.4837	0.5076	71.143	15.9189	21.1616	92.4975	67.8189	121.1151	34.1764	59.516	38.6658	68.1577	8.7472	31.1045	33.1238	41.0647	42.1794	58.418	82.8878	26.0701	12.4376	38.6117	38.4327	27.3257	2.4148	23.3638	15.7759	8.978	4.2773	20.1488	5.135	54.6114	10.9005	19.6332	46.3672	37.5693	19.5347	46.8091	29.632	99.5802	14.3316	18.9039	76.1573	19.101	67.9915	39.698	11.6432	26.8067	9.3275	155.7765	19.0625	37.7074	4.1264	36.7705	12.8478	30.4359	43.6798
LY6E	21120.5312	683.6795	496.5731	1147.9908	445.8273	670.3019	1898.3834	723.4461	215.811	4719.0031	7775.4429	3328.3154	6081.6327	1803.0071	8704.2493	7152.7559	6964.3262	5694.4162	30877.1324	11515.493	4948.7716	465.4581	441.6623	5561.0973	4639.7477	10796.7801	6737.472	2841.1565	16777.8847	9596.0826	7245.5197	3299.5012	35257.9505	8873.9264	4478.8866	16899.5164	8117.7695	8804.4181	15554.8336	8749.4295	28791.0925	4674.2515	20646.7831	11416.0058	5421.6216	7635.6324	9718.0115	6132.6733	17804.625	12618.5366	5050.2583	3975.6614	5481.3294	14591.5493	18033.8853	18334.3596	6859.0878	4344.519	5940.4057	8021.955	6390.1405	2886.6263	10361.655	2687.0257	2923.4567	2150.5916	2863.3379	2575.4601	6956.9378	3965.8468	3681.672	4694.3446	4675.8341	3070.2317	5129.5559	9100.1094	2915.2713	7117.195	6105.7146	3126.3514	7535.6052	7768.4578	4809.0491	2676.9231	13244.961	5960.0715	3895.2725	4845.4318	3855.8653	6063.5352	10869.379	10999.6148	4890.9295	6832.2605	5289.166	6463.1579	11603.4078	8859.6511	8197.0505	13111.22	8805.5172	6236.4203	10947.2081	15866.3309	3102.6829	20246.5128	38557.5968	46733.8262	12949.1726	5566.6289	10592.8781	21681.3973	9676.8293	11737.8587	19903.7817	4265.1175	6482.7137	10305.2073	6286.8641	7678.7409	15355.5656	9334.1519	28676.1523	8482.0144	6203.5747	9427.3394	5870.2075	2910.6737	22170.0519	15552.9979	18623.4701	9289.4888	20153.3646	16289.591	16095.6332	15034.2827	13445.9005	9907.4236	5628.692	21328.271	13142.716	28504.8373	9616.0764	26633.1535	47008.8044	16336.9949	21924.6927	10422.6714	8770.894	16377.193	10618.6502	6711.5385	9234.7162	8353.9033	5297.6104	9025.5933	3095.5919	14940.051
LYPD3	407.5587	180.4154	83.7967	109.3835	48.1975	125.5486	103.9261	43.2159	80.8723	510.0331	90.6469	130.4659	257.503	24.5474	151.2748	37.7953	90.1809	565.9898	286.101	40.3756	1959.2263	323.3709	86.9414	104.7382	185.3377	2523.0598	33.6574	66.4909	39.6094	58.2319	38.8292	36.409	146.3486	84.0491	43.3339	191.8323	89.0553	324.3534	50.2571	97.2159	328.5195	18.5629	939.9233	230.7138	13.3056	211.9445	132.6376	143.0693	60.5144	648.2927	214.8113	43.9746	21.4012	478.3315	44.8379	230.3192	100.0681	69.3512	117.4979	110.5593	234.0313	37.9747	255.8696	58.9086	50.3544	68.0091	27.4463	66.6667	73.5646	168.2172	219.7213	36.9927	229.486	110.1604	385.5028	523.523	171.8017	83.2533	58.3253	83.1081	330.9048	1019.2224	68.635	119.3347	181.5871	85.8164	208.1175	98.2478	50.4997	124.8982	327.6231	100.2054	224.8876	1622.4915	414.6532	115.3684	215.6287	19.6101	193.2852	141.1073	106.2069	225.987	27.9188	144.1302	221.6202	163.3274	145.4816	277.8805	132.603	325.3262	460.6135	67.7609	26.5679	209.1611	121.5336	299.9736	852.3695	346.1909	314.4262	70.9468	142.2003	123.98	109.6713	405.9609	215.4905	557.9991	1514.2013	604.0878	3289.0664	552.9979	321.5743	433.6588	2557.1205	365.4996	280.786	162.3791	961.1504	1199.9118	215.1899	1140.771	159.5062	498.6807	150.6464	24.102	240.0371	204.7768	899.8161	1627.4165	2822.4532	7285.9649	290.6386	99.359	1413.7555	1069.145	291.8175	555.1419	121.8425	307.398
LYZ	242914.1982	640.3561	1060.9078	1117.4278	389.023	36.175	794.4573	12794.163	157.2013	9789.0197	50892.8719	73557.7061	47460.9844	1053.0838	19600	30862.9921	4203.6102	200456.8528	54429.7785	43801.8779	36490.3293	28225.3797	43687.011	225588.8058	9315.2317	130700.0603	100452.5056	30113.7327	187060.927	29665.4314	53008.3632	131946.6334	129258.245	118557.9755	127202.5937	84480.3869	60652.5177	68228.4483	37337.4893	94550.89	45506.7798	183350.8982	23922.4542	88038.9329	104377.131	101412.4271	9722.3842	77499.505	48869.678	74960.4878	20025.6772	89687.5112	114059.2587	23385.1571	44340.6065	98069.8181	82528.2505	31587.2483	42775.9932	30061.9446	84610.1246	90946.6153	50160.0071	20530.5385	20071.643	8003.4475	25138.0893	90541.1043	31100.4785	73439.531	5987.1383	12190.02	22422.0018	15675.5793	26178.2542	39660.2845	7190.5559	107003.8425	53476.1445	30256.7568	37150.6463	80096.5487	19751.5337	53187.526	13584.892	16764.6007	12838.6034	74399.8748	9133.0878	22648.656	17300.6424	28008.9168	8081.7091	17076.1075	17084.1777	12165.4737	51246.181	21444.7611	11487.2921	24904.9486	6295.1724	4622.7401	19537.0558	47847.7334	21393.6905	47022.5716	17298.9076	19669.7474	27056.843	26509.502	85683.3667	26247.8956	23540.5052	46984.5475	25189.7387	8138.8962	9926.012	33976.3742	4307.3074	14553.0852	57128.0192	23509.8629	17316.1048	29933.7102	8536.3766	4490.7288	4975.939	7277.8198	45776.7344	19826.5525	17618.9105	23404.3653	3038.602	13657.0832	31849.7817	3062.0751	9374.9275	3011.4894	4441.4557	8629.6729	15525.9259	5500	22791.4559	7473.082	3792.8638	7708.5559	7979.8664	7170.4745	49453.6383	5936.2573	2304.7896	13553.6859	2659.3886	16675.8364	13902.2448	1141.4611	21546.3101	1220.6633
LZTS2	3123.5955	1436.7953	1065.5632	1456.3022	226.5284	1054.3955	1507.5058	651.6066	484.3253	1714.1155	993.8195	1679.5699	2405.7623	1465.4802	2679.3201	1510.2362	1991.4945	3717.2589	1403.4719	1491.0798	576.5813	1128.3684	983.4811	1412.0255	1355.5225	2996.8739	2016.4547	2076.5111	2241.7824	1865.0079	1765.8303	1269.8254	802.1201	1213.1902	1509.7264	2144.0086	3340.4078	2120.6897	2150.9034	1184.8471	1836.6222	1369.4611	1403.4938	2440.5191	1193.763	1306.6559	1404.1123	1434.1584	1492.1115	1440	1560.0438	1633.3417	864.3072	1859.1549	1926.5163	1837.2253	995.2349	2463.0872	2215.5537	653.4239	1110.7872	597.1381	1532.7368	702.566	1341.6423	717.6996	1346.9284	559.9182	2754.7847	1336.052	1727.7599	1518.829	1857.0784	1005.3476	1430.9342	1973.1947	1145.6798	4676.9132	882.5989	1983.1081	1604.7004	1633.4644	2413.3436	752.5988	1893.59	1741.3588	1536.4613	2603.2541	1869.0163	1240.5648	1158.4582	1028.8006	792.7286	1652.783	2315.6664	1717.0526	1716.2162	2506.4417	1416.0653	2278.7849	3495.8621	1003.8741	707.6142	2382.7974	1445.0756	1931.017	2372.3932	2198.398	2239.3744	911.8297	1875.1349	1554.2929	1311.8467	1688.7417	1130.1116	1843.1476	1840.5103	1689.4889	1123.7417	1868.0989	1672.991	1080.1711	2705.9119	1884.8921	1332.5501	2058.2147	1153.3633	1682.059	1945.8752	2432.5482	2263.019	2253.3027	3420.4486	2494.3543	2481.2227	2846.6939	2210.8315	4356.0519	2801.6878	2736.5654	3153.0864	2155.6728	1573.3558	2991.5938	1941.1492	2573.0122	1460.4588	2098.4183	2270.2703	2757.3099	3405.6604	1649.0385	1291.4847	1223.7918	1232.4403	797.5803	1700.3467	2045.2806
MAD2L1BP	1115.4239	366.7656	570.5418	363.0032	567.3539	738.3961	334.873	265.4693	309.4048	440.3623	601.9778	400.7168	870.3481	417.3059	430.5949	1044.0945	544.8428	882.7411	672.8255	708.9202	605.3319	901.5189	430.5338	582.4328	527.6342	532.5258	402.0194	456.7925	576.5369	401.2705	329.1517	509.4763	627.2085	672.6994	576.3087	442.7727	650.437	448.2759	434.0388	583.7517	692.3162	513.1737	489.9872	369.142	557.1726	519.2037	393.0543	563.8614	883.5098	466.8293	440.8956	889.3635	715.6253	446.9122	355.68	405.575	401.6338	380.3132	475.9087	1121.7982	465.4121	427.0776	502.525	347.3076	481.3989	399.906	426.7904	606.135	394.7368	398.6237	398.7138	357.9508	432.8224	348.3066	426.7483	315.6455	421.2994	451.1687	484.1857	418.2432	486.9565	504.5872	475.8436	513.5135	386.4173	557.8069	418.8749	403.6295	392.9511	566.9291	390.5782	357.8764	282.2339	281.3328	391.2705	499.7895	446.5335	595.1431	396.6112	481.1367	409.6552	312.5897	448.2234	542.8129	485.537	531.5749	672.7905	517.5601	856.4216	648.3613	458.7637	428.8721	512.1951	959.1611	619.2669	531.8194	515.637	449.8554	942.7252	324.7564	527.6177	397.2907	500.5298	288.2837	508.5172	672.2725	395.8508	408.7812	449.2877	446.4668	568.2745	495.6921	742.8273	327.1658	479.9127	237.5457	264.4091	429.8192	532.7004	432.243	450.3704	449.4283	622.8218	370.3831	356.8119	333.77	370.5353	487.2583	425.7796	289.4737	354.1364	405.4487	340.6114	428.2528	478.6387	386.2262	542.843	385.8418
