1204.2117	2782.1634	2457.277	1710.4361	1629.6296	1157.3445	4331.1351	2385.0289	2963.3979	4628.884	2887.8657	3483.8862	1597.4441	3063.0969	3300	3913.9831	2939.1089	2205.768	1759.1623	2178.9664	2270.2703	2511.8962	4263.3149	2820.9581	3456.7302	2138.1683	2593.7873	3918.7586	4449.0246	2092.6724	2141.4898	2360.6106	1248.791	2152.7756	1745.1169	3134.9693	4414.311	1962.5935	2551.5638	2021.3385	1666.6667	2324.7944	1528.0899	1972.9092	770.0508	2549.3994	1296.5517	1134.2479	1839.0336	799.4527	1242.6557	2184.8421	1532.3461	1992.4271	1545.7271	1778.8342	2250.5353	2696.9862	2288.8134	1537.0032	2196.5093	2109.7026	1964.1826	985.4586	1378.7437	2560.3475	873.4793	900.6135	1054.659	967.5676	1135.6815	1752.1902	1098.9487	429.7738	1456.1541	732.9193	803.8774	1339.1148	1406.2228	1653.7545	1276.4571	2253.3858	1648.7965	2085.1499	1692.3915	728.146	1122.2973	1576.1437	695.6993	1358.6362	1406.6528	1117.462	1299.1087	1244.9898	660.6597	1391.3043	1119.8094	1116.9649	820.7585	904.2197	1215.2948	2076.9561	1051.7766	1923.3912	1401.5748	2936.5439	942.6204	1562.425	1596.9989	1414.9349	1299.6416	1832.3033	1009.4295	759.0504	1015.2253	698.5755	1127.5431	991.3676	992.4942	1011.3047	69.8864	736.7302	973.4902	2236.2031	3054.007	4569.4583	2122.9424	3418.0735	3210.7209	1904.6411	1913.3652	3391.0318	2869.5286	1293.994	2079.5987	2057.9495	1510.2041	3338.2969	1816.1379	1567.7046	2755.7433	2063.197	1484.7162	2120.1923	708.6357	1426.3158	2395.4262	1839.485	1600.1757	3712.3221	2022.7754	1836.886	2645.8045	2565.4862	1166.6667	2064.1975	2453.8551	1616.7505	2036.4851	1313.2911	453.2735	1373.9519	5372.1443	1879.6467	2736.8369	2879.9127	2936.3865	1427.0804	937.9238	3353.2453	2030.7175	2602.7837	2309.5102	2108.2513	2290.7466	1585.4627	1351.0134	2921.2549	2515.0625
134.6633	214.7635	100.4695	140.6173	201.0085	225.8233	131.9946	248.0111	80.3424	84.6675	156.013	149.4328	122.9493	144.0426	119.5122	283.9853	148.5149	84.5382	158.19	150.8144	208.316	177.3612	64.3375	215.5689	132.7307	104.288	151.135	286.6271	143.6643	303.8793	138.9929	130.9311	188.6083	191.9975	125.7773	315.9509	96.5842	200.2494	222.3161	86.324	103.9657	139.1304	58.5045	131.7836	133.5025	63.5428	82.069	94.0715	74.9922	98.0504	73.443	120.4211	111.4575	148.8073	103.0735	40.3082	144.3255	110.7793	94.3544	95.4754	166.9177	100.4388	99.9422	93.9597	87.9936	174.9922	79.5943	152.1472	67.6731	46.6216	84.1246	76.9712	89.0538	63.1247	121.1168	103.1056	73.9405	59.2105	82.279	88.7962	100.4601	114.8973	61.8162	96.7302	113.3103	344.8607	107.2997	119.2813	76.9787	150.5307	116.8399	94.3891	117.2906	163.1902	100.9167	140.8916	130.0204	98.0782	77.179	96.785	45.0904	425.1935	55.3299	51.0725	67.7165	95.7507	56.459	82.2329	101.8221	80.3836	84.5878	130.6139	105.8359	80.1187	104.1413	120.7977	26.3786	9.0868	36.3741	13.8316	5.8526	71.85	255.011	109.2715	97.9965	95.6505	104.7887	36.7428	91.1892	33.9843	76.4606	110.8968	67.3401	113.2245	119.5071	65.3789	59.949	54.9093	96.9273	87.6177	61.7903	107.0632	112.4454	227.5641	54.0639	26.3158	158.0042	131.3305	130.4921	82.0831	44.3414	77.3865	85.0947	73.6369	117.4142	69.6296	117.4065	128.0894	75.0257	87.0253	25.6328	81.2799	130.3491	43.3653	151.1239	133.1878	82.4596	117.2787	86.5936	174.0379	126.2299	99.0364	63.0716	110.5223	87.2887	96.8001	45.7094	76.0517	155.7439
87.0047	208.7561	491.0798	73.4934	241.3493	426.5551	286.1562	228.0638	405.832	346.367	363.4886	967.9339	869.6198	321.9039	532.6829	602.5502	754.9505	635.4944	194.0912	247.7378	1298.1289	304.2538	820.196	1084.4311	530.4818	392.271	263.4409	478.3204	497.4948	323.8147	800.6658	192.5457	318.6459	962.5178	160.4625	207.6687	438.1625	824.4389	192.7303	291.4646	109.3248	254.7591	300.2712	438.6961	555.8376	228.0367	107.5862	107.7903	145.9052	346.1407	331.3749	212.6316	218.2385	198.031	112.069	533.4242	428.2655	353.2446	601.9341	497.0785	357.5795	220.8679	264.0092	50.3356	41.3464	251.0084	190.0658	218.8139	104.633	123.6486	134.3543	225.2816	394.5578	11.0468	320.4876	57.5569	94.229	190.7895	297.4364	203.8141	207.0552	56.3565	206.2363	277.248	135.1008	244.9568	166.8814	303.3006	128.6592	192.1304	786.2786	249.6067	129.0553	275.6646	139.1522	165.6577	312.4575	177.2697	226.7465	179.5044	129.3666	396.3887	284.7716	5.1073	177.9528	77.6204	247.9288	177.0708	130.761	352.5919	318.9964	185.0021	29.2511	18.3976	124.2387	149.8575	17.3986	248.9777	475.1732	434.1003	2.4099	43.9679	585.5425	302.4283	783.5366	703.346	294.9609	194.6375	423.2902	333.2488	130.723	302.3144	329.9663	86.2663	348.926	187.7167	198.9796	145.6491	325.2561	353.3671	514.3913	867.658	155.0218	222.7564	450.6531	61.4035	348.8565	227.897	425.7469	372.084	364.0028	181.6497	255.7759	296.796	632.3659	170.3704	109.229	275.3418	417.2662	122.3629	3.4177	185.9794	300.5914	274.6472	484.3714	506.5502	362.41	777.3033	37.037	210.224	155.9875	57.8158	404.1253	795.6094	567.5063	609.223	45.2781	689.2181	519.9295
108.6173	168.2064	409.3897	97.5012	190.5756	22.4778	641.3324	370.3544	88.5826	194.7944	405.7421	428.399	250.3859	348.2073	653.1707	436.1357	389.604	645.2114	126.0284	269.4551	379.21	332.372	564.5505	298.2036	259.7288	222.3399	419.9522	345.0479	311.6957	94.2888	181.0237	587.5395	411.0693	229.0052	199.0015	195.7055	82.7444	141.8953	147.0837	184.7721	152.1972	126.9095	228.2061	111.8588	43.6548	70.717	93.1034	79.8628	95.0737	194.7326	79.3184	141.4737	229.9299	115.8652	20.2399	57.6369	57.3876	162.9107	156.5604	234.5968	165.5001	260.8484	221.2594	76.0626	125.8945	129.6928	76.1636	49.0798	103.0713	135.1351	140.4798	63.8298	114.4094	4.7344	149.4298	75.3623	57.7096	149.5215	113.5186	334.3266	156.4417	99.6068	330.4158	181.8801	180.1344	149.5357	224.6176	143.2395	37.2244	47.1749	46.1538	71.8406	56.6845	39.2638	71.1431	54.4854	41.5248	45.7256	97.9375	83.724	100.3799	345.2279	469.0355	140.9602	130.7087	213.5977	236.8825	1347.539	202.0364	109.6141	177.0609	118.253	337.1856	623.1454	152.8624	23.3618	341.2375	638.3462	200.3464	430.9084	183.1507	696.5157	397.7758	277.0419	146.3415	88.7774	549.8175	368.4211	187.3075	43.1144	204.1005	463.838	244.5286	246.5451	211.5364	264.4874	211.0969	120.5212	301.7737	60.8255	293.108	121.1896	170.3057	176.2821	11.2482	22.2222	110.6029	457.5107	64.587	728.2935	345.46	28.2669	642.8828	264.7555	73.4389	165.9259	148.3645	140.1923	256.9373	85.9705	4.6993	123.5271	392.4388	93.4764	242.4625	258.0786	197.0785	176.8669	16.1711	345.7783	189.1049	84.0471	177.5348	297.5019	155.1512	81.1473	67.2704	154.876	374.2553
1850.9282	1243.5257	1883.5681	1204.3116	1756.9118	1841.0873	1588.9729	3063.2362	772.0079	2435.2264	1131.636	2164.8979	1603.7262	1947.08	2111.2195	3171.8176	1463.8614	1881.7048	3580.7779	2185.4012	4237.422	2103.1002	1047.7205	2782.0359	1257.1933	1497.0884	1661.2903	4838.8864	2736.7288	2616.3793	2728.6725	1547.5175	2099.9463	1053.2975	1935.0092	4750	3001.4723	2484.0399	945.9003	696.8962	797.4277	1259.6945	1654.3975	1816.3069	808.6294	1706.4322	485.5172	522.7829	1048.9489	1037.0539	1028.2021	1330.1053	997.6617	1618.705	1002.6237	1490.2728	1710.0642	1718.4361	1328.5416	590.1292	1153.1851	975.6216	876.9497	1079.4183	1216.0085	4741.8554	1241.2601	1772.1881	511.1921	841.8919	978.4584	1422.403	789.1156	281.4308	1452.615	287.3706	671.7764	481.4593	1229.345	455.3039	1175.2301	813.0188	661.3786	613.079	769.9292	713.0964	980.1977	1295.7818	1121.0698	1272.006	1125.5717	1306.2402	821.3904	537.0143	812.3482	2122.7298	1494.2138	517.5613	794.9434	501.0047	1142.828	1684.8667	503.5533	524.0041	974.8031	817.5637	1816.5081	415.9664	368.7031	1145.467	1670.9677	1126.0816	293.5749	403.5608	132.7649	507.1225	139.7502	58.1554	305.4273	25.5353	72.6406	187.1316	114.3153	1829.4702	1466.0279	1713.69	715.4096	727.9047	1138.6322	1071.2655	1640.2035	1457.0878	679.2929	513.6764	1751.1722	871.7187	870.5357	438.8087	629.5279	810.2824	1054.1326	1347.2119	843.8865	935.8974	443.3962	980.7018	813.3056	474.2489	735.5009	1543.3162	1016.2249	1911.9555	2018.6618	847.6672	2028.1442	638.0247	894.8598	4108.4423	979.9589	645.0422	104.2401	696.1601	1654.6446	553.149	1582.649	2357.6419	966.8389	809.1849	439.7496	1021.8265	1296.3763	597.4304	1937.31	1492.8085	1175.9373	1498.5485	715.3946	2433.6529	1066.3758
3088.3901	1867.5412	2364.3192	739.8334	1026.6041	134.344	4566.4079	12779.5527	1863.3252	5080.6413	2075.8397	4079.74	4675.665	154.0629	1356.5854	1580.2896	5263.8614	5411.4195	7543.3807	4575.1056	7092.3077	3517.664	2137.6225	5944.3114	944.5486	1071.9958	1090.8005	17206.7549	5848.6093	3471.444	3539.742	637.0513	819.4519	5643.8399	11189.6295	1029.4479	744.9941	2646.1347	83.6855	2171.678	1163.9871	378.8484	2106.9353	3326.0509	12.6904	234.6985	105.5172	94.5615	390.3357	451.9439	32.3149	453.0526	871.3952	426.7323	82.8336	973.0472	2113.4904	53.489	25.6142	928.3851	1956.9416	1172.1112	820.3351	49.217	2459.3162	2.1719	987.3816	1276.0736	734.5133	604.0541	211.1281	85.1064	330.2412	5.2604	2491.1522	16.1491	1118.1244	19.7368	259.1568	58.4029	281.8252	27.9598	1202.407	25.8856	158.3439	109.5101	10.8091	1863.6422	341.8865	1324.3272	147.1933	231.7777	85.918	100.2045	73.337	7728.6736	8296.8005	130.8814	188.157	446.4166	287.72	637.1453	42.6396	29.6221	971.6535	443.0595	4.9095	16.2065	80.3859	1387.5314	1047.3118	2137.2064	175.5067	58.1602	80.9988	535.0427	6.735	0.4543	12.7021	0	102.9362	2.1448	3.6208	1056.2914	729.0941	1375.7632	348.0021	2388.282	836.106	129.3431	708.4939	1310.9932	799.2424	58.3278	1042.4163	707.7761	11.4796	66.0772	2.9978	140.4779	674.9406	1054.2751	1044.7598	1438.3013	7.6197	25.1462	2080.2495	72.103	433.6555	884.3287	111.6598	185.8202	1658.6081	779.6515	19.7889	373.8272	1668.2243	6892.1175	2175.2312	10.5485	2.1361	50.5129	242.1431	173.4614	4544.2342	582.5328	1548.5914	439.1308	6.7814	2943.7105	501.5599	127.409	2170.9084	417.8653	47.6591	1490.3102	7.762	1488.1565	1188.8898
2722.6378	2651.5031	1046.9484	429.2014	5595.5486	598.0136	4576.9876	748.0227	596.9027	2030.8355	2945.8288	3679.8759	1094.8774	2324.7221	4166.3415	2790.1448	2879.2079	691.8532	1628.6462	3395.9381	7331.8087	4002.8839	811.6745	3022.1557	1604.2333	1267.3372	2908.6022	3851.2095	3764.2078	4167.5647	1768.2064	1288.406	2484.6857	5013.1267	1745.1169	6645.3988	1783.5689	6176.808	920.541	543.6469	371.9185	843.2432	781.0926	1015.8175	431.4721	436.0882	398.6207	423.3219	1048.6351	380.8004	1035.8402	1714.1053	423.2268	800.833	334.7076	710.8556	764.0257	742.3296	1308.9388	870.1905	1880.3934	2598.2448	741.7678	345.6376	996.8195	2452.3736	515.9909	1043.3538	661.114	1839.8649	732.6187	1299.1239	414.3476	238.2956	1588.2816	246.7909	436.4292	443.7799	597.5127	394.5173	737.7301	987.3307	902.0788	758.1744	742.3279	1754.4028	774.2982	1609.7872	496.5667	1939.316	918.9189	611.956	558.2888	419.6319	325.3154	3800.7705	1113.002	451.9549	302.0625	261.8888	229.2097	2166.3801	86.2944	614.9132	563.7795	934.8442	266.3394	135.054	588.9603	588.2622	2288.8889	625.4635	347.2905	907.4184	149.8173	246.1538	275.0105	64.9705	86.6051	32.4511	89.854	89.5444	81.7277	2150.1104	366.2892	1236.0104	617.7361	1627.1102	1470.1171	830.3322	1176.5069	1290.7425	1207.0707	334.7719	930.76	785.5374	408.801	146.1145	340.7444	343.2295	2760.4964	1542.7509	314.4105	1796.4744	126.9956	227.4854	453.2225	241.2017	484.6221	722.4857	215.2575	584.8007	359.5618	812.2541	383.905	879.5062	563.0841	257.6917	1331.4491	310.654	213.1795	126.7415	2055.897	354.1503	900.1005	2501.31	1231.1219	331.7203	152.3213	480.7582	1219.5824	680.9422	650.9611	699.4701	1358.5443	875.3204	190.1682	1310.3066	754.888
42303.1311	57477.0171	46779.3427	392.4547	402.017	5939.3623	17912.9743	34194.2798	166829.4115	3341.7014	14603.467	17695.0182	54099.5082	83529.6696	14005.8537	19374.5407	46652.4752	11032.727	19807.0307	24570.2795	65825.368	12288.3922	7602.4712	5201.1976	8121.2656	15049.2324	18297.491	16834.3222	49900.2472	16998.9224	15019.975	71181.9557	14094.0355	31593.5474	8280.2838	6917.1779	15293.2862	9049.1272	18676.6695	28605.2376	8391.2111	26886.0165	13798.1403	6659.792	11742.6396	5808.0187	1568.2759	7676.1391	9219.9561	5266.4462	39445.3584	16674.5263	8189.3998	21776.5998	4306.2219	10389.3413	7441.1135	1370.6218	13904.8615	9673.6331	13064.942	9031.2043	84414.2114	6824.3848	51492.7114	3257.524	3144.6627	5006.135	8752.2124	10077.7027	11250.6381	13889.8623	24704.3908	0	26444.7503	1746.9979	8513.0748	8662.0813	2716.9669	9102.503	9755.7515	3892.0926	5146.6083	19760.8992	7946.2502	4965.7381	15192.5365	15734.9305	1603.1803	7278.6534	2666.5281	3595.1757	4977.1836	20280.5726	5688.9446	56247.661	13575.2212	50438.7011	10940.7851	11299.7321	24353.1333	11285.8985	28253.2995	46367.7222	8703.937	24960.3399	956.1215	75520.4082	21080.9218	7827.3578	17554.1219	34476.7202	11192.5415	5.9347	21630.3289	4254.1311	96.5343	0	1.7321	0	0	662.7355	193.4566	27604.8565	22738.676	18340.2637	26368.6009	15315.2929	13093.6537	10300.279	54353.6303	15702.0251	44639.3098	2694.3503	20388.6163	14617.1372	24947.0663	6082.3639	26326.2553	23011.5858	7471.3494	57869.145	16719.4323	3258.0128	27657.1118	8802.924	21409.1476	12506.4378	32859.4025	22486.1098	2482.3138	27455.5144	11939.814	10956.7173	18817.0624	97790.6173	2579.4393	7034.327	7033.9157	8326.4768	21518.3168	8667.5606	19898.4112	26364.6833	5853.9745	61568.9956	41071.8924	33644.1788	11666.145	5376.7949	5627.5498	10582.9764	10655.2048	23872.0666	9630.5122	3546.5923	654.5925	12349.6792	22859.1088
29968.9665	14217.9436	19457.277	9313.0818	8468.0925	2734.9712	9989.2691	10652.5085	50455.016	3953.9125	28473.4561	58055.7595	38976.7383	13986.5351	21114.6341	47384.4824	13563.8614	28781.386	8409.4989	6315.3026	50549.2723	16594.8089	13556.8811	14259.8802	9265.5716	12302.2763	21166.6667	10967.5947	15380.2028	51005.9267	6593.0087	32559.4829	29854.9167	89458.1686	20510.8172	13839.5706	2490.8716	103726.1845	70401.0989	13222.1145	5215.4341	999.2949	4744.6726	13313.6415	11625.8883	413.0283	1554.4828	3756.002	9454.3458	16998.7459	10495.8872	27024.8421	8879.9688	7270.3521	3056.9715	9705.9857	798.2869	2086.3427	33924.7256	34795.8	15018.3397	14970.2584	66680.5315	4241.6107	21458.256	2645.6717	11305.1414	24115.3374	1117.1265	17207.4324	8266.6667	13404.2553	16620.9029	5.2604	41332.6779	2537.8882	11051.3977	21199.1627	6440.2014	5672.2288	18024.1564	1725.6444	7283.3698	31550.4087	6312.6929	1549.7919	7866.6267	36271.1864	6022.4069	14652.0853	1522.6611	4299.4232	9926.5597	4309.2025	6488.1298	29983.4893	44162.015	36998.0119	12630.2063	8990.6229	10339.1311	16039.123	2630.4569	35.7508	20973.2283	9996.034	3408.4075	1487.9952	18687.567	7178.8079	23726.8817	6653.4817	540.8798	10.089	11771.011	31.9088	5.0512	5.9064	43.3025	5.3199	0.6885	2912.0682	2543.9028	13106.5121	20224.3031	15309.8045	8860.4709	6279.5432	5106.5927	8827.7961	15112.6869	27940.6943	35754.2088	344.5749	60.6259	7649.8266	9187.5	512.3313	23449.4129	5286.7487	3291.7877	18510.0372	6213.9738	1618.5897	1043.9042	435.0877	10037.0062	9038.1974	3552.7241	8377.8918	1104.9078	5207.1362	7210.4199	5115.7954	3691.7326	32053.8272	164.7196	2630.8756	5318.6023	6742.616	145.2526	1624.2205	25003.827	2721.8981	3765.365	14468.9956	23708.7857	6264.3515	186.7501	3345.7783	314.3749	9982.334	1082.3396	2021.1961	4707.3755	4463.1042	40.1035	10810.0293	16526.6426
335.8271	678.8328	423.4742	217.5404	696.2267	254.0512	168.2679	298.5442	543.3411	578.4625	316.9014	415.6334	400.2585	423.9862	358.5366	312.0813	220.297	452.3282	412.1167	634.627	1098.9605	457.1017	363.8688	341.3174	497.8503	396.5061	297.491	748.0602	514.2471	561.4224	300.4578	329.5283	350.3493	1022.2995	599.1066	864.7239	524.4405	727.4314	349.9577	272.066	224.0086	428.6722	252.2278	283.4921	222.335	447.3619	201.3793	199.902	350.4864	282.75	182.7262	318.7368	318.0047	508.5195	192.2789	306.6436	289.5075	389.085	260.0627	463.7379	372.8183	346.6602	428.654	306.4877	237.4768	79.4291	471.3906	352.1472	380.531	239.1892	317.3047	327.9099	294.9907	93.6349	556.8227	169.7723	120.8296	290.6699	165.438	321.8117	383.0521	169.9432	282.8228	394.4142	292.7184	325.6484	494.5806	493.9467	256.2342	415.1388	423.7006	448.3482	309.4474	258.0777	430.6198	354.9807	395.5071	292.5779	262.6747	350.6363	204.5174	436.8014	209.1371	176.7109	313.3858	316.7139	412.3964	375.7503	201.5005	363.5533	443.7276	268.2324	117.0045	523.4421	165.0426	184.6154	668.4439	800.0909	590.6467	162.7876	462.6964	624.6657	1098.1508	427.7042	323.1707	292.679	225.1018	186.6931	231.6697	260.7152	316.325	411.7647	283.67	264.1904	225.4934	245.1709	137.7551	476.966	259.3055	240.4055	356.4827	113.7546	347.1616	248.3974	239.8403	148.538	185.447	385.8369	309.754	392.6048	251.1337	235.4032	167.7299	265.8797	173.263	122.4691	267.5234	339.8908	151.0791	205.6962	265.2996	208.9399	267.6563	246.2188	212.0163	355.4585	103.0745	99.8197	93.3751	257.3234	375.33	191.1135	398.6747	287.6609	196.8529	502.125	225.5282	533.1538	415.5408
