FC	opennes
1.55221554	5.725240936
1.480554779	5.704727152
1.234720332	5.704573829
0.732159133	5.68935642
1.40128143	5.683220676
1.152731522	5.675831845
1.097445467	5.671570045
1.741307696	5.66779128
1.031320562	5.66592771
0.631000666	5.665416109
1.615579881	5.663859639
0.651458392	5.663005298
1.490059856	5.657816388
0.790475407	5.647700188
1.420161267	5.646453338
1.300494324	5.64437613
1.40236918	5.638351279
1.793439633	5.637475923
0.893901421	5.635742509
0.646786198	5.635357956
0.874426668	5.628002182
1.083489803	5.62595194
0.784640743	5.616674109
1.142698508	5.607114401
0.519102753	5.604365767
0.82000611	5.599077787
0.905037785	5.595331613
1.045903798	5.590190817
1.754660487	5.578163962
1.011652878	5.574913999
1.214203571	5.569365041
0.936974952	5.568535328
1.372383822	5.562003667
0.658857841	5.557157725
1.717590664	5.557157725
2.048001897	5.556944417
1.031293489	5.55662137
1.538177575	5.547392033
0.547226635	5.546004563
0.554509008	5.542484343
0.554509008	5.542484343
0.742345301	5.541892715
0.89358467	5.541877102
1.412271486	5.535137309
0.950043692	5.529592882
1.085803509	5.529500182
1.558248372	5.527279393
0.467366916	5.510729268
0.93853475	5.508081531
1.031675486	5.507551174
1.271462326	5.506279262
1.908603196	5.504959128
0.705301195	5.504206122
0.816031034	5.502807095
0.545920171	5.495922564
0.865996995	5.495912041
0.455116172	5.49501731
0.71601231	5.494353451
0.71601231	5.494353451
1.191233847	5.493961904
0.377887891	5.486867388
0.542178508	5.485409331
1.372071945	5.483616279
1.269122639	5.483301086
0.666869839	5.483116804
1.222710649	5.483116804
0.503426971	5.483027759
0.804591815	5.482476486
0.792535032	5.481368737
0.932497413	5.479511517
1.375430227	5.477827657
0.814827124	5.477158115
0.387099682	5.467507828
1.054271938	5.465539034
1.120149254	5.464821471
0.765266744	5.458921318
0.640291217	5.457599027
0.657527031	5.456177493
0.910774474	5.455354613
0.717588466	5.4536597
0.707455321	5.452635721
1.637497973	5.441226774
1.559610733	5.439954019
1.869206114	5.43809066
1.514012645	5.436401719
0.436412347	5.435799147
0.62953338	5.435799147
0.610016092	5.431294304
0.469547079	5.429954557
0.524579862	5.424049688
0.624684932	5.420477263
1.327715007	5.41064926
0.666669997	5.408585515
0.85886571	5.408585515
1.373575956	5.407049453
0.209436118	5.403486236
1.485653744	5.394013522
0.755704562	5.39193786
0.764939032	5.39193786
0.665481164	5.391703509
0.678254277	5.38884144
1.16335792	5.388177368
1.075954312	5.378465641
0.408035091	5.371736685
0.871680423	5.360605694
0.988080391	5.359781746
0.746849362	5.356942289
0.490064831	5.355746886
0.684128743	5.355397447
0.643537193	5.354377398
1.212309581	5.354377398
1.669824741	5.3510425
0.929288937	5.33815018
0.716481854	5.333601395
1.041319765	5.333601395
0.654674868	5.332350645
1.136698069	5.330456727
1.41258729	5.328657167
0.496992519	5.327657143
1.177094191	5.323889946
0.939914077	5.32327222
0.573985481	5.323058528
1.454384324	5.321541941
0.912088018	5.321231871
0.796952385	5.320926898
1.072168523	5.318491852
0.925458338	5.317302371
1.512421496	5.314596967
1.815058855	5.314211996
1.099382446	5.31288984
1.015876417	5.312357895
1.158031043	5.310978714
1.438429989	5.309203155
1.162955469	5.307286195
0.80385912	5.30136243
0.925876549	5.287471718
1.505176472	5.287030352
1.262248087	5.283337559
0.840407654	5.282644362
0.830305445	5.282605116
0.830305445	5.282605116
0.792151319	5.278553063
0.880442301	5.277711818
1.295682542	5.276821457
0.824672234	5.276536821
0.875463156	5.270048912
1.914059627	5.269994081
1.073829826	5.266365699
0.850249706	5.261152714
1.392343775	5.260353998
0.589144505	5.259801336
0.524623666	5.250413642
1.565667435	5.250413642
0.720023757	5.246205573
1.354590541	5.244824708
0.997785315	5.232843215
1.34713731	5.232843215
1.493905771	5.228553418
1.753171004	5.2259722
0.726644715	5.224310638
0.688213784	5.223031465
0.601855066	5.220906274
1.629626317	5.217865055
0.928989561	5.216195459
0.566087756	5.214175974
0.879982447	5.214175974
0.930743051	5.213870215
0.946953146	5.212908637
0.619753992	5.207853482
0.807234996	5.207853482
0.829094979	5.206004321
0.996836079	5.204910904
1.197975754	5.203852803
1.10794938	5.201704483
2.049500688	5.197980084
2.049500688	5.197980084
0.801856042	5.196462037
0.678908715	5.195395826
0.768318269	5.194515361
0.768318269	5.194515361
1.010582803	5.193523045
1.214240173	5.192852477
0.745471303	5.190545623
0.811493642	5.190545623
0.600049433	5.188100814
0.977872738	5.185299463
0.693056572	5.185098146
0.814124919	5.185098146
1.62904676	5.183766962
0.808139179	5.180964766
0.560351341	5.179138764
1.225406652	5.176162085
1.564857945	5.17156759
1.62191887	5.17156759
0.860010555	5.170269757
0.454902482	5.168852173
0.71288715	5.167927767
0.374287653	5.159680082
0.374287653	5.159680082
0.675804378	5.158880924
0.593120716	5.158328916
0.846574881	5.157051674
0.705156653	5.154769951
1.006677901	5.154370007
1.006677901	5.154370007
1.068990845	5.153754403
1.882333825	5.153114245
0.711873173	5.15207181
0.52572009	5.150608617
1.452682206	5.150608617
0.531975528	5.149460848
0.690597007	5.14064551
0.754612216	5.138923245
0.89071041	5.137823582
1.953087649	5.132804716
0.533380088	5.129224536
0.731854328	5.12895987
0.758376859	5.128163912
1.481549235	5.127922616
1.017385041	5.122829383
0.892365477	5.11641299
0.626992373	5.116214567
0.874874539	5.115819975
1.197911251	5.111035682
0.379038219	5.10407398
0.353461979	5.096416271
0.746565785	5.090444827
0.860713532	5.083538933
0.869473047	5.077319633
1.450427836	5.075990391
0.825627377	5.072082287
0.733232827	5.071884748
1.114625948	5.067486702
0.645571095	5.063779711
1.31300757	5.062941457
0.662197097	5.061252213
0.517181837	5.058180381
0.696530038	5.058064115
0.783361882	5.054553531
0.319787796	5.050114751
0.925519634	5.04492247
0.706400603	5.044102893
0.309689351	5.040844257
0.919885655	5.035501246
0.794578994	5.03546875
0.552288617	5.030936338
0.918915657	5.030819795
1.191106855	5.029338213
0.586025211	5.025905743
1.542941409	5.022117529
1.622906695	5.019469405
0.617393953	5.018892293
0.897099551	5.018783579
1.082241652	5.018783579
0.760962487	5.018151775
1.459096607	5.016856361
1.177721219	5.01246596
1.104139639	5.012272726
1.147554317	5.010479205
1.147554317	5.010479205
0.828954492	5.010354566
1.240034776	5.009890549
0.859575961	5.005100363
0.664641737	5.003069054
1.011303734	5.0028705
0.469118985	4.998301052
1.039075503	4.998301052
1.553363018	4.998301052
1.32894423	4.997861714
0.747844975	4.993891732
1.185507184	4.992573686
0.564280442	4.991567092
1.798853473	4.990420496
0.603028485	4.989356711
1.430090174	4.988465144
1.119713362	4.985160305
0.691597019	4.979419473
0.616368351	4.979212987
0.785330666	4.976787049
1.067803507	4.975586663
0.629211331	4.975421444
0.562581155	4.973808812
1.273617088	4.972311214
0.729490045	4.971198775
1.669003386	4.968712183
0.850913949	4.967457595
1.439020886	4.966581197
1.456130323	4.966538456
0.443285909	4.966189607
0.569872737	4.965882433
0.94308625	4.965210063
1.660267399	4.958629661
0.359506947	4.954606846
0.871266348	4.953010169
1.859637516	4.951442938
0.272092086	4.946330598
1.37364566	4.941988622
1.443580031	4.939175017
0.543898828	4.938779361
1.114334666	4.938779361
1.068766365	4.938250455
0.785292006	4.936654302
0.753377481	4.93250448
0.970024372	4.932388109
1.037378231	4.926170129
1.659832066	4.925653634
0.89306849	4.92385062
1.573390081	4.923631925
0.41892055	4.923580802
0.923465158	4.922769185
1.031980041	4.919457637
0.942109077	4.917491981
0.818671021	4.912283288
0.728987853	4.911215588
1.361708253	4.909152356
0.69150057	4.902633173
0.447675445	4.90236311
1.349058862	4.897051061
1.000315085	4.895490802
0.746719199	4.894129191
1.222708935	4.890775853
4.576759075	4.890047911
1.364923203	4.889432189
0.730053456	4.887945781
0.835195875	4.879591059
0.914554769	4.879098908
0.453901842	4.877374552
0.707973028	4.87613368
0.84848351	4.87613368
1.371716754	4.87613368
0.773503975	4.873806594
1.554986164	4.865054589
1.186696157	4.862626323
1.509506458	4.862017033
0.912431318	4.854999776
2.073753025	4.854004777
0.398580018	4.851223037
0.681032756	4.847748669
0.996750954	4.847443898
2.305601889	4.847344722
1.168319343	4.841065305
0.715490815	4.840599317
0.38731434	4.840108594
0.894554642	4.831766406
0.692372558	4.830117038
1.038385016	4.82799055
0.84511114	4.826044889
0.704371454	4.822314734
0.480719376	4.821851079
1.703092544	4.821851079
1.431921261	4.818310149
1.05211783	4.813221475
1.26637084	4.810923799
0.554560949	4.810749728
0.714593252	4.80935656
1.12905068	4.80935656
0.839488427	4.808071402
0.77997319	4.803357334
0.884915255	4.802458791
1.153143996	4.802458791
0.478972551	4.800646943
0.384552811	4.800500534
1.072928485	4.795715785
0.792534855	4.795201966
0.612559108	4.794798124
0.772176658	4.794349634
1.308546017	4.793412085
0.510682935	4.792234894
1.053653363	4.792234894
0.698590636	4.79096857
1.032188249	4.790578192
0.823082332	4.788411232
0.977242257	4.787849831
0.912235631	4.787244134
1.67857834	4.787244134
0.859631513	4.78543836
0.816393501	4.782340461
1.249196445	4.781892892
1.598449468	4.77550351
0.648198563	4.774006819
0.932727998	4.773389846
1.089845591	4.773389846
1.541456721	4.770537912
1.277882646	4.770488578
0.404438504	4.769924965
1.055937662	4.76553867
0.54684534	4.764176589
0.54684534	4.764176589
0.499396724	4.761861911
0.718872924	4.755680991
1.685911883	4.751172586
0.954414717	4.751003807
1.048402835	4.745114909
0.694965488	4.743768056
1.37909137	4.737839774
1.672569161	4.73756968
1.249448562	4.736022889
2.818363928	4.732494475
1.310424353	4.731578157
1.366009989	4.731325724
0.957537663	4.729272109
1.299233611	4.728361823
0.558613086	4.726528888
0.50266391	4.724111311
1.101990181	4.72115262
1.771834589	4.721008027
0.549765579	4.720753997
1.11409656	4.719441374
0.683448084	4.712782378
0.874181776	4.712782378
0.952439475	4.711156119
0.950298731	4.709194308
0.562782727	4.705773108
0.681450313	4.702099041
0.579846068	4.702074716
0.885008253	4.701079974
0.768344315	4.687894482
0.949755239	4.686441211
0.673732331	4.686290235
1.413685543	4.683046436
1.189299468	4.682003114
0.971162771	4.681237132
1.440414483	4.680774019
0.787922672	4.672535135
0.696184484	4.671561919
0.695199023	4.671099706
1.146951394	4.669953839
1.050962578	4.666151194
1.434826684	4.662743934
1.254516294	4.662599877
1.917005137	4.662599877
1.781981458	4.660683125
1.958513511	4.65545657
0.823183385	4.652241889
1.352762167	4.651709463
1.344697733	4.648634054
0.988174277	4.648235352
0.641989576	4.646999725
0.48765026	4.644323866
0.804524808	4.642955224
1.251157196	4.640369084
0.792715387	4.640047947
0.402545986	4.638087144
0.358565979	4.636565901
1.21455334	4.635100654
0.905471572	4.634709918
1.360405728	4.632247671
0.853215677	4.631846453
0.636527379	4.628351264
0.670424358	4.627329885
0.596169438	4.622093943
0.668449345	4.616601496
0.678216472	4.616055701
0.807114721	4.61404966
0.440630194	4.61402459
0.931558815	4.613519119
1.371926685	4.613519119
1.407159106	4.613287209
1.62674554	4.608936383
1.704177375	4.608815407
1.09326886	4.608719324
0.866348949	4.605463348
0.500464583	4.60316914
0.610339635	4.60276995
0.878188215	4.599646354
0.937854248	4.594257663
1.394209447	4.584419944
0.811268447	4.58250256
0.762272364	4.575241142
1.013037386	4.573301694
0.640322758	4.571153307
1.675865576	4.570689161
0.729799264	4.566131567
0.878593836	4.561932701
0.981575409	4.559012243
1.722776385	4.557817903
0.602932516	4.555482417
0.658389314	4.55273388
0.526649082	4.550718876
0.526649082	4.550718876
1.568540758	4.550718876
0.874199513	4.550010597
0.639554676	4.546531511
0.739471496	4.538481955
1.046010178	4.532685654
1.337083183	4.531684627
0.876654005	4.531448248
0.876654005	4.531448248
0.510776516	4.53060525
0.498452624	4.529897244
0.937804125	4.52813385
1.55837809	4.525844618
0.643591305	4.522926996
0.646090164	4.520359697
1.417856149	4.519841848
1.568629773	4.515166146
1.438612884	4.51144753
0.675305899	4.510614799
1.128649201	4.507918738
1.287956836	4.507918738
1.219234929	4.507739202
0.627371308	4.506918881
1.088388947	4.506884227
0.619059044	4.503049719
0.860155798	4.500556981
1.18736325	4.498028432
0.559737296	4.497886659
1.200438959	4.497413091
1.200438959	4.497413091
2.447095845	4.497413091
1.052607693	4.496463183
0.611118807	4.494743036
0.935581866	4.489623562
1.941647639	4.489467729
0.899956473	4.486804864
0.953021634	4.486804864
1.262504102	4.486804864
1.124729713	4.486468638
1.203904141	4.485348175
1.203904141	4.485348175
1.567750133	4.484739348
1.273712282	4.48393927
1.551117815	4.48392174
0.5639353	4.483101762
0.554072464	4.482894441
0.778144735	4.479604748
1.181269539	4.478781136
0.89216391	4.4778198
0.593193879	4.473632775
1.745603492	4.472500209
1.298288016	4.470342174
0.451771882	4.469821188
0.951782904	4.469741527
1.18102728	4.468392261
1.072445387	4.466729774
1.030800085	4.464759043
1.150057915	4.462696831
0.788968592	4.461990969
1.087707257	4.461689785
0.800432631	4.461169235
1.457445479	4.460242238
1.373579889	4.459225497
0.664872459	4.458610253
1.130205481	4.456610418
1.19073649	4.454764761
1.416915292	4.450927644
1.36321561	4.450662355
0.951672728	4.448173279
1.61323708	4.447683705
1.124885174	4.445574638
0.963822421	4.444997488
1.093733314	4.444997488
1.325199945	4.444546546
1.433239714	4.443394395
0.568975816	4.44308794
1.324647924	4.44308794
1.324647924	4.44308794
0.831248325	4.442390143
0.798113134	4.439257399
1.533402974	4.437091706
0.980247674	4.436495962
1.150427727	4.43260724
1.091865021	4.428568435
0.40380294	4.423363363
1.34262448	4.422783754
1.311743915	4.422528212
0.464676687	4.412359191
1.081907118	4.411213082
0.472297352	4.411196427
0.69524215	4.410992716
2.317762656	4.41061908
1.747093189	4.409868939
0.525228949	4.404006516
0.90442166	4.401196359
1.541093295	4.40114053
0.916340463	4.394616543
0.628039603	4.39457674
1.039407438	4.393966701
1.674753589	4.390201438
