genes	CAS-DAC-1	CAS-IPMN-1	CAS-DAC-11	CAS-DAC-12	CAS-DAC-13	CAS-DAC-14	CAS-DAC-15	CAS-DAC-16	CAS-DAC-18	CAS-DAC-19	CAS-DAC-2	CAS-DAC-20	CAS-DAC-21	CAS-DAC-22	CAS-DAC-23	CAS-DAC-24	CAS-DAC-25	CAS-DAC-26	CAS-DAC-27	CAS-DAC-28	CAS-DAC-29	CAS-DAC-3	CAS-DAC-30	CAS-DAC-31	CAS-DAC-32	CAS-DAC-33	CAS-DAC-34	CAS-DAC-35	CAS-DAC-36	CAS-DAC-37	CAS-DAC-38	CAS-DAC-39	CAS-DAC-4	CAS-DAC-41	CAS-DAC-42	CAS-NEN-1	CAS-NEN-2	CAS-ACC-1	CAS-DAC-5	CAS-DAC-6	CAS-DAC-7	CAS-NEN-3	CAS-DAC-8	CAS-DAC-9	NPC-4	NPC-5	NPC-7	CAS-DAC-65
PYCR1	25.8893	9.94678	10.0761	5.10334	9.56431	8.27235	11.167	17.1789	11.5444	8.73464	10.2108	8.44655	24.6114	7.92683	8.0075	18.9251	5.89706	25.6869	22.9967	8.38448	17.8621	14.1863	25.0735	21.6676	40.0205	9.00764	16.3391	22.5874	10.2014	10.2428	16.4577	16.6472	22.1773	15.439	11.1221	12.5994	12.9684	54.8541	12.3362	9.83906	8.764	3.35265	14.5545	23.8767	9.31232	7.72814	3.31835	27.1173
CACNA1D	5.43072	6.72475	11.2735	7.10599	1.70805	7.16308	4.52548	7.7801	9.53887	5.36342	20.3285	6.51041	6.36199	10.7381	10.0885	12.0514	2.98896	7.26035	3.417	6.49155	11.7351	3.39019	1.9954	3.80483	8.53234	15.4723	0.425414	4.97731	7.47984	16.8295	3.92609	3.63442	5.50147	8.42719	4.00015	11.2317	3.59662	6.57491	10.34	3.15495	1.90173	63.5588	1.8782	16.9781	9.93679	6.83524	19.8642	18.9469
OGT	22.6251	22.4312	36.0696	38.5897	26.2564	48.12	24.5174	22.079	28.5731	24.7305	39.4232	24.0474	39.9412	18.2216	19.2222	23.9682	27.2813	31.815	34.6586	26.8753	37.2868	23.88	44.2761	37.7579	23.4043	31.6127	41.3304	33.7283	35.6402	30.5513	56.9028	26.4734	41.2124	38.4388	31.9493	22.8048	52.1303	47.3033	55.0443	19.1567	31.7614	30.5581	30.7399	31.8564	26.6745	30.2221	32.6174	64.2822
GDI1	15.299	21.4373	15.0235	17.5422	21.7697	22.8054	21.4098	19.1235	18.1791	23.5417	24.5621	18.4111	22.6074	44.7517	18.0382	12.3729	40.9918	17.395	16.9477	16.1485	12.169	22.4053	22.4348	16.8119	34.1226	20.3123	13.9476	21.5612	21.3022	16.2138	18.8896	22.9975	14.6512	16.1682	12.5279	20.3154	29.8306	22.2462	13.8229	16.7233	14.2555	65.6279	22.0243	13.407	13.9214	14.3749	15.2069	78.6701
POLR2K	31.4353	30.2673	32.8691	34.9261	21.0897	31.7214	26.0101	24.6367	23.4984	34.5514	31.3442	29.4772	28.8421	21.4669	12.7564	21.8611	26.7242	21.3548	25.5355	29.1121	32.222	23.5979	30.5754	27.8474	26.5804	39.1643	57.9182	19.6635	22.6655	19.8945	30.2722	18.2976	31.614	18.3533	12.896	16.5981	11.8045	28.7904	38.4551	33.0132	36.3371	32.4623	41.4891	27.1358	7.88723	9.4688	8.90532	10.6247
MRPL41	31.8818	28.8081	32.9817	26.5974	30.3776	15.9912	17.9789	47.3376	34.4538	22.2665	30.1214	25.0595	47.5903	23.9072	24.5339	20.5664	27.4126	37.286	34.351	39.154	25.4085	47.2207	45.7948	41.4117	48.49	19.2257	27.7303	29.4688	40.6661	32.9829	16.6711	25.6651	34.2626	22.7314	25.9112	43.9335	28.6694	16.9895	36.5562	26.3929	34.6426	24.5376	30.4311	43.1186	19.4476	15.9443	17.8612	34.4017
TTLL12	20.6157	30.7321	16.6921	15.6513	20.9289	5.05614	4.83824	25.5119	28.9242	6.30891	13.7484	13.5686	28.3374	6.698	17.1828	25.4852	12.35	10.4746	22.4744	14.8134	8.33002	35.7034	46.6644	21.0984	34.6796	4.53482	10.4896	12.8645	11.4936	9.98874	14.8991	20.1597	24.6945	9.09638	8.06683	4.89008	12.1292	19.4201	17.4585	7.51231	14.5422	3.42454	13.2243	22.9415	10.4115	10.6217	7.13763	11.906
PTPRN2	6.58238	10.9835	9.35916	8.09937	0.92756	3.57759	9.35458	5.33812	9.12567	14.8103	2.62587	0.744713	9.76897	5.25726	1.34462	15.2497	1.93866	12.3585	9.28272	7.02655	9.57228	11.4626	3.20879	7.47162	21.5094	1.99306	3.68298	13.0544	5.09882	12.0737	10.4184	4.67837	14.0185	22.9292	4.55121	8.95247	0.152396	35.5244	11.9911	9.39401	9.18368	52.6775	5.82038	24.5982	5.07483	4.23725	0.512199	71.7999
AKAP13	23.5986	38.7476	31.2065	29.9851	34.9072	48.1467	22.7752	43.3053	34.2826	21.8389	33.5013	25.6702	31.1903	31.7078	23.232	23.3076	23.3044	26.2916	27.0171	47.9565	32.0228	24.5508	48.032	28.7519	19.3504	17.6154	29.6551	19.6445	26.1254	46.1087	29.9498	20.5475	30.3554	21.8205	49.6433	15.2502	16.1563	18.3189	28.3208	19.5322	34.9106	21.6561	43.1752	22.6919	21.2631	22.4815	16.902	18.9706
POLR2M	9.95272	15.4733	5.87795	16.7804	23.4184	46.059	27.6913	27.635	22.4879	51.4429	24.3911	7.71059	24.1426	17.7325	12.0376	23.113	21.5872	19.4229	20.7806	23.9115	22.3911	20.2173	23.026	28.6928	23.0579	15.0539	21.0923	19.61	16.4831	20.5924	33.4928	20.9693	23.4357	8.25956	8.88223	16.8411	4.93101	20.9406	24.2568	33.992	20.1266	17.8006	20.1166	21.0361	5.99829	7.02753	5.4567	20.3205
NAMPT	34.2784	11.198	16.0205	24.3495	15.4379	22.0838	8.29389	14.3245	20.2678	5.63965	16.074	4.49473	17.2874	39.5263	3.58113	13.188	26.987	7.41983	14.4886	10.4801	15.6718	23.6624	23.1155	25.0728	30.8283	7.12216	13.0115	6.86912	17.903	48.757	13.2369	22.1834	17.4268	9.88725	10.1516	12.7338	8.94408	9.34344	14.3477	14.1911	16.7979	5.29446	19.0674	9.19804	6.60242	8.52286	5.30913	12.4083
NDUFV1	35.2604	32.8291	32.9853	25.921	24.893	36.6939	26.3645	38.4849	31.0854	22.5269	30.7971	27.7054	41.3271	43.8169	25.4508	45.2845	25.0179	32.8153	47.1876	23.8622	25.6684	38.8032	46.5354	38.9252	44.495	21.7488	31.4042	61.9635	33.6073	25.6922	34.4652	48.3517	42.0928	25.886	31.2601	14.9801	36.8305	45.729	43.0378	28.6172	34.1515	18.3557	32.0431	39.8742	25.7186	21.678	26.4124	26.2254
GLG1	32.4926	26.8988	26.5857	25.7351	49.3661	34.5211	25.1989	37.9689	27.1087	39.2503	25.8358	24.5601	19.8966	17.166	37.0933	26.6232	25.4528	30.2674	24.7556	28.1111	28.4826	30.8	40.5664	18.9519	26.8204	24.1773	20.9663	23.2677	21.7726	20.8841	23.7978	28.4692	25.371	30.1297	28.1355	35.2645	16.0102	13.6254	23.2474	23.1053	22.3222	71.2679	28.8848	29.5196	37.4473	34.992	34.0755	16.721
VWA5A	9.27782	12.2187	6.18001	7.39298	6.63657	4.06622	6.95861	10.6847	10.7981	2.45417	0.273034	5.8948	4.57826	5.76815	12.0283	4.26525	6.09455	7.19116	5.68108	6.80901	10.5497	4.91582	3.40054	8.8522	2.86631	8.87288	8.92855	8.4733	7.28129	10.7254	4.17605	8.48525	4.37042	18.1316	10.4133	4.21371	0.097358	2.83462	5.36243	4.39264	6.23476	66.0866	1.49693	3.07075	12.0309	11.7119	4.64806	13.0835
IDS	6.76564	13.9181	6.27255	10.4889	17.9934	15.78	7.65245	33.1324	5.94625	6.01072	13.7354	14.6889	15.1886	24.8818	20.5464	9.25216	10.3845	7.34718	9.01637	4.16212	4.50586	12.9595	7.56325	9.46917	9.41457	20.2572	8.07982	18.2706	9.74769	7.10221	7.59663	13.7365	5.80154	7.47986	8.20685	6.23637	9.70976	10.2635	4.53415	10.108	3.91382	61.0696	13.4059	4.46265	8.97485	10.8399	6.31605	33.0928
NPEPPS	37.3631	45.6635	35.3741	39.2158	48.2865	60.7329	32.7731	34.5349	33.7988	28.4206	22.7436	33.8608	32.5117	36.0357	47.2824	33.3751	47.3224	29.1991	35.5148	36.1356	35.657	45.9247	35.9274	58.3265	44.8565	38.542	54.7751	52.6468	33.6417	27.4878	37.542	34.2267	30.422	45.4524	42.5455	38.1659	24.1112	22.0469	35.0678	29.4517	26.3846	21.0767	32.3964	27.9191	47.1341	50.6664	36.0873	57.4196
TOM1L1	11.6678	24.4767	21.3218	18.6681	17.4662	20.6537	30.615	13.0969	26.467	27.7989	14.0257	17.5469	11.8596	19.2446	16.0236	17.8837	16.7117	21.5429	34.4736	20.5811	23.7	17.4419	23.491	47.8893	27.6171	15.4139	60.8831	31.9232	18.3142	23.4654	14.6925	32.7973	28.0232	19.3874	18.7834	16.2098	9.15565	13.7875	22.8614	32.8233	25.3019	12.4008	15.9252	23.8632	15.9556	17.8106	16.0897	16.094
CBX6	13.0389	10.7077	11.2391	9.55459	21.6461	46.5527	12.6311	36.1687	3.74744	13.1695	13.1088	24.6193	30.9256	17.5554	24.0996	19.0431	13.6141	11.1512	21.3497	7.27037	1.43103	14.6313	8.76581	22.3671	18.3757	8.23909	16.4168	14.4317	8.77245	4.01389	7.01351	3.63092	19.9287	4.9124	8.49232	8.62239	29.8604	6.74276	8.50203	11.535	7.14333	34.5972	7.82407	12.6961	11.8568	12.6688	12.2408	52.5845
NDUFA9	26.3581	30.7404	23.0784	31.0235	33.2625	28.158	15.4998	23.5067	29.1709	18.7712	30.9737	22.6068	16.7994	28.3852	16.1397	50.1959	8.00544	24.8577	27.4899	21.3512	25.6372	42.5354	36.4885	21.4526	24.9404	15.8604	29.7537	23.4756	15.7124	26.1087	47.4646	33.9776	35.9788	20.4375	16.0948	32.9176	11.5729	45.4076	27.6894	22.47	31.9389	20.38	37.405	21.9194	15.5714	15.7186	15.7371	11.1197
RBBP8	17.038	15.6885	14.614	13.1366	12.9935	15.5487	15.0064	21.6942	16.0835	18.7074	47.8551	37.8521	11.3248	28.6533	15.4418	15.4546	12.4339	11.8244	12.4109	20.4979	11.5405	20.0635	20.5555	8.26598	19.435	37.0694	12.7244	14.1116	19.3791	31.5976	20.5679	29.2537	24.1912	7.45168	6.43224	7.53012	8.55898	12.5052	17.5148	18.2682	25.2064	2.51717	35.643	12.7956	6.21765	8.31945	7.27685	45.7591
TNFSF10	20.9988	36.2231	14.1892	16.1121	5.67412	7.91485	21.8996	20.5717	22.0133	17.3704	5.62208	22.0722	13.9143	10.3661	31.0382	7.2815	7.95916	24.7527	24.6503	25.9264	31.8061	9.25945	27.3906	19.9211	11.8278	20.5479	14.2127	7.64181	18.2879	28.7148	9.25303	36.9814	15.543	22.3757	21.0479	21.5848	0.0399025	1.0307	17.2665	25.4378	35.1395	1.16533	8.2625	20.0668	10.1187	11.8213	13.1902	1.86042
CALCOCO1	18.7349	14.0556	10.1006	13.1311	16.8949	14.3253	20.5634	16.9877	7.79885	15.1413	8.15772	18.6505	13.0949	43.7618	39.4786	9.86964	12.387	24.3348	9.64401	10.138	15.521	5.49366	3.65223	11.1882	8.51853	19.3484	12.623	9.96477	7.83175	15.3203	6.85961	7.399	8.43765	25.8481	27.3624	5.24239	11.5153	3.0281	9.58009	13.7411	9.26692	19.6294	13.0484	8.34464	38.2317	35.9896	20.5347	4.55046
COX6A1	23.0872	24.8397	25.9187	22.6722	29.751	24.2428	16.2424	56.658	29.5414	20.3428	21.6354	25.6793	13.2019	36.2079	33.8528	45.301	20.219	25.3382	28.0613	22.2507	21.806	36.5767	17.2779	28.9371	40.2038	20.656	29.4982	47.6194	28.3911	28.6117	26.5788	31.7459	28.0672	18.6168	27.1843	37.1282	13.5848	23.1859	32.2036	17.83	32.696	10.6197	31.1883	38.4646	15.7746	16.22	18.3574	62.5725
CKLF	23.1828	18.8664	12.1959	11.5991	19.2441	21.6384	16.7793	39.9324	27.3447	39.3184	25.683	19.6137	12.3102	6.81571	22.3145	23.5742	24.0134	15.9108	18.3783	23.3723	13.8473	20.7659	53.1088	14.3259	25.4729	16.4174	10.5299	16.5546	28.4784	20.7046	20.767	35.8189	16.617	10.4124	16.0822	13.6198	11.5684	7.3046	7.57618	26.1337	18.8348	19.4258	25.7097	11.9451	5.82398	8.0655	13.8117	15.5859
GDE1	30.1912	22.7674	22.9968	23.3055	37.4283	24.31	30.3797	69.8703	22.8743	32.6548	24.7144	25.8656	18.314	27.1002	38.8175	24.3776	24.6323	31.4234	28.2819	21.1875	32.0042	28.3747	22.5865	24.5971	23.2062	31.1287	29.7249	39.3318	27.0559	24.55	12.771	34.6659	28.6398	38.9005	26.0444	20.7144	10.8722	7.91344	20.3526	32.4362	22.8247	18.2722	28.4057	26.6032	17.2964	20.73	23.5608	18.3477
STX16	22.075	15.3377	14.4706	15.0305	11.783	19.578	10.9297	13.905	12.8939	9.21656	13.292	61.5426	18.0616	23.0341	53.974	16.6033	16.2749	14.6408	16.7568	12.4593	11.5991	11.6927	16.4923	17.586	15.4204	12.3286	15.3494	15.2254	14.5395	13.2079	13.7951	11.3017	16.2402	11.4524	17.887	8.36028	15.5942	17.5509	19.7912	10.7341	12.2498	13.2901	13.947	15.2786	15.9714	19.1294	14.0784	23.4263
IGFBP6	0.129055	5.35334	4.92639	12.7874	29.1458	21.028	1.0707	9.12618	0.876468	0.448864	1.10229	1.87997	8.69917	7.5967	3.4781	6.67555	14.7316	2.53914	4.83241	4.43788	0.160945	49.1332	3.25983	5.49382	1.03198	10.8072	2.75059	4.60332	8.5696	0.581164	0.385912	7.45743	0.429755	0.72399	6.45686	0.221614	0.292795	4.21423	3.58295	1.35455	0.112931	4.20815	2.64343	2.89974	23.3359	25.4884	8.60154	0
LTBP3	4.38639	2.85945	5.83456	11.8339	45.8143	21.7836	13.7905	11.5525	1.61805	8.11743	15.9616	5.89677	16.0687	15.2794	9.00834	7.87667	10.4684	5.18158	8.50125	2.3852	2.01178	18.7655	6.23599	9.59115	2.59045	10.3464	3.20042	11.955	8.26874	1.30895	3.81373	6.48765	3.76343	3.44448	10.6719	1.71319	7.22015	15.5949	3.80963	10.147	3.10695	16.8174	26.2202	3.08558	28.5185	33.4779	26.4554	3.72546
ATXN10	34.5483	33.7539	35.7191	40.369	35.1008	27.4949	37.639	46.1204	17.9018	41.0804	46.1249	14.3476	28.4579	42.5383	11.775	34.1601	19.8682	34.3828	33.507	28.9791	32.3873	39.4563	44.6063	25.0699	38.4618	22.2007	34.307	29.6993	22.4169	27.3244	28.4886	13.809	43.1129	38.1006	12.1286	10.8276	32.517	29.8302	34.7817	34.8751	38.7559	41.6155	28.839	25.587	29.3309	35.972	23.8575	25.6039
MISP	27.0975	40.989	32.018	29.6982	20.0086	24.3906	23.7825	42.0857	39.2298	30.886	33.5618	21.5317	31.5522	32.3566	21.5625	20.4921	31.9086	30.7709	20.9597	35.913	33.3803	34.4596	18.5477	26.3034	25.9067	29.5201	20.7432	33.447	30.3836	22.3987	35.5508	34.5846	46.3858	34.7522	32.1742	16.6501	0.0495829	29.0847	38.9995	22.7237	41.4591	2.68707	34.5156	34.0635	32.4747	31.791	11.9145	13.7254
HERPUD1	39.9764	23.1523	31.7462	27.7002	25.7191	33.6671	36.1735	21.2427	30.653	42.1608	33.6554	15.9624	15.8469	12.9422	15.2315	30.1337	25.5512	30.7639	20.6932	14.0507	50.592	20.835	31.597	15.3269	16.6844	22.4998	24.0726	28.1367	12.5224	37.2557	24.9051	33.4462	40.3096	29.2957	15.5961	24.6052	17.4684	43.1063	37.5108	27.8378	27.8703	25.6704	42.2741	41.1421	26.4657	26.9189	20.0479	16.7743
ESD	22.8471	26.6466	30.519	32.6836	21.827	39.5281	14.4952	33.1233	30.5819	16.0316	20.2382	12.8184	27.3094	9.89232	9.30952	36.7278	24.2272	21.4083	37.7182	25.6889	26.3371	40.6668	38.2547	32.7715	40.2097	20.2949	39.6623	31.6236	29.5559	18.0991	33.5993	22.7755	32.1265	22.5723	35.4247	14.1548	29.6796	17.4185	47.5316	17.7957	32.9526	21.6924	21.2335	33.0036	12.7207	15.4277	19.0115	14.2183
CBX5	36.9836	17.6442	31.9358	37.2026	27.1345	28.0586	28.737	32.0589	21.0655	45.1692	45.5306	33.8461	13.9106	29.7567	29.1304	31.2885	38.7508	25.7729	24.1558	25.7851	20.3045	45.4909	9.97829	16.0603	26.5587	34.2688	27.5433	19.7428	35.2373	20.9538	25.3281	13.7952	33.3665	19.4515	19.7517	37.7117	36.0593	29.1324	23.3561	32.3541	24.5884	29.037	32.6324	31.7767	8.16021	9.08146	13.1355	21.5326
PTCD3	28.7781	28.1463	34.8934	33.6477	23.599	29.9786	26.9632	30.5791	36.1761	36.0277	26.5085	29.286	34.0708	28.7186	20.8677	31.9077	27.6429	22.7289	31.2052	31.0529	40.6666	27.5725	35.1323	28.0721	26.3525	25.9352	35.1244	32.2106	31.8279	31.3449	44.4639	35.2351	45.9548	26.8426	26.129	23.1028	32.9696	80.9767	40.3084	26.964	33.4652	23.6406	26.176	32.3105	25.0255	23.2275	22.3263	17.4354
PNN	15.9726	25.4202	34.8878	41.134	18.7867	34.3266	21.874	16.7972	33.2825	24.7305	34.42	39.0933	18.273	16.1693	20.7109	17.2247	32.6548	14.6728	18.1	27.4825	25.8798	22.0689	30.1002	21.1125	14.7272	31.325	26.0195	17.964	30.0567	30.3774	30.4489	7.4528	42.4648	10.7482	15.6237	14.002	19.5179	16.3119	39.9688	25.8611	26.5928	8.44177	29.3754	18.2571	9.50106	9.20141	12.0425	8.47164
PRPF8	22.5496	42.3929	23.204	23.6528	22.7538	27.7479	37.5744	24.7156	18.8742	46.0951	22.9423	23.0301	24.1219	41.2417	21.424	25.6298	21.4983	29.4635	30.0804	19.4019	17.7761	31.3806	22.5639	27.2144	18.628	16.6338	34.8982	33.6462	24.486	21.3761	27.1	23.6847	24.9131	16.5565	23.0119	19.1228	61.7132	29.287	24.1967	38.1692	16.8412	50.658	20.7672	25.0133	26.7656	30.7083	27.0662	45.0737
KLF4	31.0015	14.5532	18.6679	19.5996	16.0348	6.17926	7.83808	17.9699	22.5321	6.97101	18.3354	18.5814	15.2609	10.9308	33.6925	4.5247	25.3192	9.57064	6.00296	5.68812	32.5423	15.4902	8.56924	17.3181	10.8681	9.92955	9.34412	3.6463	7.69298	20.2885	3.82217	15.5986	17.8274	14.1289	9.02347	35.0534	1.40197	1.92687	21.6793	7.89917	16.4407	0.44732	26.159	25.403	2.17798	1.62429	0.937243	15.1428
SDHA	34.8004	34.8079	29.7001	24.8661	26.9716	40.3438	21.8295	38.6589	50.7934	22.3682	24.2225	45.8986	41.0614	34.4628	56.6424	29.7301	22.2821	32.8545	30.7584	30.2173	41.4121	31.238	43.7859	38.8647	34.76	20.4282	34.8843	29.3428	33.4082	34.7743	34.9046	32.975	59.7884	30.0566	22.0987	29.9244	24.1738	25.4864	26.7287	21.519	40.2153	16.5012	26.9845	28.9603	21.1089	22.896	31.7137	28.998
LSS	24.5784	10.2917	20.7632	21.3595	22.1204	4.80138	13.8564	6.92364	36.6106	13.2535	21.666	7.02589	24.305	13.1546	6.60592	14.9743	10.8947	15.6507	24.9668	20.2725	15.1746	31.2005	23.1919	20.6247	49.4583	14.9511	15.9919	15.9155	10.559	8.40652	20.4566	14.7326	22.5178	23.8009	7.38802	15.9426	15.6892	15.1193	22.7861	10.2756	18.6826	26.4297	15.1262	31.5699	24.4583	14.5727	44.7178	22.1942
VAMP8	44.8047	46.115	29.5506	27.5747	35.9328	46.4415	19.9033	54.4318	31.7506	16.2208	24.1063	31.605	43.9406	31.4442	27.3724	30.8704	28.2435	38.1746	31.7948	32.7928	36.0835	26.3193	41.9147	31.4723	29.7146	33.7452	31.6771	40.3243	36.888	43.2627	25.1585	30.0418	27.4705	29.7383	36.9213	39.5767	7.34979	37.0227	24.1529	20.094	45.8893	25.8352	50.7932	22.989	22.7594	28.2395	29.6844	12.7973
GLRX3	28.5337	25.4741	19.8903	18.2194	28.6798	17.0112	9.58683	45.0852	23.0529	9.88906	22.5982	26.0228	37.6394	20.4568	22.941	55.0185	24.1928	30.36	41.2429	30.5917	21.6931	31.1623	18.7646	20.9931	36.5202	18.1226	15.4419	27.9888	29.0504	16.0963	39.9193	38.7877	24.782	28.1026	23.3246	34.5997	24.5354	26.6318	25.5577	17.1014	16.8148	12.9529	19.67	32.6107	17.2862	21.0835	18.7807	20.1748
PTOV1	24.5376	25.6805	25.2241	22.8235	49.266	38.8138	35.7379	39.2509	24.5431	43.1939	28.3274	22.1277	31.2158	64.4519	26.844	32.1273	36.3876	41.585	33.9802	23.5484	29.481	29.9528	25.139	31.0233	33.5726	20.2267	25.8422	36.8347	25.6758	19.442	22.031	32.8877	24.3095	39.4998	31.6777	39.2146	50.673	24.5719	19.3585	37.1999	22.1893	48.2242	29.3677	29.5145	27.4327	28.1786	30.5465	103.112
AQP1	0.798151	0.278216	4.14051	3.16919	0.404816	0.323314	16.9256	0.966255	0.645196	14.1966	1.31227	1.51098	0.645071	1.43866	3.47966	1.28704	0.783006	10.2138	0.989146	1.12761	24.6932	3.85988	0.45217	1.32866	0.206786	0.965377	2.69787	3.59109	1.50381	39.3227	28.8106	0.978466	2.67407	2.64369	2.81537	0.0825931	0.276086	1.02329	15.4303	10.1151	3.04982	0.207122	1.23163	2.97208	0.228793	0.903445	34.6648	0.857933
CXCL16	43.5378	45.9357	19.7851	18.0349	6.81389	16.9797	10.8902	32.6394	26.2932	12.3545	12.2804	31.396	14.9246	11.9492	19.3794	16.2173	11.9519	24.6775	18.4442	19.0175	17.8061	15.9811	27.3942	18.3231	11.2528	20.1316	25.2481	17.6257	21.5262	19.8633	21.8265	21.368	18.4168	12.2026	18.5453	11.001	1.5524	8.24398	17.8167	14.0829	29.5301	44.9433	14.6198	12.8429	15.0029	20.669	8.65359	20.7794
POLR2E	26.1069	43.4863	34.814	30.5812	25.0795	31.1914	32.9509	22.2158	38.4511	31.4843	32.6171	19.71	33.174	32.9154	18.9988	31.7222	35.616	32.9739	38.4043	32.3963	33.5048	58.289	29.62	34.5953	46.227	32.8654	34.1735	47.1455	48.2954	27.1591	51.3813	42.2679	52.8163	31.2088	21.2103	30.0522	38.3933	30.4368	35.6703	37.3963	45.3208	33.1581	33.6688	47.0033	19.2826	19.3984	21.336	54.3995
RBMX	38.4406	36.4643	48.6478	51.7915	32.3229	37.8015	31.2227	35.3444	39.5208	38.7064	51.6954	41.6277	37.2469	41.8487	28.118	33.1686	40.9931	31.2809	37.3894	42.5148	43.9596	45.4268	33.3166	30.9	37.1545	38.8609	40.3152	29.7867	41.4948	33.4083	58.028	34.8763	50.1445	26.283	25.8588	33.8457	53.0232	37.9877	53.1767	40.7078	37.1187	14.5948	40.5632	45.7336	18.8743	20.2429	23.1482	41.0591
PDCD6IP	52.8844	53.8682	41.285	38.7672	50.9493	28.0205	31.4196	63.2415	49.5906	32.3126	30.3715	48.2186	50.1097	36.5355	44.7057	39.6869	32.5761	35.6446	34.7783	44.9864	21.968	50.9498	51.1829	42.2668	42.1797	36.8942	46.0451	43.1269	36.9169	43.152	35.0972	40.9419	36.7983	29.4643	48.1442	48.7471	51.5863	25.9942	43.8228	34.6733	28.4642	25.86	40.4036	23.9565	45.7498	48.2163	30.6936	22.2956
BCAS1	38.1516	14.5223	7.84857	6.27838	2.93844	9.75702	7.22904	24.7356	20.2768	4.70224	9.54895	22.7784	6.90086	0.991449	20.6559	2.66092	4.67237	14.1815	6.57916	6.632	23.0237	0.929382	31.9818	12.9878	8.78232	11.8229	21.3747	7.91989	3.97617	24.9779	1.56609	2.8712	18.5694	13.222	7.01322	6.69553	0.0464085	0.806668	12.1124	4.02026	24.093	5.55057	20.7855	22.2707	3.95685	4.37653	0.176533	0.381549
FANCI	25.313	17.8875	24.0659	21.1759	19.0996	15.8197	15.2616	36.5371	20.6205	27.1984	35.2466	13.0556	18.9874	20.8433	8.84909	19.6681	20.3415	18.763	27.598	36.856	17.9659	37.55	23.3781	13.9082	25.1706	12.1887	17.0613	27.3167	36.9521	22.8107	33.4554	33.2892	23.1917	22.2566	28.3787	17.2164	40.3015	28.9691	20.8416	28.1816	14.5288	3.29078	24.8587	21.3916	3.23041	2.31952	7.28972	35.3193
SLC4A4	8.239	8.40683	7.35027	4.34884	3.5543	1.2622	5.38435	15.8717	10.7166	7.27193	4.99774	13.0667	5.48989	0.848586	15.4478	7.79395	2.43269	25.5426	6.8525	10.0872	17.0593	3.08023	3.73091	14.7539	15.901	7.24894	18.1436	8.85567	4.60428	20.0876	6.88146	5.91935	12.5034	7.41382	0.0765818	16.0288	1.02154	0.0123465	3.82002	7.75275	18.8836	1.0407	6.11697	14.327	17.1097	17.8202	55.596	0.254011
NPDC1	12.5821	20.3124	15.5222	14.9035	9.97252	8.37209	16.3846	13.6469	18.8638	18.6762	7.98388	9.84552	30.296	7.14632	6.62882	13.0249	17.4753	12.1539	21.0547	5.65856	3.16796	18.929	14.105	26.4456	9.25786	11.1264	11.2812	14.5279	19.5299	4.37607	9.44483	14.3736	13.4463	6.05226	20.5729	8.4254	17.624	4.42084	19.1559	9.54945	2.80265	43.5827	8.30864	27.0034	38.4644	39.9921	15.9235	12.2289
TRIM2	21.5341	35.8812	29.1887	24.2255	19.0098	14.8807	18.5509	48.5541	22.5509	16.3199	29.0867	28.0079	25.3002	13.5002	28.1285	19.0474	18.2008	29.6883	30.8801	23.7001	19.3335	16.6771	20.5705	23.1412	42.3031	30.1682	35.4337	28.287	21.625	19.1668	15.3785	24.8291	24.8322	18.6224	27.1699	11.6113	5.48769	14.6373	25.4849	15.8541	16.4481	42.0155	27.3137	39.3106	13.4993	8.7445	8.16327	5.68527
CAST	22.093	38.99615	29.71907795	33.5391	30.01435	45.0594	32.8151	15.6026	26.38345	34.4694	51.392	17.20605	24.84238495	30.9369	18.83975	26.11775	35.80512525	16.1867	19.0056	29.62129865	26.1079	37.90695	26.17435	28.52225	22.042	28.0741	25.8269	19.84195	26.4512	22.7993	35.8529	21.13205295	32.4744711	22.99604635	24.81475	16.5788773	6.13995	19.13325	33.05455	33.3227	23.26205	11.2112105	46.08729615	9.11145	20.5566	29.2384218	30.2674705	10.09275
MICALL2	16.0397	15.9887	10.366	8.76814	14.1724	13.4577	32.3878	9.82534	17.1495	55.1611	7.45929	14.7319	19.0691	21.0314	12.5233	13.3714	18.1971	10.6705	14.5311	7.05254	4.32623	10.3215	12.2653	10.5583	24.7715	10.4936	4.3685	13.2671	16.0867	9.81166	4.4068	19.0404	8.85015	10.1156	16.5752	5.47154	3.3185	8.43999	6.35572	37.2641	9.50401	1.18657	11.0584	9.60596	17.6698	13.5795	16.0735	5.74158
KLHDC3	18.1048	9.91391	10.6582	9.67319	15.0403	8.06837	16.372	10.5654	10.2113	17.8129	11.2805	10.9189	7.69169	19.4091	15.0869	12.5106	8.98482	17.2647	34.5233	10.0467	14.1174	13.2723	5.91519	37.8685	13.7157	14.5145	62.5695	18.1753	10.7521	8.09408	9.01082	14.4138	13.9121	14.6503	10.5424	15.5787	22.2823	16.5085	12.6357	16.9871	13.4178	11.4949	12.0791	13.3827	10.7953	12.8101	10.4496	27.8701
