TF	CAS-ACC-1	CAS-DAC-18	CAS-DAC-7	CAS-DAC-37	CAS-DAC-30	CAS-DAC-20	CAS-DAC-1	CAS-IPMN-1	CAS-DAC-6	CAS-DAC-36	CAS-DAC-2	CAS-DAC-15	CAS-DAC-19	CAS-DAC-28	CAS-DAC-33	CAS-DAC-12	CAS-DAC-14	CAS-DAC-25	CAS-DAC-8	CAS-DAC-31	CAS-DAC-27	CAS-DAC-11	CAS-DAC-9	CAS-DAC-5	CAS-DAC-4	CAS-DAC-38	CAS-DAC-29	CAS-DAC-34	CAS-DAC-23	CAS-DAC-32	CAS-DAC-42	CAS-DAC-41	CAS-DAC-39	CAS-DAC-35	CAS-DAC-3	CAS-DAC-26	CAS-DAC-24	CAS-DAC-22	CAS-DAC-21	CAS-DAC-13	CAS-DAC-16	CAS-DAC-65	CAS-NEN-3	CAS-NEN-1	CAS-NEN-2
CEBPB (19g)	0.585757663	0.634687681	0.633245373	0.572158762	0.652931608	0.674573453	0.653810006	0.66558343	0.616154569	0.646945489	0.643417438	0.634532244	0.610150376	0.654388375	0.66941151	0.672964864	0.683473106	0.707164546	0.676214575	0.677121891	0.691631724	0.633729757	0.611122759	0.595636929	0.580024581	0.519436813	0.613295257	0.595477877	0.728477444	0.658924957	0.70624277	0.649652979	0.621139387	0.616085888	0.698304656	0.659647918	0.680642713	0.720738143	0.689430307	0.746396038	0.697621457	0.647165992	0.315005061	0.551330249	0.310135917
TCF7L2 (271g)	0.427029098	0.685127162	0.673367822	0.670963188	0.665376236	0.664503962	0.688891337	0.705647848	0.627158764	0.657037223	0.66010271	0.63049805	0.615927338	0.670878568	0.66447354	0.69234132	0.662907434	0.699413337	0.684917786	0.648395777	0.624313902	0.674019471	0.616758198	0.650638586	0.647873998	0.60548638	0.632663397	0.62486457	0.676150817	0.650426653	0.658721438	0.613441919	0.60495642	0.619634504	0.660098363	0.610038721	0.65671306	0.598672568	0.653342073	0.659986901	0.680624417	0.615058388	0.408067616	0.553859609	0.386767968
NFE2L3 (19g)	0.306810295	0.766591961	0.714835165	0.709116541	0.669621168	0.718121024	0.723431174	0.761495084	0.748073308	0.726811018	0.728788317	0.734488866	0.749136061	0.742148641	0.702664112	0.745438115	0.54010266	0.713870012	0.727197802	0.773575766	0.760529931	0.73963635	0.727067669	0.717445055	0.766266628	0.746670763	0.690652111	0.775972383	0.708527328	0.754973973	0.726702574	0.686708357	0.725694043	0.720535714	0.718818681	0.690879844	0.739000145	0.728325622	0.718128253	0.651847166	0.780852371	0.685038317	0.282070561	0.529977588	0.304666715
NFE2L2 (14g)	0.2785187	0.653160025	0.637562232	0.654185162	0.719843041	0.658683017	0.631803801	0.615048437	0.628743102	0.619963213	0.628733292	0.622302882	0.634756591	0.647357449	0.64289393	0.629679951	0.635948498	0.671357449	0.649957082	0.615274065	0.56731821	0.631534028	0.551028817	0.612679338	0.628110362	0.657549969	0.641623544	0.63127897	0.649329246	0.580973636	0.591185776	0.61897241	0.545446965	0.580409565	0.577697118	0.613169834	0.5906168	0.624132434	0.615499693	0.633388105	0.626290619	0.652694053	0.260855917	0.395399142	0.238391171
EHF (196g)	0.579583939	0.671015938	0.697086885	0.653274169	0.659138617	0.627083705	0.66078894	0.693674125	0.700531375	0.672429342	0.666567363	0.702506052	0.692352738	0.675497653	0.668704921	0.692574497	0.701918338	0.67768739	0.67392736	0.700299392	0.694449047	0.691070133	0.686554572	0.688790494	0.692554754	0.674071909	0.677524156	0.699526585	0.627227549	0.660824548	0.684143429	0.670170504	0.679671938	0.682388749	0.681156206	0.674759397	0.670734244	0.694615807	0.671698842	0.668549091	0.676248249	0.670378513	0.556981104	0.617570284	0.542815329
JDP2 (166g)	0.418804545	0.618181281	0.602906154	0.581588425	0.637061344	0.628059194	0.623399268	0.638191603	0.633977043	0.621289701	0.650424429	0.62179287	0.620205601	0.630522643	0.651780906	0.658147864	0.67497034	0.693192124	0.664312723	0.65358275	0.616428091	0.624703764	0.561428401	0.589130969	0.597597514	0.542252675	0.565095712	0.598066168	0.651688589	0.599027179	0.65118542	0.589210395	0.57598329	0.601772984	0.665757359	0.595009313	0.64268644	0.643869095	0.660999293	0.718519403	0.67288614	0.622866158	0.372362054	0.458922911	0.380857708
STAT1 (608g)	0.466466761	0.656509586	0.680477053	0.656206361	0.656148598	0.642227798	0.656086685	0.675192173	0.639482631	0.663536569	0.648697562	0.643123062	0.628981818	0.70243989	0.699548644	0.658041968	0.67497173	0.685245412	0.669957447	0.673719629	0.644263557	0.642565035	0.591318261	0.613929055	0.635630289	0.636967246	0.662296689	0.637323853	0.650893004	0.621957833	0.710622356	0.676526594	0.673288542	0.628214186	0.64018051	0.63564666	0.648156022	0.657314574	0.664395514	0.671076728	0.667571538	0.671315158	0.42789595	0.541990107	0.403357198
NFIX (26g)	0.224787235	0.443856696	0.338371174	0.395826342	0.390132349	0.424777194	0.385931212	0.405956631	0.380482946	0.393255458	0.364722078	0.388190314	0.389284195	0.381563616	0.385455612	0.409148438	0.365739334	0.316126288	0.363031054	0.475753628	0.452871966	0.401179489	0.441386217	0.407116567	0.444004661	0.416691988	0.370249611	0.404868034	0.478858242	0.497599539	0.379233174	0.462695756	0.405346277	0.383796295	0.438281603	0.45685644	0.418890319	0.429485638	0.410215896	0.312881636	0.41391501	0.390489049	0.236074817	0.17748085	0.204098618
ZBTB7A (243g)	0.616263689	0.63005659	0.570011256	0.572987162	0.572377341	0.550320947	0.596508153	0.641513599	0.614789123	0.600790005	0.611808091	0.623222945	0.622627365	0.612963077	0.580896611	0.622461309	0.555699964	0.619896983	0.625338378	0.603501303	0.623592084	0.634533266	0.665304324	0.62954475	0.621607388	0.594486998	0.580399583	0.529999453	0.584246214	0.639995739	0.623177372	0.611019111	0.647106239	0.608264518	0.652991116	0.599310027	0.653688095	0.594768125	0.640005138	0.604357218	0.605155312	0.5875736	0.422257883	0.576082981	0.45839685
FOSL2 (811g)	0.44630236	0.618753158	0.593115664	0.595699366	0.625471359	0.597386403	0.610286982	0.633091274	0.555656636	0.587166941	0.6053131	0.55073638	0.539439353	0.610956869	0.594845009	0.61032163	0.579602044	0.614745063	0.627362975	0.628246495	0.604265917	0.602615704	0.584939467	0.596260261	0.595576183	0.581349236	0.563097218	0.582102087	0.609468404	0.613991255	0.620876775	0.574433943	0.587598298	0.59747694	0.621103031	0.567825518	0.624256856	0.601473805	0.648759764	0.621300123	0.623625708	0.593663761	0.424876147	0.523692949	0.412583647
E2F8 (328g)	0.60716774	0.71163326	0.689575924	0.696341209	0.688899734	0.72432362	0.702073268	0.672719007	0.702222263	0.696722162	0.708436226	0.669077952	0.696423961	0.713492941	0.679711382	0.698633483	0.654973202	0.675954137	0.691565764	0.637189302	0.66567605	0.699084064	0.677882812	0.696696341	0.720195158	0.714805109	0.686692752	0.681710111	0.668404514	0.675069058	0.634652584	0.640196072	0.690571267	0.678613817	0.693619095	0.658245369	0.675420592	0.634189728	0.634499992	0.6387002	0.677929796	0.629612589	0.501445501	0.600370709	0.646890458
PPARG (46g)	0.456054721	0.739034789	0.684117949	0.7216124	0.685661723	0.720590191	0.693267019	0.677901004	0.656980089	0.671610831	0.700718386	0.674672975	0.684907022	0.707512191	0.720494546	0.68448708	0.558815134	0.688900214	0.720116448	0.731359254	0.670969709	0.689940356	0.65690985	0.659903249	0.733899832	0.697106281	0.720833788	0.73810972	0.727088094	0.694411774	0.654705525	0.709432569	0.632874485	0.692642336	0.62029115	0.703593723	0.684361545	0.600393939	0.682057091	0.646441173	0.740772844	0.696486081	0.383645252	0.572600013	0.353661945
PPARG (50g)	0.452003163	0.740343085	0.69195916	0.72259067	0.687640001	0.722083262	0.699776548	0.68349823	0.660696483	0.673883599	0.697447145	0.67847365	0.686143903	0.713803843	0.72015126	0.687524494	0.56396851	0.695300629	0.722476538	0.727952147	0.672461755	0.693294372	0.658926742	0.664219464	0.733100485	0.69402317	0.725245969	0.737331637	0.729112723	0.700055691	0.663063014	0.711668328	0.638201382	0.698240572	0.620985252	0.703393035	0.685507236	0.599839114	0.680848431	0.642270274	0.743501667	0.693543264	0.384874007	0.579413524	0.357698099
RAD21 (763g)	0.631581023	0.663777116	0.676802818	0.65003126	0.682655141	0.671024948	0.675181175	0.658738524	0.673293493	0.661951787	0.696424645	0.657447953	0.665481342	0.667181965	0.677987988	0.701472845	0.668666431	0.68193905	0.705132833	0.674280334	0.661081245	0.692440421	0.666808955	0.697111638	0.679730734	0.678419657	0.654816929	0.699622297	0.624469814	0.629226847	0.624337348	0.607686853	0.633892153	0.658218083	0.686242523	0.628646271	0.651748418	0.634497578	0.662855676	0.67513471	0.663626822	0.635909622	0.572037507	0.597657519	0.604808265
MECOM (28g)	0.354016891	0.777600024	0.76760871	0.794093543	0.756878843	0.752074572	0.759025798	0.789286818	0.722615899	0.701423615	0.684979168	0.749765675	0.73156686	0.762698931	0.717963754	0.692671401	0.674416151	0.668242736	0.707049863	0.758093406	0.709886297	0.706036501	0.688706282	0.680695074	0.742569083	0.714599783	0.766129151	0.761589875	0.766749928	0.765586892	0.699367446	0.760831693	0.691859238	0.746264299	0.645519367	0.755769788	0.696778832	0.669977475	0.710460454	0.58746571	0.742534732	0.690568612	0.402054697	0.584513954	0.317749304
CREB3L1 (545g)	0.567222738	0.689653761	0.691253121	0.700914993	0.664519213	0.667662492	0.680463021	0.661579481	0.663111335	0.611149577	0.636615111	0.686446955	0.674755274	0.658377295	0.641312317	0.657229303	0.643496647	0.624965012	0.654422401	0.666390139	0.648919354	0.670183839	0.678544225	0.67733463	0.698823581	0.661552401	0.702703525	0.698881975	0.651437878	0.671544232	0.610968106	0.658170797	0.586010923	0.659877192	0.613366248	0.67316079	0.650643203	0.644038237	0.634703758	0.596690779	0.64717651	0.63276353	0.528502996	0.610063573	0.48046161
SP1 (276g)	0.626864694	0.658820003	0.633451031	0.686263995	0.592855454	0.710637007	0.6503964	0.633945119	0.682443096	0.678077896	0.70736066	0.687245393	0.6955874	0.650151867	0.671750654	0.669682915	0.659208896	0.651596724	0.689419582	0.626799669	0.635077656	0.662650693	0.642116154	0.653312977	0.679980186	0.650846302	0.676522071	0.635364367	0.71575288	0.624266964	0.628969088	0.669217196	0.630889203	0.626449187	0.664572566	0.662698646	0.658067573	0.676693294	0.610861807	0.637116523	0.673979575	0.649380356	0.479762968	0.601501496	0.558511549
REL (85g)	0.324921951	0.672447653	0.676639442	0.658904515	0.619829202	0.593102499	0.638298665	0.653239607	0.638687393	0.632111403	0.611340344	0.646841783	0.617879081	0.66474678	0.650191327	0.646470062	0.606622962	0.628574784	0.630564588	0.602909795	0.610834187	0.642317146	0.574126879	0.620374232	0.636076434	0.620155572	0.652102576	0.609068712	0.604017671	0.606319268	0.668336849	0.633732725	0.619714204	0.619492304	0.600012148	0.621113626	0.615754032	0.619041217	0.5858681	0.513571888	0.595670536	0.65311408	0.311538353	0.465623848	0.343211626
ETV6 (167g)	0.494637399	0.600834917	0.608063453	0.604219147	0.581312868	0.58083791	0.609308513	0.62717255	0.669257371	0.605467926	0.649187198	0.676894726	0.649298807	0.627850471	0.655798992	0.638695962	0.630185163	0.617079799	0.663003139	0.605764723	0.59589643	0.612421987	0.562554306	0.575876275	0.579120786	0.582035019	0.598374974	0.588630691	0.59150028	0.592810238	0.64348605	0.626346644	0.612233492	0.588774129	0.617112041	0.592990465	0.611942896	0.671222928	0.591816092	0.647376654	0.58234959	0.627691325	0.4366016	0.538205792	0.397729048
CEBPD (330g)	0.475956272	0.630758275	0.639896413	0.639130869	0.64208891	0.64305073	0.644138353	0.634683606	0.59186134	0.605693086	0.613400484	0.598730826	0.581621063	0.620132177	0.618614133	0.621345602	0.621540407	0.617315086	0.625962005	0.671599679	0.624174053	0.610658075	0.609674165	0.604171255	0.612644828	0.560150921	0.626229177	0.632973492	0.694606168	0.661940029	0.644471372	0.658635086	0.588421548	0.625460688	0.627744276	0.637754616	0.611981946	0.618232939	0.653726476	0.639635972	0.663366141	0.608225965	0.43679574	0.588232213	0.430470276
KLF10 (61g)	0.526581416	0.566724435	0.57566703	0.528588455	0.536016751	0.574770628	0.606490852	0.559724607	0.543724679	0.554683333	0.559488949	0.544397827	0.531950807	0.583442612	0.619700094	0.584737039	0.644553541	0.633674943	0.582072639	0.646835701	0.562032701	0.576371749	0.541664646	0.58431308	0.55449165	0.519794696	0.518827258	0.564047632	0.612097028	0.586742949	0.612477012	0.539957536	0.537560366	0.57641234	0.602188123	0.534267922	0.567132608	0.595337132	0.626743896	0.63182689	0.625603944	0.551451776	0.395393284	0.480714957	0.474060159
BATF (420g)	0.447160582	0.638148132	0.624315245	0.578179204	0.65525262	0.600243409	0.641166044	0.661362728	0.56877312	0.645763962	0.63328243	0.559116828	0.545586711	0.643641094	0.645778388	0.656962124	0.657522397	0.672254472	0.658092121	0.644033898	0.635325544	0.632246447	0.588159987	0.606507224	0.598512185	0.562993804	0.565624549	0.582722074	0.604932855	0.621738554	0.680513979	0.583257973	0.606661095	0.617039657	0.657203046	0.592189342	0.66490742	0.613157375	0.679953043	0.691772163	0.649435499	0.613875002	0.435182449	0.503356	0.41311128
IRF1 (740g)	0.393498819	0.6206292	0.64089219	0.648267592	0.569561357	0.610105894	0.601255754	0.6204125	0.618885229	0.632145498	0.618311075	0.631776528	0.613090488	0.638792287	0.646998134	0.622601576	0.636603402	0.617864637	0.615540802	0.636621959	0.596976673	0.604651477	0.542209518	0.57174615	0.604228356	0.571993399	0.642377777	0.608528279	0.644118131	0.57379961	0.630567597	0.66418336	0.614747379	0.573635158	0.589881924	0.609093107	0.576806759	0.616167966	0.598810959	0.602794826	0.60757402	0.616513429	0.376727197	0.54038256	0.360026666
ELF3 (579g)	0.461865454	0.648457328	0.663980203	0.671526054	0.62060795	0.647526765	0.668545086	0.654459418	0.636026328	0.651640881	0.66820946	0.65341577	0.631684349	0.651227486	0.669858928	0.654401605	0.639484187	0.659861855	0.677032022	0.6581195	0.622200936	0.633514753	0.588563785	0.598526993	0.612831938	0.563637683	0.659204995	0.611904399	0.699805276	0.648486839	0.681561588	0.695654998	0.627653324	0.618230626	0.635339835	0.660336328	0.618059728	0.638995806	0.648002932	0.656191613	0.68443189	0.652263151	0.431655322	0.603811144	0.379515174
ELF1 (1429g)	0.575368097	0.706689927	0.723519537	0.672416478	0.701003622	0.656317518	0.703734596	0.710953116	0.625934962	0.694640507	0.674230881	0.625169411	0.613255352	0.707694483	0.692727057	0.704347765	0.677706345	0.699040977	0.698743131	0.712170463	0.694837539	0.699233868	0.683560035	0.696651539	0.682785543	0.65370539	0.689765766	0.700375048	0.652311668	0.685936392	0.726279655	0.687801202	0.693530743	0.674889507	0.690680468	0.67981011	0.679292755	0.63986278	0.706701948	0.693209915	0.705140641	0.665152652	0.583003713	0.636435399	0.540818823
RXRA (76g)	0.449746196	0.570880501	0.574852815	0.533748825	0.622286068	0.590905963	0.635854595	0.587237888	0.433075515	0.57505383	0.573551649	0.440191635	0.428031119	0.566574972	0.566649221	0.568362378	0.523352173	0.600158096	0.588894905	0.623515702	0.547816268	0.552922236	0.540121551	0.541140209	0.543769705	0.427921557	0.518542296	0.455816493	0.658087603	0.541054189	0.631094519	0.586185727	0.533616626	0.500090547	0.610112876	0.586276275	0.550669417	0.509367128	0.681135537	0.632929009	0.653511337	0.506334696	0.337011067	0.447902651	0.350330589
SMAD3 (399g)	0.465177034	0.558083099	0.526735593	0.495508779	0.578235429	0.535225503	0.570735642	0.592896298	0.536297075	0.560801621	0.558429128	0.536406256	0.523228565	0.567427267	0.577162461	0.581161847	0.589842386	0.61013058	0.580035859	0.580411537	0.565758865	0.555589565	0.528938561	0.525884126	0.516256717	0.459902017	0.456912636	0.463284342	0.576315528	0.542339495	0.623709064	0.506705351	0.532116652	0.535186784	0.599965292	0.524792671	0.593105938	0.575550219	0.639085012	0.651002419	0.610655553	0.558365643	0.361096722	0.481241203	0.363154058
ETS1 (53g)	0.410736411	0.614985618	0.592770431	0.535191021	0.637017874	0.606581134	0.63542987	0.646727531	0.457651285	0.557398424	0.529376125	0.449744998	0.440107995	0.61036432	0.577376913	0.615660261	0.610034783	0.617686782	0.583789906	0.604379465	0.55607898	0.5998412	0.598615167	0.595633768	0.537997273	0.476887668	0.489685111	0.535720356	0.622326244	0.547108834	0.636104512	0.483287687	0.546405649	0.524484969	0.620799217	0.495053705	0.593220625	0.485726778	0.627705218	0.647029823	0.628862488	0.488979331	0.405689569	0.471957591	0.328209513
KLF13 (49g)	0.639733129	0.630596109	0.62131036	0.56385882	0.615710567	0.581818564	0.603540034	0.644610323	0.636660329	0.586485292	0.590458886	0.64563038	0.664364639	0.634265229	0.566148687	0.629089174	0.609687037	0.635265643	0.621372096	0.6191145	0.632545022	0.636374096	0.687235252	0.647792565	0.615254558	0.593503624	0.547349885	0.518813534	0.614850464	0.670062649	0.644089771	0.583799749	0.651850345	0.602841288	0.685369122	0.58909647	0.6868957	0.621885633	0.674556794	0.649552059	0.638867414	0.555225514	0.477889169	0.628832406	0.495265222
MAX (141g)	0.43235557	0.532052834	0.544228289	0.496686737	0.578252645	0.55294936	0.55396875	0.565369879	0.496364386	0.550582359	0.557975385	0.475666456	0.472949712	0.54631843	0.56815168	0.597520299	0.58903402	0.606380778	0.582510215	0.570897284	0.547026232	0.558723297	0.524940091	0.546310604	0.532415784	0.477389245	0.498247128	0.51644941	0.566375573	0.515022557	0.564308421	0.502756121	0.475307419	0.50954847	0.617959957	0.50469218	0.564157274	0.524196093	0.599277328	0.649053322	0.59134966	0.528459043	0.412618332	0.42172094	0.42930229
NFKB1 (78g)	0.540787327	0.659443134	0.680889623	0.62984315	0.651156409	0.592549359	0.663541498	0.665828465	0.551712181	0.64736068	0.636118192	0.545131858	0.531854746	0.661496287	0.663715315	0.645549282	0.628020283	0.65920932	0.656319731	0.649622059	0.628108514	0.628307918	0.588728925	0.603518329	0.59955143	0.548488193	0.600595211	0.595053376	0.619580917	0.655309477	0.692961489	0.610395111	0.628001754	0.592788467	0.63526852	0.597925319	0.620754399	0.587487504	0.658576699	0.642807922	0.6519752	0.613701154	0.474583524	0.598632937	0.431146157
NR1H3 (11g)	0.612899803	0.661581484	0.727428778	0.601907568	0.684714489	0.601189733	0.632793189	0.598730369	0.607026042	0.6435295	0.552108562	0.621663629	0.571128062	0.601021198	0.584024119	0.625096752	0.770068163	0.680482385	0.621501336	0.75657287	0.729888143	0.63032134	0.625739682	0.602182218	0.671150533	0.561471624	0.682960475	0.648623006	0.706536666	0.63420389	0.75782752	0.736042795	0.751067389	0.726411326	0.69364685	0.742665601	0.64059574	0.622325285	0.684396145	0.704052333	0.753202167	0.598636738	0.498039999	0.501816434	0.546646775
MAFK (64g)	0.589064918	0.671790628	0.651397248	0.638641445	0.674561479	0.678668315	0.692763328	0.694010103	0.656866939	0.646125322	0.630615864	0.65188736	0.63877902	0.647876182	0.646147893	0.632826741	0.651739037	0.668935942	0.67336307	0.703065348	0.661476784	0.624098237	0.626866939	0.606343508	0.628401763	0.591066208	0.588570507	0.613242691	0.717329106	0.700051591	0.70724742	0.647676268	0.678077171	0.679868874	0.646382201	0.644437876	0.671371453	0.710297721	0.73025043	0.694719475	0.703513543	0.640868444	0.515361135	0.652273216	0.514567928
NR1I2 (12g)	0.546549021	0.698830409	0.651159863	0.673744864	0.744441011	0.733048374	0.613508657	0.626612193	0.530538675	0.698733134	0.602281961	0.535802978	0.522121514	0.724139115	0.629370229	0.631647612	0.564167267	0.647881118	0.604261796	0.560007324	0.547802154	0.652750598	0.577551184	0.620924457	0.611048168	0.564716586	0.678311074	0.537130497	0.722039116	0.598734279	0.646748149	0.648407549	0.596685778	0.539476545	0.595272428	0.603878418	0.570810588	0.475686934	0.57690459	0.508943592	0.707505064	0.554828853	0.473941704	0.500051499	0.413705497
TEAD1 (476g)	0.385032295	0.588517771	0.555655888	0.528945758	0.569339092	0.579895259	0.572130733	0.607182803	0.63073218	0.609609437	0.606121352	0.629487199	0.609327986	0.607951076	0.644636733	0.614783589	0.648710295	0.63560216	0.624941328	0.575829173	0.560088739	0.582448693	0.508932548	0.531451404	0.54239398	0.507188725	0.524859003	0.535899208	0.574511192	0.532000966	0.637025832	0.543751394	0.537701226	0.572641889	0.594253799	0.549348016	0.579102213	0.616244788	0.607452526	0.648890013	0.618358895	0.599559881	0.443903319	0.467303176	0.405523532
TGIF1 (10g)	0.590847609	0.554677469	0.584578942	0.555810361	0.575193107	0.585073295	0.598599334	0.632538021	0.715458821	0.617075766	0.642761509	0.72275739	0.711126369	0.523849085	0.696233994	0.604023482	0.620749082	0.632380102	0.668852346	0.62250678	0.586686807	0.580081706	0.546891414	0.550173367	0.588966322	0.573888565	0.545243572	0.585505853	0.589220365	0.597356586	0.538748326	0.521267465	0.48550242	0.639287308	0.527639123	0.554890315	0.584050259	0.686024237	0.634460503	0.601332006	0.621064918	0.632180988	0.34941124	0.54839507	0.403213293
IRF8 (229g)	0.433952078	0.593745081	0.599615128	0.58680682	0.558484923	0.567703715	0.572723661	0.555295987	0.505934545	0.51343652	0.519078483	0.51021254	0.505785611	0.550308668	0.502561632	0.540044016	0.4965209	0.49625445	0.536484407	0.586543391	0.565960918	0.56253695	0.58911907	0.591141609	0.607865096	0.587401044	0.579037489	0.602314063	0.557345111	0.578253849	0.516069899	0.54959451	0.515573856	0.527581004	0.519353089	0.557990692	0.550681757	0.519081504	0.551232178	0.482996017	0.534477878	0.50635023	0.429742054	0.508241962	0.4628682
